source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
data_lpep/23-42-14_1,0.1475434623123611,0.1444800770716495,0.138433897772025,0.1413802786148093,0.1432576624541446,0.1477531465278092,0.1421416043382893,0.1402100979549209,0.1358904924659046,0.1651164633303662,0.1381147484511788
