source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
data_l2o/13-10-11_8,0.1420142359033859,0.2357381117705688,0.108670471250377,0.493412405171544,0.15786319576934,0.1037410551917254,0.6543500739447046,0.2299832892264728,0.134594000536029,0.1661725249521569,0.2084942150705089
