eta,l2o,ldro_pep,lpep
1e-06,0.0,0.0,0.0
5e-06,0.0,0.0,0.0
1e-05,0.0,0.0,0.0
5e-05,0.0,0.0,0.0
0.0001,0.002,0.0,0.0
0.0005,0.056,0.0,0.0
0.001,0.108,0.0,0.0
0.005,0.354,0.118,0.0
0.01,0.476,0.446,0.0
0.05,0.756,0.982,0.502
0.1,0.864,0.998,0.948
0.5,0.974,1.0,1.0
1.0,0.996,1.0,1.0
