source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
data/03-16-04_238,0.1629275693318738,0.1134751270924122,0.3802044861866727,0.2118234253451382,0.1255048179633773,0.232873255829662,0.1441809293022936,0.1594629200129475,0.2722878792941374,0.2171338077096922,0.0794754545103046
