iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12
0,0.02265666839018133,0.0012473129107252907,0.12716287502553314,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862
1,0.022263330515287828,0.0012473035541474907,0.07951662503182888,0.017360546187688876,9.999999999999159e-07,1.2500022360838225,1.250002236082906,1.2500022360812957,1.2500022360785297,1.2500022360737761,1.250002236065714,1.250002236052499,1.250002236032004,1.2500022360017682,1.2500022359562757,1.2500022358762826,1.2500022356802722,1.2500022345548631,1.0000063037035594e-06,0.2817545251306828,0.4340437827852299,0.5310648054086042,0.5987795940587904,0.6489243261228346,0.6876468540070659,0.7185008534489912,0.7436920465840945,0.7646657175771346,0.7824102431516987,0.7976253807784164,0.8108199838000862
2,0.02205998342305057,0.0012471078311414847,0.08767224999610335,0.017368261790325887,2.097999999999987e-05,1.2500491719377702,1.2500491462507892,1.2500491161140421,1.2500490776732442,1.250049032224705,1.2500489915945896,1.2500489791076594,1.2500490110463698,1.250049070863087,1.2500491233425117,1.2500491519993848,1.250049159317389,1.250049134926048,2.1988660220127575e-05,0.2817755003189178,0.4340647441885401,0.5310857482875015,0.5988005124071876,0.6489452144858078,0.6876677118699186,0.7185216918182517,0.7437128903844379,0.7646865930268284,0.7824311580725168,0.797646323470088,0.8108199838000862
3,0.02319710521556821,0.0012467247032754542,0.005242958955932409,0.017850305363675784,4.095999999999993e-05,1.2501408732853416,1.250140800889667,1.2501407341978403,1.2501406719005588,1.2501406131939972,1.2501405772192529,1.2501405989023118,1.2501406947411453,1.2501408280217017,1.2501409388993223,1.250141000307703,1.2501410147970944,1.2501409474169354,6.299582942199134e-05,0.2818164859598465,0.43410571585574603,0.5311267075632877,0.5988414592126577,0.6489861482398694,0.6877086326067142,0.7185626017683128,0.7437537971994661,0.7647275123219464,0.7824721069523213,0.7976873065466914,0.8108199838000862
4,0.022865583537348036,0.001246153854905579,0.004275750019587576,0.01738462350690727,6.0939999999999996e-05,1.2502771658869376,1.250277047513824,1.2502770169905622,1.2502770655331614,1.2502771680092628,1.250277312166322,1.250277478614424,1.2502776439099252,1.2502778039822802,1.2502779590694832,1.2502780827809303,1.2502781331618864,1.2502780086894727,0.000123937260147225,0.28187741473240957,0.43416666369934687,0.5311876993278302,0.5989025127154844,0.6490472680448073,0.687769793298876,0.7186237365979032,0.7438148323974912,0.7647884460344364,0.7825330271210086,0.7977483049802884,0.8108199838000862
5,0.022090351002704605,0.0012453971553112939,0.005238167010247707,0.01699468925828293,8.091999999999984e-05,1.2504579892733458,1.25045764947995,1.2504576338334956,1.2504578461889493,1.2504582026525073,1.2504586452116324,1.2504590764939132,1.250459397963121,1.2504596127556713,1.250459781213142,1.2504598963636344,1.250459892725378,1.2504596141874909,0.00020477060957113392,0.2819581675328382,0.43424743065627314,0.5312685307871705,0.5989834438571137,0.6491283176847822,0.6878509449675346,0.718704921459153,0.7438959607777399,0.7648694909689367,0.7826140514327037,0.7978293820190945,0.8108199838000862
6,0.022634530158617786,0.0012444514226221679,0.004280082997865975,0.01749079175597032,0.0001008999999999999,1.2506833469449252,1.2506830097596324,1.2506832195217155,1.2506838157788787,1.2506846616877638,1.250685622892106,1.2506864671041154,1.2506869754874415,1.2506871357704932,1.250687064398037,1.2506868027379296,1.2506863196942457,1.250685503786561,0.0003055272233151604,0.2820589599039405,0.43434833415692975,0.5313696074988472,0.599084740743558,0.6492298548380082,0.6879526867735906,0.7188067631629226,0.7439977758770537,0.7649712176361865,0.782715707095491,0.7979309890060567,0.8108199838000862
7,0.022062507858825974,0.001243322887715485,0.004188082995824516,0.016844384119341544,0.00012087999999999997,1.2509531812914438,1.250952687615603,1.250952806267423,1.2509534877258053,1.2509546339425484,1.250956154029352,1.25095777405209,1.250959104627517,1.2509599088403591,1.2509601591358666,1.25095988543607,1.2509591293297497,1.2509578658360827,0.00042613050484130335,0.2821795089783186,0.43446884747316356,0.5314901401016645,0.5992053524865911,0.6493506135598005,0.6880736555182817,0.7189279819445553,0.7441192582593883,0.7650929604117747,0.7828376796826881,0.7980531105822881,0.8108199838000862
8,0.022197759821572766,0.0012420118868285545,0.004429207998327911,0.017091659884575228,0.00014085999999999992,1.2512675110659386,1.2512669737794224,1.2512670445977114,1.2512677882443173,1.2512691852118354,1.2512712226083391,1.251273611236553,1.2512757984080134,1.2512773067491716,1.2512779368680926,1.2512776823936775,1.2512766411035365,1.2512748552366453,0.0005665938751347094,0.2823199689277021,0.4346092691590932,0.5316305593944444,0.5993458158799955,0.6494911822168221,0.6882143943589661,0.719068943463601,0.7442604784430382,0.7652344608494994,0.7829794449714015,0.7981950592138549,0.8108199838000862
9,0.02609031280671803,0.0012405059043115911,0.004331709002144635,0.01909518226605302,0.00016083999999999998,1.2516272884508617,1.2516274299585397,1.2516284258910917,1.251630262193021,1.2516328108333992,1.2516358207549556,1.2516388216216718,1.2516413858040525,1.2516433153980904,1.2516444351475526,1.251644498523016,1.2516434033898645,1.2516411635829017,0.0007274514528698106,0.2824812048613531,0.43477089723528134,0.531792629365665,0.5995083029793998,0.6496539161429684,0.6883770341923456,0.7192311211575431,0.7444221015971002,0.7653958636893536,0.7831411421750324,0.7983573693005576,0.8108199838000862
