i,K,obj_val
0.0,1.0,6.3717944567611875
1.0,1.0,3.381206782441309
2.0,1.0,6.527758897458332
3.0,1.0,9.238954851467229
4.0,1.0,7.996817378416085
5.0,1.0,4.329012764993124
6.0,1.0,4.043461601588238
7.0,1.0,4.523681507505346
8.0,1.0,3.8036923385921635
9.0,1.0,6.431634919436502
10.0,1.0,8.02836785621632
11.0,1.0,4.937897500291537
12.0,1.0,9.921756427673229
13.0,1.0,7.236051717848491
14.0,1.0,6.904783888783382
15.0,1.0,8.090592967616786
16.0,1.0,8.044937655903095
17.0,1.0,7.77720075323206
18.0,1.0,6.606936817935124
19.0,1.0,6.107751438578845
20.0,1.0,6.676673486418459
21.0,1.0,9.400301229998492
22.0,1.0,5.653168355746117
23.0,1.0,4.171581528347783
24.0,1.0,5.955084061121927
25.0,1.0,5.167877843955361
26.0,1.0,7.4193604044037915
27.0,1.0,4.95190365292251
28.0,1.0,7.689998010203828
29.0,1.0,6.082450972683769
30.0,1.0,5.345598955646676
31.0,1.0,7.410418428157839
32.0,1.0,8.242295948578422
33.0,1.0,6.180389931697388
34.0,1.0,5.715640187836358
35.0,1.0,9.193827752545886
36.0,1.0,5.134167927482572
37.0,1.0,6.375843964875204
38.0,1.0,7.421864754553877
39.0,1.0,6.158927593371499
40.0,1.0,7.081660800601445
41.0,1.0,5.202563207268594
42.0,1.0,9.288984061313208
43.0,1.0,5.235695497882473
44.0,1.0,9.171586871379196
45.0,1.0,4.015455709559391
46.0,1.0,6.193661985845733
47.0,1.0,7.343649527650641
48.0,1.0,4.264492320044681
49.0,1.0,6.439667944765664
50.0,1.0,8.524831670044076
51.0,1.0,4.688821560478641
52.0,1.0,5.2131535147461125
53.0,1.0,8.89446328507222
54.0,1.0,6.271168521532704
55.0,1.0,4.79594776068154
56.0,1.0,7.077543981534892
57.0,1.0,9.458683730932137
58.0,1.0,7.1341466152880475
59.0,1.0,7.840809117755732
60.0,1.0,7.146111180525435
61.0,1.0,6.885804787991517
62.0,1.0,7.442451615758223
63.0,1.0,7.507794441647405
64.0,1.0,6.111122236661405
65.0,1.0,8.28182836417535
66.0,1.0,7.088143604122325
67.0,1.0,6.544655272777827
68.0,1.0,5.379348959243461
69.0,1.0,7.763165307984761
70.0,1.0,5.471450129305006
71.0,1.0,5.838615780678664
72.0,1.0,6.371587183678437
73.0,1.0,8.314881219605331
74.0,1.0,5.6983037623797115
75.0,1.0,6.490623858307216
76.0,1.0,6.545109836015905
77.0,1.0,10.05893403418605
78.0,1.0,8.683678585467655
79.0,1.0,7.3385691318352535
80.0,1.0,5.025109718095494
81.0,1.0,5.868393963631529
82.0,1.0,5.551821712879087
83.0,1.0,5.3938972402110394
84.0,1.0,7.9528639768662215
85.0,1.0,3.8752025559059167
86.0,1.0,6.0748432512428066
87.0,1.0,4.933906796819017
88.0,1.0,7.474554474626821
89.0,1.0,7.425216145110434
90.0,1.0,7.293090037226727
91.0,1.0,7.71718356930639
92.0,1.0,3.643599520738439
93.0,1.0,10.75518429462157
94.0,1.0,5.786613553897238
95.0,1.0,7.8699519720920375
96.0,1.0,9.716086830313543
97.0,1.0,6.340500820862493
98.0,1.0,5.27954954026748
99.0,1.0,7.035654630116701
0.0,2.0,3.2410806010928064
1.0,2.0,1.5166026942054573
2.0,2.0,2.994816702394673
3.0,2.0,4.816823554743063
4.0,2.0,4.164981895842392
5.0,2.0,2.303363286219004
6.0,2.0,1.9506299618613776
7.0,2.0,2.3467043793880706
8.0,2.0,1.9099532842888256
9.0,2.0,3.074247114843236
10.0,2.0,3.6111821948970926
11.0,2.0,2.4427291211754767
12.0,2.0,5.185843523153992
13.0,2.0,3.200413228999749
14.0,2.0,3.552745152392279
15.0,2.0,4.027897988192559
16.0,2.0,4.209962254862556
17.0,2.0,4.025760516867088
18.0,2.0,3.3270966497605383
19.0,2.0,3.0400793628060283
20.0,2.0,3.1968361628881095
21.0,2.0,4.297788820806755
22.0,2.0,2.5936460017424254
23.0,2.0,1.859605695281675
24.0,2.0,2.8629759877880323
25.0,2.0,2.607373827548754
26.0,2.0,3.700834600909873
27.0,2.0,2.224227602720746
28.0,2.0,3.668189636431862
29.0,2.0,3.3955940368323967
30.0,2.0,2.8543892610567076
31.0,2.0,3.7524190430477184
32.0,2.0,4.02440033700153
33.0,2.0,2.9977117253927608
34.0,2.0,2.9645733617987453
35.0,2.0,4.051861261313842
36.0,2.0,2.5010259014726017
37.0,2.0,3.177379238044829
38.0,2.0,3.7979528099628577
39.0,2.0,2.776851156100656
40.0,2.0,3.6960517899801344
41.0,2.0,2.425169673482052
42.0,2.0,4.568794081482736
43.0,2.0,2.825687753411524
44.0,2.0,4.070692438074464
45.0,2.0,1.9666308441869185
46.0,2.0,2.915875148098448
