iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13,beta14
0,0.019432150529786554,0.00032016308479450095,7.017536045983434,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734,0.8325843815233089
1,0.020571584865868933,0.00032015821775745537,2.7901602829806507,0.014401213972210449,9.999999999999159e-07,1.8873510877167217,1.8873510877147937,1.887351087712396,1.8873510877089796,1.8873510877038455,1.8873510876958992,1.8873510876833435,1.8873510876632025,1.8873510876305295,1.8873510875769277,1.887351087487105,1.8873510873285824,1.8873510870136423,1.8873510862002116,1.887351081543085,1.0000062141632695e-06,0.28175452513038796,0.4340437827851276,0.5310648054088727,0.5987795940597403,0.6489243261250373,0.6876468540115586,0.7185008534575754,0.7436920465997287,0.7646657176048576,0.7824102432036977,0.7976253809133362,0.8108209837033928,0.8223776387597931,0.8325843815233089
2,0.021293492255680564,0.00032005612093457224,2.767194502055645,0.014985889988277719,2.097999999999987e-05,1.8874087637587453,1.8874087887848394,1.8874087949226916,1.8874087996393056,1.8874088024984519,1.887408803185864,1.887408800850259,1.8874087928324956,1.8874087732160676,1.8874087334940342,1.8874086690303418,1.8874085899486819,1.8874085222270542,1.8874084838877911,1.8874083925937284,2.1991749446468392e-05,0.2817755259393125,0.43406478543353105,0.5310858094518969,0.5988005990141569,0.6489453314567605,0.6876678590443093,0.7185218571154531,0.7437130468681,0.7646867107027793,0.7824312228781333,0.7976463390395988,0.810841913676425,0.8223985402132057,0.8325843815233089
3,0.02006090486449144,0.0003198605667985195,0.05571451201103628,0.014177974449804636,4.095999999999993e-05,1.8875212503334016,1.8875212956430059,1.8875212891055193,1.8875212416016482,1.8875211497806363,1.8875209974238567,1.887520753747018,1.8875203703297883,1.8875197877628933,1.8875189748647343,1.887518014756636,1.887517171375632,1.8875167781386548,1.8875169424268754,1.8875170780129131,6.292262936080089e-05,0.28181646196120225,0.43410570949263233,0.5311267101688397,0.5988414623442495,0.6489861376774974,0.6877085785826985,0.7185624445609382,0.7437534333890817,0.7647267981185767,0.7824708898860796,0.7976854794224209,0.8108805193593792,0.8224367886773787,0.8325843815233089
4,0.018528523437068407,0.00031958001832411244,0.055785778909921646,0.013255504707752932,6.0939999999999996e-05,1.887688272227046,1.8876881214319547,1.8876877781417225,1.8876872626124201,1.8876865575585684,1.8876856051332713,1.8876843057429664,1.8876825219481275,1.8876801252663098,1.8876771465706832,1.887674032025714,1.8876717394302687,1.8876712320062667,1.8876725709528726,1.887673785697487,0.0001236688002149058,0.2818771163572115,0.43416622509531483,0.5311870441857073,0.5989015605861436,0.6490459253500555,0.6877679476326398,0.7186212363897706,0.743811419243181,0.7647836698583338,0.7825262968439552,0.7977391716042598,0.8109326174547157,0.8224880193627001,0.8325843815233089
5,0.021060393701117123,0.00031920162302116604,0.055609971983358264,0.014689438599190736,8.091999999999984e-05,1.8879104013519354,1.8879101419787916,1.8879095507409096,1.8879086437319599,1.8879073994184812,1.8879057289923162,1.8879034741981688,1.8879004192526785,1.88789637781191,1.8878914508880547,1.887886441273563,1.8878829610822694,1.8878825276863433,1.8878850890982262,1.8878872674858607,0.0002044750207401684,0.28195786523052185,0.43424686479845326,0.5312675293458257,0.5989818366537909,0.6491259196698054,0.6878475569882373,0.7187003102117311,0.7438897408696394,0.7648609483835691,0.7826022043487518,0.7978134833523344,0.8110054707239314,0.8225601247640679,0.8325843815233089
6,0.02042086219739586,0.0003187314914464572,0.05536791495978832,0.014422948333465016,0.0001008999999999999,1.8881876540419276,1.8881872390213084,1.8881863502925709,1.8881849708215923,1.8881830625144955,1.8881804872339667,1.888176998963427,1.888172260433358,1.8881659775191448,1.8881583027727078,1.8881504917157843,1.8881450823251142,1.8881444619354553,1.8881485312665272,1.8881520493665096,0.00030532125615851817,0.2820586403897777,0.43434750932332494,0.5313679897653064,0.5990820455961855,0.6492257853982424,0.6879469473364554,0.7187990296303381,0.7439875025585004,0.7649573561036969,0.7826967897655284,0.7979058854959212,0.8110958041560838,0.8226493206527152,0.8325843815233089
7,0.016991238896159205,0.00031819841125436564,0.05488494713790715,0.012208222960103389,0.00012087999999999997,1.888518018407664,1.8885168486230737,1.8885147364289605,1.8885117011010273,1.8885076430378473,1.8885023139434767,1.888495324230201,1.8884862237505202,1.8884748219923602,1.8884619345390952,1.888450311454218,1.8884443317072694,1.8884470532168849,1.8884568443931575,1.8884643942760049,0.0004253675803702872,0.2821783535131083,0.43446671352124533,0.5314865412334719,0.5991997536334085,0.6493423889906276,0.6880620799718581,0.7189121746505139,0.7440979547948157,0.7650642420698436,0.7827992649469657,0.7980036556353431,0.8111898872082189,0.8227424014475276,0.8325843815233089
8,0.018710223353082197,0.0003175751252766521,0.054720963118597865,0.013060141169835688,0.00014085999999999992,1.8889024934120047,1.8888998614309442,1.8888962433899514,1.8888913317510816,1.8888849349490064,1.8888767027505642,1.8888661596741008,1.8888528701183924,1.8888369532208478,1.8888201065595016,1.8888065857409417,1.8888021487533098,1.8888097531224026,1.8888258454514686,1.8888373369967475,0.0005650354179256409,0.28231742461755893,0.434605163119574,0.5316242411799983,0.5993365146377333,0.649477944421634,0.6881960581151582,0.7190440643390155,0.7442270838109144,0.7651898240008294,0.7829206302664873,0.7981207885453577,0.8113041200061786,0.822856562320632,0.8325843815233089
9,0.017393432202702726,0.0003168857107128127,0.05501009710133076,0.012435077510329106,0.00016083999999999998,1.8893404506442903,1.8893354092568786,1.8893294827593545,1.8893217702721925,1.889311860746615,1.8892992153310644,1.8892832246529554,1.8892635164002107,1.8892407908411886,1.889218266513638,1.8892026143082106,1.889201493579903,1.8892171518510765,1.889242715742084,1.8892598373870815,0.0007240406402903158,0.28247546236273097,0.4347622561784614,0.5317802058328389,0.5994910620664534,0.6496306608117142,0.6883463649307122,0.7191911697303601,0.7443699583173177,0.7653272929889767,0.7830517649303428,0.7982457533820646,0.8114251628522609,0.8229780378190159,0.8325843815233089
10,0.020221733775512243,0.0003160939861348,0.05291987187229097,0.014097145328597627,0.00018081999999999983,1.889833428129907,1.8898269414490796,1.8898193807144463,1.8898094969767383,1.8897967304589556,1.8897803994657139,1.8897597963704407,1.8897346204450547,1.8897060982222795,1.8896788051620392,1.8896615503323042,1.8896636389130577,1.8896866099654541,1.8897205783005773,1.8897424361387747,0.0009030908750859053,0.28265392817775603,0.43494000807839545,0.5319570636673042,0.599666755354152,0.6498048108350003,0.6885184481096431,0.719360471453469,0.7445355475224098,0.7654881018682195,0.7832069401276707,0.798395426327305,0.8115713589807928,0.8231246992281033,0.8325843815233089
11,0.019971016249865924,0.00031522010758169275,0.054888400016352534,0.01417930023264527,0.0002007999999999999,1.8903824986565512,1.890374783929794,1.890365673919192,1.8903535866641588,1.8903377805547763,1.890317380654605,1.8902914968724112,1.8902597750405044,1.8902238380256333,1.8901896133907434,1.8901683815040642,1.890171795793361,1.8902012977603606,1.8902439640308735,1.890271049821457,0.0011025237464191162,0.28285286252771336,0.43513823834320714,0.532154375244737,0.5998628328164665,0.6499992144237178,0.6887105638722587,0.7195494433081268,0.7447202207233565,0.7656670724124923,0.7833789225442706,0.7985601855387825,0.8117309690531038,0.8232838470321284,0.8325843815233089
12,0.018606566383335438,0.00031427321480746875,0.054497790057212114,0.013219486812539974,0.00022077999999999996,1.8909860590188323,1.8909767241302853,1.8909653044177963,1.8909501720342845,1.8909304470357098,1.8909050508376073,1.8908729074522603,1.8908336551292768,1.8907894677448955,1.8907479451618565,1.8907232427151914,1.8907294793387497,1.8907674905046912,1.890820490875396,1.8908533468472195,0.001321665723127215,0.28307133923694294,0.43535572167421227,0.5323706227985553,0.6000774936351096,0.6502117940076342,0.68892036562814,0.7197554926930665,0.7449212061017275,0.7658614147953633,0.7835652238224903,0.7987383325732959,0.8119035729049896,0.8234564651499982,0.8325843815233089
13,0.018461033577291293,0.0003132483165009483,0.05504273297265172,0.01305877499904312,0.0002407599999999999,1.8916432077482266,1.8916325391390691,1.8916182904052128,1.8915994548415012,1.89157507245331,1.8915439171265647,1.8915048410423188,1.8914576809382686,1.8914054773399849,1.8913578536437816,1.8913319484957434,1.8913438547624914,1.891392861776403,1.8914576943582386,1.891496795410721,0.0015602156304416418,0.28330933461338487,0.4355925386238539,0.5326059831957756,0.6003110079295058,0.6504429282707994,0.6891483868133567,0.7199794003435139,0.7451396891946447,0.766072954219464,0.783768597404873,0.7989337810490618,0.8120942122014558,0.8236482603475965,0.8325843815233089
14,0.02301432337545875,0.00031210496607570804,0.056009185034781694,0.01571767842642949,0.00026074,1.8923589353429806,1.8923483198886284,1.8923330839523456,1.8923126016187353,1.892285860436443,1.8922514704323898,1.8922081561466475,1.8921558250093902,1.89209813067508,1.892046300201508,1.8920199441713454,1.8920368498558646,1.8920950669252223,1.8921695882274485,1.892213534667377,0.0018202653493956924,0.28356941699547256,0.43585212588694355,0.5328648661492016,0.6005688817987509,0.6506993592291335,0.6894027574407279,0.72023084152286,0.7453870365619304,0.7663148445252402,0.7840039286936509,0.799162712388497,0.8123192816349276,0.8238742912488133,0.8325843815233089
15,0.019563333812956083,0.0003108973620221265,0.054601534036919475,0.01396776791555682,0.00028071999999999993,1.8931310228198739,1.8931193884518762,1.8931026267561413,1.8930799849336564,1.8930502805553986,1.893011838734845,1.8929631011121137,1.8929038548702348,1.8928381837853783,1.8927788925967197,1.8927484438773752,1.8927671751793544,1.8928327488446073,1.8929165867997084,1.892965510746244,0.0021007677451580597,0.28384955953606406,0.436131592068481,0.5331434339388306,0.6008462058247501,0.6509749326174249,0.6896758411105871,0.7205003714020269,0.7456515471837091,0.7665725390072489,0.7842531736497051,0.7994032353333473,0.8125536777375345,0.8241082430937376,0.8325843815233089
16,0.021085073713649954,0.0003095867084628641,0.05489354394376278,0.014476029024304782,0.0003007,1.8939597472528038,1.8939465658679997,1.8939289686693142,1.893905348889575,1.8938742890405718,1.8938338722180876,1.8937823248507866,1.8937193544613968,1.8936493984729603,1.8935864994310196,1.893555281515319,1.893577847766213,1.8936512071906069,1.8937437137500839,1.8937969154792353,0.002401882958463717,0.28415023475135304,0.43643188701887886,0.533443264072127,0.6011453555292375,0.6512730469342937,0.6899723698992402,0.7207944880920746,0.7459420772669049,0.766858012272435,0.7845322450443794,0.7996757085527418,0.8128217562909414,0.8243766194167556,0.8325843815233089
17,0.019797477395316357,0.00030820519811409586,0.05365783395245671,0.013934973655217663,0.00032068000000000005,1.8948436013585432,1.8948286790737727,1.8948106568676804,1.8947864425624752,1.894754229274789,1.894711805879936,1.894657148557604,1.894589854427662,1.894514712094188,1.8944470883578794,1.8944140088032915,1.894439679133107,1.8945206517411575,1.8946220903891955,1.8946797385968668,0.002722975037557836,0.2844708796257515,0.43675225373903664,0.5337632596061598,0.6014647203315459,0.6515913669077955,0.6902890210977238,0.7211085497584189,0.7462522517182318,0.7671626718787232,0.7848298710594838,0.7999659919071733,0.8131069859888357,0.8246618429306717,0.8325843815233089
18,0.01993959016191446,0.0003067484153492299,0.0541261110920459,0.014006803578489877,0.00034066,1.895782784107352,1.895765940765498,1.8957476936927875,1.8957231918102113,1.8956901846747536,1.8956461671644838,1.8955888863394523,1.8955178524835727,1.8954382100092069,1.8953666031024647,1.89533232691615,1.8953614908068868,1.8954500389175415,1.8955599629945907,1.8956214080267966,0.003064183379017629,0.28481161062003335,0.4370927808352579,0.534103522289576,0.6018044822293476,0.6519302401965338,0.6906264156132105,0.721443588880942,0.7465836921575281,0.7674889431052342,0.7851494931546925,0.8002786437060937,0.813414868374181,0.8249698369337816,0.8325843815233089
19,0.023293512511138627,0.0003051776794438095,0.05478844908066094,0.016011348526833447,0.00036063999999999996,1.8967813434229301,1.896765451507008,1.8967499354794808,1.8967283201902323,1.896697933041392,1.8966559978499011,1.8965999953651436,1.8965291756698401,1.896448676495667,1.8963758789432257,1.8963417530272497,1.8963739205996897,1.896467810333858,1.8965828978485886,1.8966454112626354,0.003427283521702679,0.2851754409866805,0.4374574948261969,0.5344691400632874,0.6021708616379194,0.6522971096080454,0.6909933156195979,0.7218097699760301,0.7469480097695298,0.7678498733085853,0.7855055211845697,0.8006292412051188,0.8137616690548618,0.8253167255130427,0.8325843815233089
