iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8
0,0.052939664943929314,0.01543345816443953,0.08521079202182591,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.05371923538884719,0.015433414054760479,0.043479459010995924,0.036770399695326896,9.999999999992654e-07,1.2500022366058523,1.2500022366052896,1.25000223660463,1.2500022366037962,1.2500022366026697,1.2500022366010233,1.2500022365983297,1.2500022365930106,1.2500022365771795
2,0.05099199563880844,0.01542457523689125,0.04439420800190419,0.035213661660486534,0.0002009799999999999,1.2504512210763055,1.2504509192690703,1.2504507790102377,1.2504506525402919,1.2504505326373956,1.2504504225827442,1.2504503238554094,1.2504502362786567,1.250450157679632
3,0.05182428828512251,0.015406947141839166,0.002325749956071377,0.03572234100268014,0.0004009599999999988,1.2513472064853743,1.2513467343338214,1.2513464275953656,1.2513461056936876,1.2513457915153576,1.251345501219495,1.2513452398966023,1.2513450069564855,1.2513447958799908
4,0.05388049178736799,0.015380526417933006,0.0020704170456156135,0.0366648925202626,0.0006009399999999995,1.2526921268487394,1.2526914333869372,1.2526910304484573,1.2526906852308777,1.25269035833208,1.2526900513980215,1.2526897679297713,1.2526895081333558,1.252689262616141
5,0.05002388808705849,0.015345499024649828,0.0020295410067774355,0.03450318454451973,0.0008009199999999984,1.2544824559027228,1.25448064605473,1.254479352827494,1.254478390793468,1.2544776071161128,1.2544769436216547,1.254476374064093,1.2544758813773729,1.2544754396391158
6,0.05381136692205194,0.015301767412578497,0.0020609580096788704,0.0368623196597719,0.001000899999999999,1.2567255483413644,1.2567225408341005,1.2567200441196367,1.256718342771292,1.2567170918906458,1.2567161142083259,1.2567153241445936,1.2567146730222054,1.25671411002437
7,0.05281907681107578,0.015249481560497425,0.002250791003461927,0.03608852926990713,0.0012008799999999997,1.2594204622957654,1.259415062178407,1.2594109230279726,1.2594082634340373,1.259406429187383,1.259405080148898,1.2594040518085843,1.2594032537617394,1.2594026030342698
8,0.051083243497062905,0.01518878250351498,0.002178166003432125,0.03613821743911206,0.0014008600000000003,1.2625695974464624,1.2625592583796248,1.262552152555046,1.262547644947073,1.2625445306694514,1.2625422230264318,1.2625404362663988,1.2625390133422412,1.2625378220241232
9,0.052464116182544755,0.01511971512710651,0.002113041002303362,0.035606349141082724,0.0016008399999999992,1.266169565434723,1.266156127238422,1.2661470906662657,1.2661415848062512,1.2661378985387821,1.2661352291694004,1.2661331921063015,1.2661315798944102,1.2661302219181165
