iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1
0,0.15221193413955214,0.0810432401699086,0.07895400002598763,,,1.2500000000000002,1.2500000000000002
1,0.15478151635147258,0.08104309970823763,0.04064958298113197,0.08698365816107818,9.999999999999159e-07,1.250002236085735,1.2500022360851353
2,0.1515966107617649,0.08104015380769235,0.040890625037718564,0.08696650252592174,2.097999999999987e-05,1.2500491517971666,1.2500491161706677
3,0.14251762907843352,0.08103441474867365,0.0009685420081950724,0.08216512964313921,4.095999999999993e-05,1.2501405305690223,1.2501404804505496
4,0.14679614258678342,0.08102587173236206,0.0009685420081950724,0.08479423766260931,6.0939999999999996e-05,1.250276536023409,1.2502765352605083
5,0.14581545372667476,0.08101452559112153,0.000922334031201899,0.08508162919197634,8.091999999999984e-05,1.2504572193482053,1.2504572360336945
6,0.14858572432526684,0.08100037121964784,0.0009103750344365835,0.0856062187154807,0.0001008999999999999,1.2506826545158929,1.2506827224650672
7,0.15151302018435028,0.08098341833191024,0.0009215829777531326,0.08410488236993946,0.00012087999999999997,1.2509526017656374,1.250952994236037
8,0.144502152624668,0.08096368467998405,0.0008776669856160879,0.08356094899838819,0.00014085999999999992,1.2512670086112934,1.2512675959024646
9,0.14922744852267508,0.08094113262709608,0.0008277909946627915,0.08658003102768942,0.00016083999999999998,1.2516265685140184,1.2516271144666202
10,0.15076785970151893,0.08091577605194931,0.0008587500196881592,0.08539650997140279,0.00018081999999999983,1.2520309768515245,1.2520315191715543
11,0.14745969435368253,0.0808876184690477,0.0009380410192534328,0.08523421875343709,0.0002007999999999999,1.252480201385315,1.2524808415598419
12,0.14851226661897093,0.08085670200013166,0.0008867919677868485,0.08326895675494271,0.00022077999999999996,1.2529736185159024,1.2529744821991158
13,0.14385844053383792,0.08082302345168554,0.0010021249763667583,0.08363713629335418,0.0002407599999999999,1.2535114263544713,1.253512470107511
14,0.14738459879954952,0.08078658831256984,0.0008591670193709433,0.08277657517469521,0.00026074,1.2540932546020647,1.2540951703247947
15,0.15250982799932866,0.08074733278891433,0.0008842080133035779,0.08615319644847697,0.00028071999999999993,1.2547207501765156,1.2547230901021742
16,0.14616254512076066,0.08070531942940767,0.0008362090447917581,0.08349328725920549,0.0003007,1.2553925723086996,1.2553957713384627
17,0.15482194613584743,0.08066048437587486,0.000840082997456193,0.08575965452815654,0.00032068000000000005,1.256109981210649,1.2561141677644152
18,0.1480890890004822,0.080612904979082,0.0010306669864803553,0.0842649641787771,0.00034066,1.2568722259587846,1.256876716936336
19,0.14848026508120934,0.08056257298456777,0.0009575419826433063,0.08441064789122543,0.00036063999999999996,1.2576794257401789,1.2576837761761572
20,0.14721481655241925,0.08050947135123032,0.000935999967623502,0.08476404860609092,0.0003806199999999999,1.2585318337549758,1.258535865120673
21,0.1417632960728652,0.08045370812055919,0.0009321249672211707,0.08237230458747191,0.0004006,1.2594278441917959,1.2594313453676294
22,0.15259297599505436,0.08039507145432784,0.0009341249824501574,0.08685341816868866,0.00042057999999999993,1.2603708115414203,1.260373922999749
23,0.1499502872946251,0.0803337098205771,0.0008732500136829913,0.08365322993490881,0.0004405599999999999,1.2613581824357414,1.2613616572085844
24,0.14964915410750365,0.08026952837476838,0.0009783750283531845,0.08564727782095392,0.00046053999999999995,1.262391687747085,1.2623961324482023
25,0.15007599140655625,0.08020268092624067,0.0009084579651243985,0.0829286231824048,0.0004805199999999999,1.2634689901762506,1.2634750077790673
26,0.14316357345031402,0.08013323430024331,0.0008600829751230776,0.0823998441711284,0.0005005,1.2645898774053186,1.2645965624091833
27,0.14806549157265905,0.08006104647297502,0.0010055419988930225,0.08433466319099871,0.00052048,1.2657562872899129,1.2657637778558428
28,0.14890268974807874,0.07998611322211177,0.001155459030997008,0.08517696633953409,0.00054046,1.26696926370722,1.266975998153496
29,0.15293826073983344,0.07990823070821518,0.0009959170129150152,0.08824534304451817,0.00056044,1.2682319140769225,1.268237081814964
30,0.1478462450309612,0.07982774485060959,0.0008424170082435012,0.0831505136084231,0.0005804199999999999,1.2695384633233113,1.2695419668874677
31,0.15053394628878003,0.07974442863496387,0.0009342089761048555,0.08646007408353514,0.0006004,1.2708928767819623,1.2708943974566964
32,0.15339869141484566,0.07965823090015327,0.0008881670073606074,0.08772317954321404,0.00062038,1.2722966486299607,1.2722948879293976
33,0.14769096015552122,0.07956939095744482,0.0008505000150762498,0.08440006303476223,0.00064036,1.2737454417124265,1.2737404247652502
34,0.1460130888355423,0.07947799630802176,0.0008667499641887844,0.08361596623862844,0.00066034,1.2752384573422462,1.2752292966294156
35,0.1515150769123445,0.07938384734227431,0.0009925829945132136,0.08614335221321007,0.0006803200000000001,1.2767792829826419,1.2767648146375992
36,0.15267129939017368,0.07928697025092099,0.0008190409862436354,0.08602507956631138,0.0007003,1.278367726918963,1.2783467350906308
37,0.14592005926919166,0.07918758328994166,0.0008972079958766699,0.08365565041860218,0.00072028,1.2800003782499114,1.2799717468682978
38,0.14569226671804586,0.07908559453815774,0.0009655829635448754,0.08451122205081278,0.00074026,1.281678691460745,1.2816418501965041
39,0.14255285027413342,0.07898124580703508,0.000916499993763864,0.08179174901514187,0.00076024,1.2833985328008126,1.2833536900976175
40,0.14668366095681487,0.07887439213174609,0.0008562920265831053,0.08382977184770168,0.0007802200000000001,1.2851638187974797,1.2851084358232265
41,0.15270513709108646,0.07876470744462823,0.0009420830174349248,0.0869351436178434,0.0008002,1.2869797317453833,1.2869121598223052
42,0.14902958249410916,0.07865242804426588,0.0008935829973779619,0.084436434251838,0.00082018,1.2888417154359282,1.28876219312465
