K,eps_idx,eps,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,0.1,0.1,62.566756790589956,0.179298862,62.566756790589956
1.0,1.0,0.21544346900318834,0.1,63.135186587877484,0.17314296,63.135186587877484
1.0,2.0,0.46415888336127786,0.1,63.98797954960727,0.210413273,63.98797954960727
1.0,3.0,1.0,0.1,65.73626851361804,0.171395651,65.73626851361804
1.0,4.0,2.1544346900318834,0.1,69.46430826936655,0.174328114,69.46430826936655
1.0,5.0,4.6415888336127775,0.1,77.41118769969388,0.172173409,77.41118769969388
1.0,6.0,10.0,0.1,85.89567257083604,0.171282626,85.89567257083604
2.0,0.0,0.1,0.1,46.450724985774656,0.288937282,46.450724985774656
2.0,1.0,0.21544346900318834,0.1,46.97697805469137,0.318887871,46.97697805469137
2.0,2.0,0.46415888336127786,0.1,47.67942394388044,0.277287945,47.67942394388044
2.0,3.0,1.0,0.1,48.98766048432443,0.352060028,48.98766048432443
2.0,4.0,2.1544346900318834,0.1,51.73696593178384,0.327231223,51.73696593178384
2.0,5.0,4.6415888336127775,0.1,57.6282373478204,0.299788154,57.6282373478204
2.0,6.0,10.0,0.1,69.71975488001806,0.305663146,69.71975488001806
3.0,0.0,0.1,0.1,37.374855172402086,0.448218627,37.374855172402086
3.0,1.0,0.21544346900318834,0.1,37.75530490533719,0.455512153,37.75530490533719
3.0,2.0,0.46415888336127786,0.1,38.352314061716676,0.444003623,38.352314061716676
3.0,3.0,1.0,0.1,39.340256208608125,0.520127658,39.340256208608125
3.0,4.0,2.1544346900318834,0.1,41.38668814349183,0.49892331,41.38668814349183
3.0,5.0,4.6415888336127775,0.1,45.760080222507504,0.486299609,45.760080222507504
3.0,6.0,10.0,0.1,55.1652631397765,0.527347034,55.1652631397765
4.0,0.0,0.1,0.1,30.8261528450715,0.584173395,30.8261528450715
4.0,1.0,0.21544346900318834,0.1,31.10914342887977,0.612198594,31.10914342887977
4.0,2.0,0.46415888336127786,0.1,31.71724778687528,0.759196615,31.71724778687528
4.0,3.0,1.0,0.1,32.59778423830682,0.696702248,32.59778423830682
4.0,4.0,2.1544346900318834,0.1,34.210777227846656,0.632308093,34.210777227846656
4.0,5.0,4.6415888336127775,0.1,37.593301193412465,0.647039761,37.593301193412465
4.0,6.0,10.0,0.1,44.83874863926308,0.671930163,44.83874863926308
5.0,0.0,0.1,0.1,27.28423115573248,0.846894451,27.28423115573248
5.0,1.0,0.21544346900318834,0.1,27.50264930996892,0.910472376,27.50264930996892
5.0,2.0,0.46415888336127786,0.1,27.973217062334182,0.84617746,27.973217062334182
5.0,3.0,1.0,0.1,28.69290860492182,0.939230605,28.69290860492182
5.0,4.0,2.1544346900318834,0.1,29.963540024340247,1.026069881,29.963540024340247
5.0,5.0,4.6415888336127775,0.1,32.61715918106104,0.985718998,32.61715918106104
5.0,6.0,10.0,0.1,38.29701616549621,0.900070065,38.29701616549621
6.0,0.0,0.1,0.1,23.807608969288218,1.268773918,23.807608969288218
6.0,1.0,0.21544346900318834,0.1,23.98163810912573,1.352276515,23.98163810912573
6.0,2.0,0.46415888336127786,0.1,24.35657255314706,1.282230285,24.35657255314706
6.0,3.0,1.0,0.1,25.027914403466173,1.330497351,25.027914403466173
6.0,4.0,2.1544346900318834,0.1,26.086807531595966,1.397584143,26.086807531595966
6.0,5.0,4.6415888336127775,0.1,28.250763980530596,1.374372666,28.250763980530596
6.0,6.0,10.0,0.1,32.864276130912046,1.340155282,32.864276130912046
7.0,0.0,0.1,0.1,21.02434226480997,1.787729359,21.02434226480997
7.0,1.0,0.21544346900318834,0.1,21.16609762775578,1.809765928,21.16609762775578
7.0,2.0,0.46415888336127786,0.1,21.471500155530446,1.821753002,21.471500155530446
7.0,3.0,1.0,0.1,22.086877106259582,1.789020865,22.086877106259582
7.0,4.0,2.1544346900318834,0.1,22.99820300475543,1.8089345479999999,22.99820300475543
7.0,5.0,4.6415888336127775,0.1,24.795214337743918,1.701993782,24.795214337743918
7.0,6.0,10.0,0.1,28.603180552675507,1.734455174,28.603180552675507
8.0,0.0,0.1,0.1,19.22552140745539,2.450412094,19.22552140745539
8.0,1.0,0.21544346900318834,0.1,19.343077688363397,2.438730357,19.343077688363397
8.0,2.0,0.46415888336127786,0.1,19.596345024332127,2.624541325,19.596345024332127
8.0,3.0,1.0,0.1,20.14185336977689,2.665906692,20.14185336977689
8.0,4.0,2.1544346900318834,0.1,20.97215310173792,2.347281417,20.97215310173792
8.0,5.0,4.6415888336127775,0.1,22.49288250704731,2.401569032,22.49288250704731
8.0,6.0,10.0,0.1,25.682515027081607,2.459352965,25.682515027081607
9.0,0.0,0.1,0.1,17.906042416700416,3.4876792119999998,17.906042416700416
9.0,1.0,0.21544346900318834,0.1,18.005138183438927,3.400928993,18.005138183438927
9.0,2.0,0.46415888336127786,0.1,18.218633571464597,3.378367128,18.218633571464597
9.0,3.0,1.0,0.1,18.67859550410384,3.659628025,18.67859550410384
9.0,4.0,2.1544346900318834,0.1,19.443953996006925,3.30206075,19.443953996006925
9.0,5.0,4.6415888336127775,0.1,20.749658297854303,3.6263042,20.749658297854303
9.0,6.0,10.0,0.1,23.46103163895062,3.5274418,23.46103163895062
10.0,0.0,0.1,0.1,15.610809611866143,4.388335475,15.610809611866143
10.0,1.0,0.21544346900318834,0.1,15.695695027821664,4.540935259,15.695695027821664
10.0,2.0,0.46415888336127786,0.1,15.878575093609962,4.5832082960000005,15.878575093609962
10.0,3.0,1.0,0.1,16.27257822814557,4.353391097,16.27257822814557
10.0,4.0,2.1544346900318834,0.1,16.99998984449016,4.21054763,16.99998984449016
10.0,5.0,4.6415888336127775,0.1,18.15535096386393,4.386995054,18.15535096386393
10.0,6.0,10.0,0.1,20.51193774675389,4.549158983,20.51193774675389
11.0,0.0,0.1,0.1,15.200526419563573,5.666747312,15.200526419563573
11.0,1.0,0.21544346900318834,0.1,15.273629521000357,5.114137387,15.273629521000357
11.0,2.0,0.46415888336127786,0.1,15.431125242750445,5.191796234,15.431125242750445
11.0,3.0,1.0,0.1,15.77043958710899,4.908199624,15.77043958710899
11.0,4.0,2.1544346900318834,0.1,16.487381895552684,4.967594361,16.487381895552684
