i,K,obj_val
0.0,1.0,0.26728581952687236
0.0,2.0,0.24541270394720702
0.0,3.0,0.2237645695342337
0.0,4.0,0.20240513616471492
0.0,5.0,0.18244782533744294
0.0,6.0,0.1646219574886166
0.0,7.0,0.14918657663111748
0.0,8.0,0.13608967071175201
0.0,9.0,0.1251064462044044
0.0,10.0,0.11593763447390812
0.0,11.0,0.10827293957283238
0.0,12.0,0.10182606437241429
0.0,13.0,0.09634992737504464
0.0,14.0,0.09164008447564884
0.0,15.0,0.08753211684208992
0.0,16.0,0.08389650648235894
0.0,17.0,0.08063290331506637
0.0,18.0,0.07766469111329818
0.0,19.0,0.07493420865690922
0.0,20.0,0.0723987054137705
0.0,21.0,0.07002698739371174
0.0,22.0,0.06779666492011019
0.0,23.0,0.06569190849997916
0.0,24.0,0.06370162952204403
1.0,1.0,0.25456697852030036
1.0,2.0,0.23296737364189518
1.0,3.0,0.2114343096341464
1.0,4.0,0.19028341839448493
1.0,5.0,0.17065267617238827
1.0,6.0,0.1532179381254657
1.0,7.0,0.13818891868521954
1.0,8.0,0.12547419902884338
1.0,9.0,0.11481929945708597
1.0,10.0,0.10590644057642207
1.0,11.0,0.09841761267001031
1.0,12.0,0.09206770189287578
1.0,13.0,0.08661730502022624
1.0,14.0,0.08187380963484542
1.0,15.0,0.07768674233241674
1.0,16.0,0.07394099365936885
1.0,17.0,0.07054983681033289
1.0,18.0,0.0674486247925245
1.0,19.0,0.06458948173484957
1.0,20.0,0.061937017913206716
1.0,21.0,0.05946497052466787
1.0,22.0,0.057153627837021104
1.0,23.0,0.054987890480810486
1.0,24.0,0.05295583754890021
2.0,1.0,0.26412747885496995
2.0,2.0,0.24111548525715504
2.0,3.0,0.21748226605816046
2.0,4.0,0.1944618065069888
2.0,5.0,0.17337504311120433
2.0,6.0,0.15490489669793128
2.0,7.0,0.1392110402072167
2.0,8.0,0.12612349697594744
2.0,9.0,0.11530414262077959
2.0,10.0,0.10636102424172222
2.0,11.0,0.09891673674131124
2.0,12.0,0.09264173109056373
2.0,13.0,0.08726531055108722
2.0,14.0,0.08257442972574291
2.0,15.0,0.07840688246931748
2.0,16.0,0.07464263839592411
2.0,17.0,0.07119524086122486
2.0,18.0,0.06800410883726521
2.0,19.0,0.06502801877206127
2.0,20.0,0.06223976995630781
2.0,21.0,0.05962192300103253
2.0,22.0,0.057163466751892544
2.0,23.0,0.054857270835313054
2.0,24.0,0.05269819635084816
3.0,1.0,0.2830146406364777
3.0,2.0,0.2604188894429397
3.0,3.0,0.2377393056655126
3.0,4.0,0.2154348530826251
3.0,5.0,0.19469430745577948
3.0,6.0,0.1762057844283531
3.0,7.0,0.16017601305570667
3.0,8.0,0.146506199641471
3.0,9.0,0.13493564962097232
3.0,10.0,0.12514321696631686
3.0,11.0,0.11680988911749712
3.0,12.0,0.10965082923596514
3.0,13.0,0.10342732856087439
3.0,14.0,0.09794745265225441
3.0,15.0,0.09306129526407991
3.0,16.0,0.08865428603128833
3.0,17.0,0.08464033297906526
3.0,18.0,0.08095560094781235
3.0,19.0,0.07755320514207753
3.0,20.0,0.07439884636623723
3.0,21.0,0.07146730715142097
3.0,22.0,0.06873969343406933
3.0,23.0,0.06620130528727425
3.0,24.0,0.06384003217321316
4.0,1.0,0.26955680874145016
4.0,2.0,0.2462218244454888
4.0,3.0,0.2228117666634416
4.0,4.0,0.20014280485051084
4.0,5.0,0.1794663178578958
4.0,6.0,0.16142301608937648
4.0,7.0,0.14613909091182586
4.0,8.0,0.13342866522250846
4.0,9.0,0.12295246084536526
4.0,10.0,0.11432583440171867
4.0,11.0,0.10718178740696849
4.0,12.0,0.10120069004242993
4.0,13.0,0.09611932815830421
4.0,14.0,0.09172898060939322
4.0,15.0,0.08786869371985173
4.0,16.0,0.08441716807268135
4.0,17.0,0.0812849161422795
4.0,18.0,0.07840735784310127
