K,mean,worst,cvar_0.01,cvar_0.05,cvar_0.1
1,0.2792105216025807,0.34727988128103027,0.3466699160869916,0.32965657086936806,0.32004060854320115
2,0.25614806974569654,0.3211682333876082,0.32071785688696597,0.30353337581746986,0.29441294159841325
3,0.23307097232757282,0.29539820277446976,0.2942479846970748,0.2770383331941693,0.2685633358127303
4,0.21055706705030425,0.2699957171142639,0.2682884388882501,0.25140106452339783,0.24393117449304436
5,0.18981466551761308,0.2463424425028325,0.24423295914367651,0.2285403081532551,0.22144524008847272
6,0.17151518200580287,0.22517403482348586,0.22282076882406082,0.20873183285084665,0.20174898261883528
7,0.15582605107407016,0.20669972167125977,0.20423544394613824,0.19165376836578296,0.18487952916456898
8,0.14260151715666244,0.1907978304202183,0.18835434368796622,0.1772653248652766,0.17084278007613776
9,0.13153753430764012,0.17717628399914087,0.17501399274231522,0.16508768906784257,0.15908322625923216
10,0.12227805356106206,0.16548475007423075,0.1636216521911819,0.1549867984228326,0.14929806606188595
11,0.11447843635499087,0.1553808723003574,0.15427987645394786,0.1463377108561768,0.14096539085861295
12,0.10783646375820677,0.1465621763656439,0.14615278351677768,0.13884482024052808,0.13375187180090398
13,0.10210260733975254,0.1391724349676919,0.1389745156828096,0.1322656138830812,0.12741288441241277
14,0.09707895777698355,0.1332845558561315,0.13255308594901216,0.12652235701642087,0.1217580954427939
15,0.09261298723710562,0.12794037643001474,0.12673938121205236,0.12139149287376341,0.11665559399965073
16,0.0885896717426027,0.12303570530172722,0.12154067971275913,0.11670066323144986,0.11204871518841705
17,0.08492375044887776,0.118494336272602,0.11729459406159982,0.11240263501375158,0.1078530327235443
18,0.08155288422037253,0.11426149655830933,0.11333180753803322,0.10840873637000085,0.10396179392924251
19,0.07843194308105743,0.11029829292838347,0.10961317763773658,0.10467869462082698,0.10034685603891022
20,0.07552839985089278,0.10657720005092966,0.10611121930189403,0.10118529614582523,0.09698765621098773
21,0.07281870542360598,0.10307850160232954,0.10280668415419268,0.09790427041661524,0.09384098585494956
22,0.0702854939222088,0.09978755192785302,0.09968587897564592,0.09482138430855655,0.09088547172561184
23,0.0679154721004125,0.09678447584590516,0.09673860111089334,0.09192549380706068,0.08812217258599819
24,0.06569786557598833,0.09412923116675748,0.09395658786066814,0.08920700920788929,0.08554854514929848
