iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9
0,0.034113060686821475,0.0029308002073408996,0.11713241698453203,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081
1,0.033849844177348716,0.0029307775408876375,0.07767779199639335,0.02606018759355998,9.999999999992654e-07,1.2500022366052108,1.250002236604548,1.2500022366034025,1.2500022366013872,1.2500022365977874,1.2500022365912846,1.2500022365791879,1.2500022365546117,1.250002236491321,1.2500022361381782,1.0002395885024216e-06,0.281754525364247,0.4340437830189046,0.5310648056424881,0.5987795942930145,0.6489243263575573,0.6876468542422955,0.7185008536833849,0.7436920468055451,0.7646647176173081
2,0.034647311293648356,0.0029262221796713564,0.08279962500091642,0.026691814353148033,0.0002009799999999999,1.2504518106025828,1.2504519910979515,1.2504520456971087,1.2504521306976866,1.2504522336830197,1.250452289368957,1.2504522591633973,1.2504521821306813,1.2504521301200782,1.250452080111901,0.00020204344184505526,0.28195564496005304,0.43424492489634337,0.5312659808658549,0.598980809659625,0.6491255718444139,0.6878481044349501,0.7187020832433706,0.7438932464340949,0.7646647176173081
3,0.03423736454653778,0.0029171505854036794,0.004361083032563329,0.025805165587039946,0.0004009599999999988,1.2513478189653926,1.251348362493134,1.2513489875155843,1.2513499362343332,1.2513509611409614,1.2513517531156724,1.2513521230576363,1.2513521468140594,1.2513520595188743,1.251351882617184,0.0006026221529979953,0.28235640585752153,0.4346459081747254,0.5316672764403375,0.5993824500641586,0.6495275238888427,0.6882502783724396,0.7191043692870922,0.7442955596671507,0.7646647176173081
4,0.03520765426290223,0.0029035891628074895,0.0035153329954482615,0.026864302785228313,0.0006009399999999995,1.2526926854567464,1.252693692752574,1.252695318290338,1.2526979425818467,1.2527008424488812,1.2527032408484002,1.2527046436761307,1.2527051248159276,1.2527051294918128,1.2527047639617663,0.0012036572419244856,0.28295771729461333,0.4352476563796537,0.5322696581897367,0.5999855370065036,0.6501312615523669,0.6888545077703316,0.7197088887497736,0.7449001960383412,0.7646647176173081
5,0.03390170759786543,0.0028856362920481964,0.003525083011481911,0.025967752723196503,0.0008009199999999984,1.254484308157732,1.2544868639979534,1.2544899560249378,1.2544947177846948,1.254500165115685,1.2545049934861605,1.2545081990753968,1.2545096427305171,1.2545098444470253,1.2545089246520336,0.0020038492809270857,0.283758714906444,0.436049234805906,0.5330720349648707,0.6007888457417772,0.6509355026886611,0.689659534053259,0.7205144535590146,0.7457060321775301,0.7646647176173081
6,0.03619720323691072,0.0028633175088280424,0.003958833985961974,0.027263659078670552,0.001000899999999999,1.2567283301460266,1.2567327185408015,1.256738579769542,1.2567472331139025,1.2567570619014319,1.2567659026484146,1.2567720269108646,1.2567750408564178,1.2567756371539103,1.2567741348802535,0.0030054006227595116,0.284761352831843,0.4370529791295876,0.5340772425236734,0.6017956850458828,0.6519439189956785,0.6906692527179183,0.7215250634831684,0.7467171008848369,0.7646647176173081
7,0.03518314317694774,0.002836805301168079,0.0035497090429998934,0.02651451922609457,0.0012008799999999997,1.2594224901590565,1.2594297991353596,1.2594393717533598,1.2594525731949495,1.2594676614791205,1.2594816900336583,1.2594919712194115,1.2594975605642964,1.2594991568559555,1.2594972188701192,0.0042067348277968234,0.28596438938051233,0.43825735278147365,0.535283280448613,0.6030036261418388,0.6531538076509874,0.6918808721904649,0.722737986478162,0.7479308104626816,0.7646647176173081
8,0.035482143566779055,0.0028063264791291865,0.00347445800434798,0.027527368972732648,0.0014008600000000003,1.2625762239054852,1.2625848974048606,1.262595673878442,1.262610336894931,1.262627004974198,1.2626419868003418,1.262651962936005,1.2626560138378533,1.2626553736238189,1.2626508542300758,0.005611525184565838,0.287370322734558,0.43966367594397066,0.536690170354595,0.6044111263731468,0.6545617673572689,0.6932889540096844,0.7241458058947721,0.7493381058186773,0.7646647176173081
9,0.03306967472088849,0.0027722050778861865,0.003528375003952533,0.025485570716508952,0.0016008399999999992,1.2661774182574423,1.2661864871381352,1.2661950559552226,1.2662062054114194,1.2662192440547033,1.266231130351356,1.2662390432067374,1.2662422580017871,1.2662415335335286,1.266235719408194,0.007213170290892359,0.2889729283340287,0.4412649261205875,0.5382898424164165,0.6060090956486227,0.6561580728749313,0.694883841467634,0.7257397450566679,0.7509316911078243,0.7646647176173081
10,0.0332689499457155,0.002734660876239969,0.0034290420007891953,0.025884401663560708,0.0018008199999999981,1.2702317614424299,1.2702400708415977,1.2702420235042793,1.2702431600897,1.2702446162519532,1.2702450225099218,1.270243544610163,1.2702409576710298,1.2702378043644749,1.2702293522172505,0.009013610581960868,0.2907741729027716,0.44306275171567955,0.5400834817399337,0.6077979003394821,0.6579417867636924,0.696662831547254,0.7275151167898538,0.752705080675435,0.7646647176173081
11,0.03406011133340107,0.002693771204389398,0.003522041952237487,0.026049496791100024,0.0020007999999999988,1.2747418336122576,1.2747474900671354,1.2747418128882297,1.274730455703852,1.2747166974862476,1.2747010448048057,1.2746849600882202,1.274671302754304,1.2746610780638499,1.274646354510248,0.011013260700446581,0.29277475189602087,0.4450592722742908,0.542074933118293,0.6097832849173526,0.6599205169524162,0.6986350282538224,0.7294818337263393,0.7546681897734958,0.7646647176173081
12,0.03499966195115608,0.0026495681189628393,0.004138457996305078,0.02671160612158377,0.0022007799999999994,1.279713579499902,1.279717946534124,1.2797067657914278,1.2796847077460087,1.2796566191975292,1.2796244451701069,1.2795916514532726,1.2795632607548946,1.2795412129424708,1.2795151964399445,0.013214423184625174,0.29497879429318524,0.4472600960026801,0.544271641814596,0.6119746642986417,0.6621056082929188,0.7008134635703658,0.7316541445224893,0.7568358274849333,0.7646647176173081
13,0.03428713975020361,0.002602450271857565,0.003429749980568886,0.025941463859514517,0.002400759999999999,1.2851429953626352,1.285145051720694,1.2851266679596638,1.2850925140678278,1.2850488468596515,1.2849992394080216,1.2849495429421807,1.2849072416343075,1.28487517534473,1.2848394633991598,0.015613724075152656,0.29738222551116483,0.44965945854965106,0.5466663694773132,0.614363548340041,0.6644877029028221,0.7031885254336617,0.7340229725956049,0.7592002407760448,0.7646647176173081
