iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,beta0,beta1,beta2,beta3,beta4,beta5
0,0.0455498714904963,0.013478390275134288,3.8301733219996095,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009
1,0.04653721970980248,0.013478313955018383,4.9702578550204635,0.06149811111982396,9.999999999999159e-07,1.2426516371461331,1.2426516371459218,1.242651637145229,1.2426516371439345,1.2426516371403142,1.2426516371433747,1.00000725217837e-06,0.28175452513231136,0.4340437827869996,0.5310648054106043,0.5987795940602112,0.6489233261224009
2,0.04538499649303025,0.013476713926253131,4.750442263670266,0.06129539541726235,2.097999999999987e-05,1.2426984047471494,1.2426984233294978,1.2426983716138607,1.24269835694024,1.2426983485831276,1.2426984599314257,2.1975918900652925e-05,0.28177550595548745,0.43406474489898683,0.5310857622504039,0.5988005475697092,0.6489233261224009
3,0.04665070811464826,0.013473594322205426,0.3568379352800548,0.059926551404425064,4.095999999999993e-05,1.2427897487446398,1.242789246586692,1.242789670779132,1.2427896400019645,1.2427896264078329,1.2427882287461327,6.294749615968852e-05,0.28181630942405017,0.43410569519525066,0.5311267060205527,0.598841488025873,0.6489233261224009
4,0.047751631720249176,0.013468951404867075,0.4020136916078627,0.06081980277218904,6.0939999999999996e-05,1.2429255879420824,1.2429246489624992,1.2429256671620386,1.2429256561705875,1.242925662158098,1.2429199591921525,0.0001238833814409825,0.28187711537618204,0.4341666865293903,0.5311877043513314,0.5989024921051668,0.6489233261224009
5,0.04639430913216539,0.01346279315822437,0.3563298312947154,0.05973612036431427,8.091999999999984e-05,1.2431060519492165,1.2431037514634187,1.2431061863227213,1.2431062349016555,1.2431063003904348,1.243094788031883,0.00020482541097448112,0.2819576148242824,0.43424763763867535,0.5312686736375148,0.598983478915955,0.6489233261224009
6,0.045744336997101925,0.013455114417674288,0.365348266903311,0.06109309814789212,0.0001008999999999999,1.2433310774593327,1.243327759480192,1.2433313403213107,1.2433313971527626,1.2433314355872822,1.2433123313729393,0.00030575426432907186,0.28205822248268725,0.4343486068237942,0.5313696483623661,0.5990844494821786,0.6489233261224009
7,0.046555260175156335,0.013445906471681422,0.3623054423369467,0.06249794193656672,0.00012087999999999997,1.243600972656715,1.2435969978667316,1.2436012418948306,1.2436012965714178,1.243601294335052,1.2435754185842047,0.00042679788277011924,0.2821790599387453,0.43446964552794753,0.531490690084469,0.5992054827137667,0.6489233261224009
8,0.04582444780173124,0.013435194473320245,0.38895805599167943,0.05984689588570913,0.00014085999999999992,1.2439153027141245,1.2439101097996172,1.2439156407924044,1.2439157720589349,1.2439157858656984,1.2438787058240135,0.0005677585237389082,0.2823196266991522,0.43461062222043123,0.5316316950666329,0.5993464979661295,0.6489233261224009
9,0.04114535874447657,0.013423036114483654,0.352144000120461,0.057884912000463626,0.00016083999999999998,1.2442735699988576,1.2442669368653339,1.2442729540491826,1.244272523126688,1.244271921798159,1.2442211998792692,0.0007283423350291865,0.2824797102428215,0.43477082301467157,0.5317917147022143,0.5995063389388641,0.6489233261224009
10,0.04380358985501446,0.013409378175849886,0.3833634681068361,0.06022950552228709,0.00018081999999999983,1.2446763592511536,1.244668732474115,1.2446742097996129,1.2446730235099346,1.2446716399899427,1.2446124397477598,0.0009088305863335898,0.2826598315242907,0.43495070423618754,0.5319713470621167,0.5996857404921883,0.6489233261224009
11,0.045284852484068217,0.013394206528828608,0.3529120837338269,0.06042264888736751,0.0002007999999999999,1.2451234952592762,1.2451159762876682,1.24512010945396,1.2451181757773258,1.2451159864192358,1.245050264363412,0.0011091556980171232,0.2828602026274811,0.4351505565928852,0.5321709583674913,0.5998851213124721,0.6489233261224009
12,0.045879392452521095,0.013377512821195548,0.40734568890184164,0.06168627587373398,0.00022077999999999996,1.2456158993943132,1.245608449655868,1.2456109023793749,1.2456081160794044,1.2456050392227433,1.245538019896474,0.0013297513705503258,0.283080805765504,0.4353705351996377,0.5323906636813028,0.6001045677842728,0.6489233261224009
13,0.04710537631696976,0.013359321557831125,0.35793215967714787,0.059894551829464425,0.0002407599999999999,1.2461532976207195,1.2461432053382844,1.2461469901686142,1.2461436944859616,1.2461400514008445,1.2460643977880501,0.0015704800764712217,0.28332064841288945,0.4356107579927219,0.5326307228213384,0.6003444663683996,0.6489233261224009
14,0.04848826713761607,0.013339568820977362,0.39036988420411944,0.06225930726468998,0.00026074,1.24673557251141,1.2467249035059043,1.2467291047132485,1.2467257019594948,1.2467219240613105,1.2466451218831138,0.0018313113505984836,0.2835813694835098,0.4358715598158854,0.532891498163197,0.6006052100685615,0.6489233261224009
15,0.04447058823990706,0.013318316872473231,0.3475779569707811,0.060258772121853356,0.00028071999999999993,1.2473615466374728,1.2473526167365723,1.2473560388554932,1.2473525055347572,1.247348310406543,1.2472739585253287,0.0021116783897581867,0.28386251714841476,0.4361523842645426,0.5331723146955717,0.6008859461711648,0.6489233261224009
16,0.044081142237681066,0.013295637020537258,0.3927473961375654,0.058691621514854006,0.0003007,1.2480308819046193,1.2480244340617803,1.248025782696241,1.2480216706929685,1.2480167843607717,1.2479510822483264,0.0024113462147280656,0.28416324053680175,0.4364523191364078,0.5334720841032757,0.601185536784468,0.6489233261224009
17,0.04864108732806205,0.013271429517080631,0.36371593875810504,0.06162669950196822,0.00032068000000000005,1.24874648244113,1.2487397532103193,1.2487426031070783,1.248738172066127,1.2487328056912679,1.2486679262880378,0.0027317174241672376,0.28448380789845906,0.4367733045703183,0.5337929982581736,0.6015063406202394,0.6489233261224009
18,0.04292965052203508,0.013245870223190978,0.3690968160517514,0.05722685977043845,0.00034066,1.24950548199601,1.2494949418698689,1.2495006489104208,1.2494955830558716,1.2494896262641084,1.2494301854958396,0.003071326226070318,0.2848223394247935,0.4371126745544369,0.5341321658271574,0.6018453409901174,0.6489233261224009
19,0.04860451431504093,0.013218781262809173,0.33560751704499125,0.06158355492985543,0.00036063999999999996,1.2503112511420034,1.2502934055007646,1.250306189693713,1.2503007344807913,1.2502942971497106,1.250236224784561,0.0034318456687619987,0.28518068879442365,0.43747327709492617,0.5344926605284874,0.6022057153215113,0.6489233261224009
20,0.04922415452552997,0.013190108570906127,0.3754490679129958,0.06360127188642417,0.0003806199999999999,1.251163783302863,1.2511415883041912,1.25116073974477,1.2511552290747066,1.2511483616522319,1.2510808866643153,0.0038132896030097386,0.2855611343185273,0.4378557568389253,0.5348751843364812,0.6025881757076367,0.6489233261224009
21,0.04531088733541808,0.013160034195793034,0.37168458895757794,0.05949219834396125,0.0004006,1.2520613774493152,1.252030159504128,1.2520590191357386,1.2520528536840563,1.2520450548859006,1.2519768773287203,0.004214746179518439,0.2859600356530562,0.438257783615236,0.5352770585422723,0.6029898237792863,0.6489233261224009
22,0.047324914999177646,0.013128429895938884,0.37517357571050525,0.06253828339531306,0.00042057999999999993,1.2530048730917405,1.2529681658971785,1.2530044908706581,1.2529978413646898,1.2529890838014284,1.2529194856605388,0.004636654306339473,0.2863807502158808,0.43868089239933855,0.5357001047037461,0.6034126682205092,0.6489233261224009
23,0.04658795137095445,0.013095447189231831,0.3675738079473376,0.05917727580547659,0.0004405599999999999,1.2539927286590342,1.253946526731285,1.2539948615877794,1.2539879273192232,1.2539783863373002,1.2538869713657463,0.005078269867203848,0.2868199582681611,0.4391239838791681,0.5361431990461138,0.6038556205215939,0.6489233261224009
24,0.04611337138433651,0.01306112234563203,0.3629836952313781,0.059501776700673525,0.00046053999999999995,1.2550260863055906,1.254965082986914,1.2550291564154024,1.2550215922535686,1.255010945298032,1.25487998726197,0.005540023761199828,0.28727754030397396,0.43958665255341645,0.5366057572537689,0.6043179385497646,0.6489233261224009
25,0.045095148678230196,0.013025531288910337,0.39538186928257346,0.05765310208409244,0.0004805199999999999,1.2561025717784786,1.2560222594651966,1.2561049370235025,1.2560957493069156,1.2560831478849244,1.255909815737017,0.006020800029817109,0.28775269032141293,0.44006776632820865,0.5370864267668416,0.6047981006507003,0.6489233261224009
26,0.046068940603874516,0.012988484029994236,0.35909045580774546,0.060711939447477714,0.0005005,1.2572257728134986,1.2571218928773942,1.2572267781310305,1.2572158134188705,1.257200958631826,1.257005920769292,0.006522275711672151,0.2882472309972877,0.4405694427532157,0.537587620591114,0.6052987201070064,0.6489233261224009
27,0.04459610782348473,0.012950065673525798,0.371952909976244,0.0602994183570772,0.00052048,1.2583933253975415,1.2582706501914105,1.258391961179805,1.2583784289216906,1.2583607357569737,1.258149630883081,0.007043305406016898,0.2887630725269572,0.44109046093986054,0.5381079006709752,0.6058182405649236,0.6489233261224009
28,0.04875524531698701,0.0129101751184438,0.3750716159120202,0.06173777724571704,0.00054046,1.2596089825614423,1.2594639346691991,1.2596067504811295,1.2595912842155088,1.2595712018930632,1.259311893664196,0.007585762905107918,0.2892993830371867,0.4416336386265688,0.5386505731035675,0.606360312923828,0.6489233261224009
29,0.044388793312273314,0.01286898304584703,0.3930508573539555,0.05900942585930618,0.00056044,1.2608674947523384,1.2607024670381797,1.2608627541830424,1.2608448993130854,1.2608221155688344,1.2605378160045941,0.008147014492059903,0.28985538460124416,0.442195098414344,0.5392113646961747,0.6069204115413046,0.6489233261224009
30,0.04684558198207502,0.012826456503992644,0.3707107841037214,0.059089572986334625,0.0005804199999999999,1.2621704833342346,1.2619815546765136,1.262163767166675,1.2621434943508874,1.2621182776110598,1.2618057870072825,0.008727914535282084,0.2904299709714562,0.4427765623686212,0.5397921513754439,0.607500563278122,0.6489233261224009
31,0.044572414171191926,0.012782632854756296,0.3539269189350307,0.05949306777321406,0.0006004,1.2635195612279215,1.2633009512649216,1.263508406152341,1.2634850217188804,1.2634566711549198,1.2631235239343568,0.009329121719730625,0.2910230147329304,0.44337752758010096,0.5403922104536405,0.6080997791876313,0.6489233261224009
32,0.04390072925343747,0.012737605979349899,0.35448460187762976,0.05915001231215549,0.00062038,1.2649150745718627,1.264659639385032,1.2648942698244434,1.2648660951823332,1.2648330786824251,1.2644863573908167,0.009950667442530483,0.2916339578442078,0.4439969355933201,0.5410101486234931,0.6087164001221756,0.6489233261224009
33,0.04192334854367787,0.01269149571922965,0.35849961219355464,0.05694172429073245,0.00064036,1.2663527525692562,1.2660548719532791,1.266317409984898,1.2662819064005062,1.2662420410301758,1.265911086507325,0.010590526982243002,0.29226140439471265,0.44463293916048113,0.5416438299720842,0.6093480815509467,0.6489233261224009
34,0.045397035458878784,0.01264414205685319,0.373153205960989,0.05885792422249061,0.00066034,1.2678361407272856,1.2674911165001281,1.2677845953828826,1.2677415164902182,1.2676947672063406,1.2673618010753047,0.011250375629012637,0.2929075207299498,0.445288522856432,0.5422970029355217,0.6099992342080445,0.6489233261224009
