iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3
91,32.507217454095134,0.28283287055592937,0.3050025929696858,128.45008817123562,0.009806327848843626,0.3254132065776593,0.5323172628212189,0.18321137032673626,0.21824970435941157,0.2235321002697305,0.12451685643161355,0.19893081229654552,0.02151600050539966,0.29870251274185095,0.25602929413084163,0.07481249454091855,0.5611724630009954
92,33.58998573102924,0.2727553318611591,0.3044953050557524,51.620482872105704,0.009796590215713018,0.3276782973229852,0.538143983739856,0.17434846517876534,0.21711126523949337,0.22278882342731626,0.11952765001781775,0.1989787050362674,0.02133925428076365,0.2980680226284906,0.25613393186853983,0.07498697754150056,0.5611579725433254
93,32.92414430308463,0.30608409432611555,0.3004765948280692,50.804038880972165,0.00978661882791157,0.33160992334939743,0.543435862482089,0.16652394300614684,0.21677408891653768,0.22207930603893547,0.11487941138921128,0.19901996047189158,0.021174668481893873,0.29748712232462454,0.25621844325727117,0.07510562961586989,0.5611339308189272
94,30.8044518569001,0.3943235102874283,0.29056525602936745,35.80133785544608,0.009776414171430657,0.33708772753199934,0.5482417109214409,0.15960435706512005,0.21679620072489608,0.22136114048384656,0.110370645686355,0.19905584472531812,0.021020352501126417,0.2969509273253787,0.25628299511209796,0.07516433121040225,0.5610993640822249
95,32.15085176228239,0.553434300126414,0.295673567103222,33.67139805983326,0.009765976743630838,0.3439636022374332,0.5526190623006166,0.15347518945317606,0.21677766595073616,0.22057549908137494,0.10584955388239299,0.1990920575486744,0.020881008744993095,0.29645571674801036,0.25634302581296825,0.07521403245576705,0.5610699174251933
96,31.368697307475813,1.135209660657845,0.3090631300583482,27.297869367999056,0.00975530705321762,0.35197017509729284,0.5566352375295611,0.14803792607246016,0.2159588099971842,0.21957874791430934,0.10108774922735457,0.19913929634134028,0.020768287188020526,0.29600143240215776,0.256427281555066,0.07534862840009976,0.561075716698436
97,32.34567904854315,1.560760466588532,0.30603545415215194,208.00627600017162,0.00974440562021666,0.357437441367911,0.5612931596216304,0.14177515155425155,0.21501422881690718,0.21862651939743397,0.09675421871444935,0.19918713259834214,0.020672097147140387,0.29559171129294187,0.25651773433948627,0.07551727652608457,0.5610964004251011
98,31.923117099004173,1.3640518289767833,0.3035509290639311,259.14559846897856,0.009733272975948424,0.36057073679031404,0.5664588822125279,0.13495790696928703,0.21389063372111577,0.21771495638276508,0.09280786027456223,0.1992371856113059,0.020592166657402686,0.29522323121373206,0.25661834757450225,0.07572718019118328,0.5611337653727183
99,32.20764372016909,0.8409213725742298,0.30119717703200877,210.97146688395935,0.009721909663002288,0.3616601011489708,0.5722281535641606,0.12758507682041378,0.21289823671889052,0.21683490072539308,0.0891946448939701,0.19928859439015462,0.020527012276202863,0.2948920892668276,0.2567268460330945,0.07597493852783772,0.5611865126026175
100,31.52787783506686,0.6704504785451662,0.28379360400140285,200.99909211752487,0.009710316235210091,0.3609267856472897,0.5785556745082427,0.11984471010364163,0.21201873455850345,0.21598375199598993,0.08588443010651793,0.19933898022826915,0.02047309341463412,0.2945941985780815,0.25683455602613475,0.07623009583059538,0.5612446072277817
101,31.037852137444215,0.6285440406692999,0.27682499890215695,36.00078685087539,0.009698493257619149,0.36218464195165007,0.5843498161666333,0.11305870937561402,0.21129151657110865,0.21492297689201315,0.08243841763018425,0.19940089904714156,0.020445593722205734,0.294330460249689,0.2569687765901406,0.07657550245776389,0.5613369773757105
102,30.900919967352657,0.5836115032263728,0.28871559584513307,36.2074175065659,0.009686441306464712,0.3652112099960097,0.5896519852483496,0.10709730153127105,0.2106949593018335,0.2136964691449792,0.07892063420499537,0.19947159573339593,0.02043973916520552,0.2940969988926365,0.25712368964419513,0.0769929987383344,0.5614567902906403
103,32.0697822575942,0.5384962560153319,0.28532841382548213,37.399227497756215,0.009674160969141874,0.3698226267786975,0.5944977831959432,0.10185010578122386,0.21020722611471934,0.21235416813651328,0.07540406480526088,0.19954734831860543,0.0204505412425287,0.29389026492897985,0.25728755087940586,0.0774413838341387,0.5615908566195082
104,31.539049068288136,0.49507114173622147,0.27743770997039974,36.767473866471526,0.009661652844176954,0.3758614002379051,0.598923795742567,0.09722301139538199,0.20981301876682723,0.21092575559079804,0.07192423378736235,0.19962570398873414,0.02047467369086724,0.29370722186993226,0.25745282206344056,0.07789676995734184,0.5617305847767216
105,30.96919335850098,0.5531132928254607,0.28111712797544897,36.061170325369325,0.009648917541198314,0.3831947388202854,0.602962096451445,0.09313558455814677,0.20949613299981915,0.20944091338427256,0.06852000052502943,0.19970464908052182,0.020508709409835277,0.2935450820189536,0.25761471707798256,0.07834241356541287,0.5618704029641067
106,30.15399557527169,0.7042156884132105,0.27965485281310976,182.10852275707282,0.009635955680906654,0.3881061980921625,0.6077048407453316,0.08846240838870802,0.20922046716742376,0.20806802866196442,0.06544821369818514,0.1997783035240712,0.020542798576458927,0.2933995045664226,0.25776526154559154,0.0787584109162423,0.5620013268533779
107,30.246824544610934,0.5892247205379263,0.27126519195735455,199.67094643329332,0.009622767895044761,0.3908110996331778,0.6130622415881162,0.08336396943652367,0.20898492921244757,0.2068027730697339,0.06266989179774807,0.1998482123827617,0.02057799477151535,0.29326912677107503,0.25790894980919865,0.07915925331706232,0.562127900052499
108,30.529007620287473,0.3893867166490907,0.275896857958287,181.4040712389372,0.009609354826366708,0.391537359710262,0.6189936970406713,0.07796229455647545,0.2087833276994791,0.20563407218665739,0.06015216627982112,0.1999139973276647,0.0206134114118786,0.29315230963191086,0.2580440685210961,0.07953795760668839,0.5622479766692381
109,29.256242074303454,0.3736817841298063,0.2725394170265645,33.42366299363426,0.009595717128606544,0.3940735917908006,0.6243868011571996,0.07323949545607397,0.208622783136322,0.2044340687925829,0.057688505447579225,0.19997569196977008,0.020651743766237515,0.29304864337710573,0.25815960335553534,0.07984774267306205,0.5623493688528342
110,30.22365485682628,0.358135120323761,0.2673099571838975,35.70724071342492,0.009581855466446418,0.39822782173932847,0.6292916885935194,0.06910139648609112,0.20849924825617533,0.20323147026865773,0.05531076250042286,0.20003981642797364,0.020691897174084855,0.29295655772399565,0.25827188779135046,0.08010157204673193,0.562435179276845
111,29.54351151316038,0.5191148485038596,0.2694811150431633,35.0059326405303,0.009567770515484183,0.403836650479053,0.6337448896961334,0.06546815101014737,0.20840298138074545,0.2020330989410778,0.053025835723060515,0.2000986550531795,0.02073251810921139,0.2928747227717837,0.2583645721876093,0.08029200243100926,0.5625032197289107
112,30.66496099269243,0.5346206561281441,0.27832374488934875,168.849560206656,0.009553462962200483,0.40719417580229356,0.6388571785953394,0.06148096958127491,0.2083253117069059,0.20093228304922142,0.05095716622378262,0.20015381818812986,0.0207722829149931,0.29280162741787397,0.2584514458161965,0.08047249989438408,0.5625680942028811
113,29.1360516416795,0.37097040837641804,0.2764292729552835,182.11164836032546,0.009538933503925276,0.40850864880684323,0.6445353905217016,0.057269107483092795,0.20826501774015524,0.1999230841366425,0.04908175149616597,0.20020576909795268,0.020811420940318265,0.29273644978466634,0.25853338488045113,0.08064545914540286,0.5626304516344941
114,29.30596679741176,0.3217984206299363,0.27804774791002274,145.93058912097584,0.009524182848803865,0.4080070873676014,0.6507660509959271,0.05290992889885489,0.20821534318536922,0.19899198857418188,0.04738113660630726,0.20025455737364786,0.020847903438121027,0.2926779373486904,0.25860863749605,0.08079226290469807,0.5626844886105368
115,28.683804110366793,0.31658013298449533,0.2742715061176568,33.73145991024435,0.009509211715762368,0.40940929479037025,0.6564177887696094,0.04912287462688507,0.20817757045554336,0.1980646503883242,0.045740716752706176,0.20029666028730167,0.02088202819662441,0.2926256695400372,0.25865960934088034,0.08085787077610337,0.5627148888487211
116,28.670782874428497,0.31082284089577217,0.2726347050629556,33.239682041585866,0.009494020834472686,0.41250705124374865,0.6615374301475511,0.045825088520022775,0.2081450704457272,0.1971416576940331,0.0441656475249516,0.20033089353299044,0.02091203044963313,0.2925786003326933,0.2586830504137935,0.08083009825270439,0.5627178767363015
117,28.42091874266425,0.30484101078729253,0.27015514695085585,33.1630571866673,0.009478610945316945,0.417124483322065,0.6661726018389214,0.04294678054115174,0.20811704179851803,0.19623000992408415,0.04265878985184104,0.20035833377955986,0.02093853761739905,0.29253626945903155,0.25868297894694525,0.08072296141896822,0.5626975740301005
118,30.801081044159915,0.38221887389335124,0.27372868196107447,38.75081106601431,0.009462982799351401,0.423112522917157,0.670365820046878,0.04042903588032314,0.20809038784436312,0.19534582464897335,0.041240207464019046,0.2003795301367462,0.020961135500839927,0.2924979820743171,0.25866351038053054,0.08055277731686128,0.5626582291027251
119,30.599869822417272,0.4721373690022084,0.26215229905210435,144.5612333667859,0.009447137158269843,0.426834531129882,0.6752454592507179,0.03768726656864118,0.20807051262678825,0.1945336470394688,0.039951045670881445,0.20039900365967486,0.020982822898868634,0.2924638055383825,0.2586438740797781,0.08038967090004431,0.5626204824639037
120,29.06741881013128,0.39430129181559226,0.2763422860298306,177.78331756017153,0.009431074794366457,0.42848962034359217,0.6806846992603378,0.034822338854078476,0.20806009468074532,0.19379231488852264,0.03877708612236014,0.20041801161505055,0.021004875440682504,0.29243360806539187,0.25862741319089744,0.08024455562057045,0.5625877828648312
121,29.35038249674711,0.2918415565993371,0.265718030044809,159.22478863440313,0.009414796490498206,0.428296169666236,0.6866483789144326,0.03189145951456296,0.20805473911210248,0.19311144126904303,0.037707106309706376,0.20043531366002657,0.02102591220549504,0.2924066958339255,0.2586097780079069,0.0801017252565893,0.5625552627017378
122,29.68588248589298,0.2901092890541328,0.267632027156651,37.244350924713416,0.009398303040046649,0.4299364019306376,0.6920417340813367,0.0293573251367228,0.2080411405563162,0.1924402736207865,0.03669465037964569,0.2004446479350009,0.02104063275023568,0.2923816854734368,0.2585662233652124,0.07986955702120983,0.5624959781361737
123,29.752172883981032,0.28788065658608347,0.27752914116717875,37.583123525684165,0.009381595246879296,0.4332130613870342,0.6969181248686468,0.02716078675603255,0.20802247676573754,0.19178434217183973,0.035736977328068936,0.20044787332828445,0.02105056910446903,0.2923585789108686,0.25850341001395055,0.07957205448420024,0.5624170166293082
124,28.32120176751714,0.39171566127768287,0.272643452975899,33.86771611464014,0.009364673925310414,0.4379583644924755,0.7013201525086985,0.025252242814881917,0.2079944707014894,0.19113472861065153,0.03482732806042146,0.2004436433614745,0.02105445846979685,0.29233683757113743,0.258416125931838,0.07918965250005632,0.5623126185967682
125,29.75182410587615,0.4244506255027716,0.2749445850495249,154.38651202718546,0.009347539900061343,0.44055989825531994,0.7063394162131895,0.02324784624288178,0.2079730778574444,0.19053919323277904,0.033994937311370994,0.2004400565913247,0.02105917030481383,0.2923175810884922,0.25833488126510573,0.07883422062446134,0.562215721313484
126,29.29146029228292,0.32651722993040977,0.2775942641310394,169.4736765512466,0.009330194006220302,0.44122502379406575,0.7118900671168097,0.02120274194404257,0.2079595041919693,0.18999575603271465,0.0332316823419624,0.2004375820803544,0.021065175335984936,0.2923006813903924,0.2582608598116702,0.07850950073464588,0.5621275140271297
127,28.367047849040446,0.283389833362164,0.2772087079938501,131.1850716684904,0.009312637089201685,0.4401705559687862,0.7179655359317443,0.019147643695283587,0.20794834383527774,0.18949397844623658,0.03253190774762937,0.20043461131286366,0.02107062398571155,0.2922855185037002,0.25818906681809517,0.07819743875029397,0.562042505213292
128,29.945339552464823,0.2828996281207637,0.27469316590577364,38.784791079672935,0.009294870004704857,0.4410010244779838,0.7234604835376578,0.017383706813059525,0.20792978032902767,0.18899776926160056,0.0318695573702871,0.20043197162280801,0.021070196261959898,0.29227079372654374,0.25811083085373604,0.07781387956543372,0.5619358905422349
129,29.039938557548552,0.2818242452388532,0.2757212510332465,35.818080460458106,0.009276893618672453,0.44351056015593193,0.7284212785489212,0.01586575336937882,0.20789974325630392,0.18850260577936087,0.031239497584127193,0.20042201832591103,0.021063713637687748,0.292256350743133,0.25801019803098935,0.07735698167947645,0.5618071791001781
130,27.95629520334562,0.28023784683131936,0.2753307980019599,34.48269970984182,0.009258708807248167,0.4475242073753458,0.7328948365763488,0.01455611986472961,0.2078574888451465,0.18800560161868607,0.03063797574764121,0.2004045191357346,0.021050883898235777,0.29224198186659,0.257886002808258,0.07682200515320756,0.5616549009215847
131,27.619150783070396,0.4782665986241277,0.27437510318122804,34.51349879308953,0.009240316456734052,0.45289244707955734,0.7369269213989019,0.01342334917940921,0.20780500650480724,0.1875111285576804,0.03006592652940937,0.20038104295775794,0.021033060618335597,0.29222783363390087,0.25774362206970325,0.07622815332955654,0.561484687097299
132,30.0099870419379,0.6399957064211712,0.2775105689652264,182.4869679353214,0.009221717463547325,0.4560681164895237,0.7415467037773662,0.012254532145927808,0.20776441797235773,0.18706338495971792,0.029537719303935787,0.20036115208076863,0.021019285017896624,0.2922156763818843,0.2576161040875716,0.07569502051012496,0.561332126418704
133,29.211855421663657,0.5868233857645578,0.2864284059032798,203.0839375644811,0.009202912734176675,0.4572618115109177,0.7466697726553722,0.011078737279647026,0.20773847446730773,0.1866633729277669,0.029048215506521455,0.200345935279538,0.02101074257478112,0.2922056717671438,0.25750634472446476,0.0752314717396289,0.5612002002310422
134,29.442181138022548,0.3826115433334032,0.2753492339979857,206.69207751678024,0.009183903185138079,0.45667947281531485,0.7522406923821304,0.009919064984367,0.2077246540295523,0.1863055776756739,0.028594256531581434,0.20033445211710696,0.021006446210140174,0.29219749595700417,0.2574110208563187,0.07482508903750695,0.5610851769967129
135,28.134151714267325,0.27782524353947907,0.2791654218453914,166.38850019016934,0.009164689742930143,0.4545220671893043,0.7582431030932117,0.008791394445503658,0.2077156620686499,0.1859779970944058,0.028173681583219576,0.20032422127692032,0.021003529137408744,0.29219041382144134,0.25732271601812984,0.07444916861454323,0.56097891163989
136,28.231985416646626,0.27795224725152606,0.2821536820847541,35.59396916652587,0.009145273343988932,0.4543157440704498,0.7636606707856692,0.007832956126311238,0.20769187707526754,0.1856412658840533,0.027771922705887093,0.20030723145763765,0.02099414250279125,0.2921827071287337,0.25721387698497417,0.07400219879674784,0.5608514976625639
137,28.35689322670628,0.2775029724380637,0.27043092297390103,35.76138071632067,0.009125654934642336,0.4558436110319841,0.7685448037049423,0.007016239649392276,0.20765255571771904,0.18529341795139864,0.027387335236981853,0.20028315945906291,0.020977984860832074,0.29217423973088663,0.2570831128904665,0.07347920355251437,0.5607013285690339
138,27.757235415418855,0.27654391428047304,0.283213275950402,35.44790522226691,0.009105835471063953,0.4589212223185626,0.7729435597057889,0.0063184640754868964,0.2075980889256105,0.18493404171821923,0.027018193487740764,0.20025211080223598,0.020955177986990425,0.29216496491070976,0.2569305482868377,0.07288105553323651,0.5605284468284771
139,28.06315388139872,0.3523307435591278,0.2707805528771132,37.261014309921855,0.009085815919226475,0.46339087698770187,0.7769044202236447,0.005720736332802224,0.2075327047073389,0.1845699608452047,0.026665040815135793,0.20021604927826764,0.02092750720150252,0.29215519004426643,0.2567630979451912,0.07223300984323035,0.5603402439135821
140,27.742551863443015,0.4363927628634329,0.2840807649772614,160.77302001905977,0.009065597254854615,0.4657916084055025,0.7814263735284982,0.005125204868489915,0.2074747354777621,0.18423514994760037,0.026337101412176052,0.20018287047412267,0.020902597548993568,0.29214645810433476,0.2566076193543094,0.07163307536474235,0.5601656693615543
141,27.74791778974247,0.38023338010689756,0.2827241800259799,190.10023153262657,0.00904518046337755,0.4663273243594864,0.7864262197965638,0.004544461382742792,0.2074277785303934,0.18393252522694092,0.026030800487386166,0.2001537276917309,0.02088185477982553,0.29213904290011805,0.25646696906924005,0.07109040692083136,0.5600077453295466
142,27.39415618281554,0.2745592384902366,0.28322557685896754,176.71334830408665,0.009024566539880893,0.4651973620998684,0.7918603605232967,0.003986989329669833,0.20738817782858837,0.18365589275755137,0.02574495350719458,0.20012737491561622,0.020863872767104524,0.29213258886986704,0.25633731754591904,0.070590833115512,0.5598622769310513
143,27.847499150780415,0.2743074988972673,0.2922426739241928,36.849273121898314,0.009003756489058193,0.4658638901760749,0.7967574487484711,0.0035157787278486427,0.2073341044901785,0.18336665564516008,0.025470657631760634,0.20009510394997929,0.02083979634984465,0.292125192360809,0.2561899507140757,0.07002873009398572,0.5596981998619629
144,28.859959541024512,0.2905283607631077,0.2812579399906099,38.80465283169444,0.00898275132516197,0.46813236414616993,0.8011691061024004,0.0031164736723278907,0.20726911070071544,0.1830703988205253,0.025208325007306426,0.20005850427720892,0.020811129641145024,0.29211712779439175,0.2560303072045533,0.06942426706045333,0.5595213368161057
145,27.46668520736489,0.2734047958141588,0.2801177301444113,111.81941255786471,0.008961552071954277,0.4685908721295193,0.8061533812346922,0.002728455583342524,0.20720641317544136,0.18279125900854215,0.024964367446602076,0.20002327751802265,0.02078340282966533,0.29210950374791594,0.2558778294127139,0.06884904259155797,0.5593526337427026
146,27.918262490688058,0.30326643249508933,0.29857754800468683,36.45887840571088,0.008940159762656805,0.47066030605480214,0.8106409703648538,0.002400874527242603,0.20713075773041661,0.18249965937179327,0.024728775175575982,0.19998277205636425,0.02075020200255213,0.29210097527301665,0.25570945883277846,0.06821780485667464,0.5591671635251912
147,28.09610963377137,0.27666386586538466,0.3003696131054312,119.37212915557551,0.008918575439900538,0.47094834886244225,0.8156825666328801,0.002085846302868904,0.2070601314455885,0.18222655095545387,0.02450778753647176,0.19994450388898077,0.020718987004990138,0.2920930655590175,0.255550341135795,0.06762320614314041,0.5589920267797136
148,28.09334984850639,0.27267985850525206,0.2811917180661112,93.90215901984303,0.008896800155674905,0.4696556801134414,0.8212797072346428,0.0017864507616681988,0.20699154434695574,0.1819661178542237,0.02430212797766652,0.19991015826364134,0.02068798463882479,0.29208534673942005,0.2554025200968076,0.0670482834784163,0.5588222809593879
149,28.507884150284383,0.27236571132656806,0.2786567418370396,37.93733548621208,0.008874834971276547,0.47013351711880075,0.826322821800329,0.0015365396123094607,0.20691138989934751,0.1816934669594947,0.02410196987255246,0.19987092823691663,0.020652166467187028,0.2920767980386498,0.25524042812367487,0.06642477306382308,0.5586381418022489
150,27.30937912771793,0.2715573675746377,0.28102135099470615,34.63621991925808,0.008852680957257558,0.4721896328523735,0.8308593744002686,0.0013274903417045362,0.20681625135873602,0.18140210955494554,0.02390524455929395,0.19982532836276465,0.02061005650024472,0.29206709282550347,0.25505892502677896,0.0657338612789,0.5584339690265949
151,27.796288922034098,0.2983264703754173,0.281130206072703,36.390614928832726,0.00883033919337333,0.475659563737635,0.8349393715579623,0.0011522319540396145,0.20671058469992287,0.18109930521937448,0.02371302729407846,0.1997753399020873,0.020563549273894276,0.29205660639202036,0.2548646939955576,0.06500026752385814,0.5582168826907725
152,27.805047675351997,0.3289138930578858,0.30172529187984765,130.56816712268076,0.008807810768529916,0.47722529934932334,0.8395517596448347,0.0009872518474054674,0.20661107530336287,0.18081504163747478,0.02353305178646917,0.1997279893524561,0.020519648578347222,0.2920467689196014,0.25468106800282947,0.06431021151377682,0.5580119600278692
153,28.028365376358067,0.2818574965034948,0.2794164048973471,147.47825585254265,0.008785096780730956,0.477080996471317,0.8446254254195175,0.0008346289640185921,0.2065209616067558,0.18055232044575026,0.023362900661472195,0.1996844079059842,0.020479686239188135,0.29203787548722543,0.2545109354316821,0.06367290929177281,0.557822247091319
154,28.666316203008332,0.2694233149128422,0.28110172785818577,100.46807070194507,0.008762198337024175,0.47542742831365215,0.8502121895970527,0.0006942308084498672,0.20643411103170095,0.18030225130328215,0.02320283402579414,0.19964241148489587,0.02044112079843689,0.29202935173897177,0.25434803533691863,0.06306516359958798,0.557640936748318
155,28.073255451698834,0.2690514546438202,0.27292782603763044,38.53591290917734,0.00873911655344741,0.4755433588925204,0.8552437629238901,0.0005788251897809312,0.20633689804477837,0.18004054421080581,0.02304685851590705,0.1995964663257697,0.020398351538714103,0.2920200250946079,0.25417401730412464,0.062418779074465996,0.5574482042490125
156,28.122012469376685,0.26826470611805747,0.27375887683592737,38.0424246141613,0.008715852554974233,0.4772354810181458,0.8597710293579326,0.00048385029355687566,0.20622922533396967,0.1797667141148942,0.02289450964873171,0.19954658661006439,0.02035133768859747,0.2920098822667039,0.25398895823920714,0.06173389559638879,0.5572440804358186
157,27.49200182699916,0.2728353756902969,0.2962103858590126,37.53978414622167,0.008692407475459107,0.4803381281546111,0.8638409358130728,0.0004055881852377066,0.20611155654942587,0.1794812966757157,0.02274561207434126,0.19949293686499692,0.020300226799036144,0.2919989385070022,0.2537933951591391,0.061012873462224275,0.5570290973954027
158,27.80120803520397,0.28685105243455455,0.29453018493950367,98.5907216760765,0.00866878245758213,0.4816153777183657,0.8684858407423383,0.00033430542032980847,0.20599805671082314,0.17920947727899478,0.02260645785111662,0.19944140032803273,0.02025101500223215,0.2919884264435211,0.25360652594282823,0.06032684251383864,0.5568238820820589
159,28.980807038066814,0.2660425139685536,0.29529661894775927,115.89496901408238,0.008644978652793346,0.4812532435817791,0.8736206744882192,0.0002706365926988194,0.20589074591310683,0.1789526081914516,0.02247479188567575,0.19939249681274931,0.02020436378036398,0.29197849394205144,0.2534294791211541,0.05967921299724085,0.5566296141712374
160,28.258693605385975,0.2652919803223952,0.29462942900136113,38.46395565293705,0.00862099722125662,0.482494774477804,0.8782397526051129,0.0002190499848468839,0.20577309622961326,0.1786827019072391,0.02234533450120014,0.19933979975068736,0.020153483558146494,0.29196772497379286,0.25324179831150617,0.05899368549487369,0.5564242494404085
161,26.98094662492723,0.34723047013310265,0.2953976169228554,36.80771291545917,0.008596839331793086,0.4851695666260218,0.8823910691256431,0.00017725906113268515,0.2056454324403572,0.17839984420471963,0.022217574825274308,0.1992834516490589,0.02009850597033217,0.2919561411870292,0.2530439374245503,0.05827212319157854,0.5562082453740118
162,27.352404790346704,0.35726133329073023,0.28856594720855355,170.53257125218826,0.0085725061618242,0.48606415804891995,0.8869746066454441,0.000140833342687226,0.20553123683288949,0.17814119525462932,0.022095372018421242,0.19923217393337755,0.0200489693815473,0.2919457536832771,0.2528624230812461,0.05761239996646478,0.5560101056417323
163,28.19156670554153,0.27908999624724373,0.2918876809999347,172.49733647653696,0.008547998897314337,0.485366599074611,0.891947370138276,0.00010957609156994189,0.20542960450331757,0.17790503145052866,0.021978281789023647,0.19918571994592368,0.020004603558718248,0.29193650392163667,0.2526964171567843,0.057010641873219844,0.5558289069899984
164,27.213539558715098,0.26325991280993793,0.3053766081575304,120.09643223189946,0.008523318732712993,0.4832592725453838,0.8973231893681232,8.31197554201571e-05,0.2053325954758788,0.17768061351031086,0.02186769412825952,0.1991414484288586,0.019962204123817478,0.2919276788130926,0.25253882342255246,0.056440728204827324,0.5556569995734073
165,26.81806335328852,0.26285213274761715,0.29917696490883827,34.58020749049745,0.008498466870896572,0.4829043843849279,0.902164267730113,6.242224929579766e-05,0.20522723467961332,0.1774378473375156,0.021756452085542673,0.1991021087938883,0.019914415889530496,0.2919177261019466,0.2523873795050645,0.05582167857990347,0.555471133392005
166,27.50678367534171,0.2620623020201542,0.30732301878742874,37.01380238238884,0.008473444523109757,0.4841088360500384,0.9065163579102111,4.631903437637517e-05,0.20511175041310686,0.17718147335937723,0.02164561297506814,0.19905849918945148,0.019862719424031703,0.29190698164897455,0.2522250663484739,0.055170136801428925,0.5552758786128722
167,26.825955725934648,0.26090058923382176,0.27890009619295597,34.47703511003045,0.008448252908906481,0.48670685280918907,0.910423453142188,3.387310594113746e-05,0.20498424957755498,0.17690817197769626,0.02153447886142749,0.19900996893685938,0.019806304545607584,0.2918952738122619,0.25204975818667347,0.05447770849755119,0.5550687265238706
168,26.9971102307097,0.3796035291199175,0.2834196260664612,35.78808748677743,0.00842289325609048,0.4905554953347215,0.9139290680304958,2.4331310847522247e-05,0.20484714970051604,0.17662205174399415,0.021423949182704023,0.19895751592117228,0.019746149159058802,0.29188279705882775,0.25186450018304923,0.053755556326983936,0.5548527459194801
169,27.34377589461376,0.5244422342144034,0.2813668320886791,197.52443361872486,0.008397366800655453,0.4925425431373763,0.9178753274008279,1.6764014999127538e-05,0.20472577702875464,0.17636300714699862,0.021317992997161327,0.19891023216263726,0.019692499044742538,0.29187171840575543,0.25169583405597096,0.053101180692411036,0.554656257193138
170,27.875654429135423,0.4872375550505062,0.2796292807906866,241.3521403703278,0.008371674786724825,0.4928561424722653,0.9221893810234828,1.0941531037396117e-05,0.20462242076165238,0.17613389827623613,0.021215963881657925,0.1988689230237347,0.019646261273816728,0.29186225571446467,0.2515456428076757,0.05251957420269583,0.5544811198060331
171,28.860310940014564,0.3218052727899,0.27595148398540914,214.28027494620994,0.008345818466491113,0.4916786231852494,0.9268571961610945,6.620666268048031e-06,0.20453459973883603,0.17593050953000205,0.021117205158411013,0.1988328176318515,0.01960646208165502,0.2918542027452449,0.25141160028583437,0.05200103585102106,0.5543246898763755
172,26.378991034639593,0.2578041957148656,0.2768603099975735,175.26166476488126,0.008319799100154882,0.489177516105848,0.9318463444409186,3.575933222082644e-06,0.20445400167447664,0.1757413976671339,0.021022989350749102,0.198799314842686,0.019569821720300532,0.2918468238313622,0.25128690234281625,0.05152040021923953,0.5541795319788839
173,27.92847459757644,0.25749721235740924,0.27962692617438734,38.88429353023499,0.008293617955863345,0.48841998705568646,0.9363298278998439,1.63114985055591e-06,0.20435937104202204,0.1755327821651767,0.02092964485819343,0.19876078564298869,0.019527665093104843,0.2918382727094233,0.25114906181329644,0.050994336216457936,0.5540213971242994
174,27.46657011564039,0.25680268576969073,0.2755134399048984,37.68258430277371,0.008267276309648533,0.48921235349333037,0.9403551701839266,5.252246164599706e-07,0.20425135012410622,0.17530524312017096,0.02083669993297809,0.19871756504153015,0.019480288724323263,0.2918286220415894,0.2509990336565452,0.05042605819162349,0.5538511993451544
175,26.654298673978897,0.25575278126811796,0.27771447179839015,35.6366147196844,0.008240775445365122,0.49138824406340115,0.9439653508808988,5.1788412744784066e-08,0.20413018228315427,0.17505883584380397,0.0207437632942451,0.1986697745565361,0.01942778280199347,0.2918178912029221,0.2508371279886509,0.04981675756364893,0.5536691724257163
176,27.135553292108455,0.33601908536564196,0.2706087571568787,36.71441059047644,0.008214116654627854,0.4948040720441723,0.947201371710231,4.831526368681002e-08,0.20399844615057594,0.1747977137529134,0.020651409977414128,0.1986183866843919,0.019371195723333907,0.2918062954110157,0.25066623372856023,0.04917733094686115,0.553478325984439
177,27.58392582675145,0.4385548088045681,0.2769915140233934,186.35536576540653,0.008187301236748575,0.49644922723421325,0.9508800543218091,3.8512720010473066e-07,0.20387932922923463,0.17455824229973077,0.02056299998141249,0.1985713739252804,0.019319756240286888,0.2917957856899142,0.2505091004009414,0.048591949475099,0.5533029716804071
178,27.654466561999573,0.38857245358419945,0.29787182505242527,217.90152023936062,0.008160330498672923,0.49650578392851386,0.9549391509546636,9.530094363145884e-07,0.2037764048901713,0.17434486712294783,0.020477390737869593,0.19852979063915674,0.01927483846349162,0.2917866794633356,0.2503680474474141,0.048067888730332374,0.5531455262432856
179,27.904528540431997,0.2655048758455493,0.28843839396722615,211.19080820111157,0.00813320575491662,0.4951458951087321,0.9593394098480728,1.6598825466666024e-06,0.20368587209375283,0.17415209468803217,0.020394811591729713,0.19849247640119982,0.01923497739130586,0.2917786572967889,0.2502399651561382,0.047593104519429955,0.5530025937076835
180,26.58817368660601,0.2527957483543844,0.30133276991546154,124.5754699703617,0.008105928327501413,0.4925358205336598,0.9641123685298761,2.4273673850675183e-06,0.2035983812507469,0.17396733653304336,0.020317059457356033,0.19845666925556563,0.019196617721611024,0.2917709259707944,0.2501180097101808,0.04714243099311267,0.5528667828979816
