K,eps_idx,eps,alpha_idx,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,9.999999999999999e-06,0.0,0.01,11.68626985258386,0.087095673,11.68626985258386
1.0,1.0,3.414548873833601e-05,0.0,0.01,11.686294086981755,0.046346549,11.686294086981755
1.0,2.0,0.00011659144011798311,0.0,0.01,11.68637647163019,0.046994833,11.68637647163019
1.0,3.0,0.00039810717055349735,0.0,0.01,11.686657971052812,0.050930014,11.686657971052812
2.0,0.0,9.999999999999999e-06,0.0,0.01,6.123969352667719,0.115635963,6.123969352667719
2.0,1.0,3.414548873833601e-05,0.0,0.01,6.123993473685792,0.101523494,6.123993473685792
2.0,2.0,0.00011659144011798311,0.0,0.01,6.12407648293863,0.101840757,6.12407648293863
2.0,3.0,0.00039810717055349735,0.0,0.01,6.1243574868163835,0.110286255,6.1243574868163835
3.0,0.0,9.999999999999999e-06,0.0,0.01,3.433892894877331,0.150535174,3.433892894877331
3.0,1.0,3.414548873833601e-05,0.0,0.01,3.4339170666779566,0.160849753,3.4339170666779566
3.0,2.0,0.00011659144011798311,0.0,0.01,3.433999444668313,0.160494375,3.433999444668313
3.0,3.0,0.00039810717055349735,0.0,0.01,3.434280945086126,0.160662702,3.434280945086126
4.0,0.0,9.999999999999999e-06,0.0,0.01,2.073110819227172,0.241940341,2.073110819227172
4.0,1.0,3.414548873833601e-05,0.0,0.01,2.0731349661455005,0.2413784,2.0731349661455005
4.0,2.0,0.00011659144011798311,0.0,0.01,2.0732174463887185,0.242987883,2.0732174463887185
4.0,3.0,0.00039810717055349735,0.0,0.01,2.0734989656552956,0.243670763,2.0734989656552956
5.0,0.0,9.999999999999999e-06,0.0,0.01,1.3372213057389424,0.344636267,1.3372213057389424
5.0,1.0,3.414548873833601e-05,0.0,0.01,1.3372454467648647,0.348140039,1.3372454467648647
5.0,2.0,0.00011659144011798311,0.0,0.01,1.3373279575950427,0.341609064,1.3373279575950427
5.0,3.0,0.00039810717055349735,0.0,0.01,1.3376094909495349,0.342907198,1.3376094909495349
6.0,0.0,9.999999999999999e-06,0.0,0.01,0.9103412688556877,0.504578203,0.9103412688556877
6.0,1.0,3.414548873833601e-05,0.0,0.01,0.9103654103064305,0.506051923,0.9103654103064305
6.0,2.0,0.00011659144011798311,0.0,0.01,0.9104478409439497,0.510365098,0.9104478409439497
6.0,3.0,0.00039810717055349735,0.0,0.01,0.9107293864454555,0.555678948,0.9107293864454555
7.0,0.0,9.999999999999999e-06,0.0,0.01,0.6470440083431347,0.688083996,0.6470440083431347
7.0,1.0,3.414548873833601e-05,0.0,0.01,0.6470681606733011,0.694054111,0.6470681606733011
7.0,2.0,0.00011659144011798311,0.0,0.01,0.6471505883975682,0.693963643,0.6471505883975682
7.0,3.0,0.00039810717055349735,0.0,0.01,0.6474321902430159,0.761578044,0.6474321902430159
8.0,0.0,9.999999999999999e-06,0.0,0.01,0.4763694149629456,0.860959798,0.4763694149629456
8.0,1.0,3.414548873833601e-05,0.0,0.01,0.47639355509818865,0.859734468,0.47639355509818865
8.0,2.0,0.00011659144011798311,0.0,0.01,0.4764759570344314,0.853930686,0.4764759570344314
8.0,3.0,0.00039810717055349735,0.0,0.01,0.47675753457723263,0.93670503,0.47675753457723263
9.0,0.0,9.999999999999999e-06,0.0,0.01,0.36109927734923414,1.110674809,0.36109927734923414
9.0,1.0,3.414548873833601e-05,0.0,0.01,0.3611234117787856,1.11430539,0.3611234117787856
