iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4
0,33005.1444483934,21.6646958340055,11.335419305134565,,,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0
1,33005.1444483934,21.664695834428674,25.08358539803885,0.0,1.0000000000000006e-06,0.10126272219078061,0.10126272219078061,0.99999999998,0.10126272219078061,0.10126272219078061,0.99999999998,0.10126272219078061,0.10126272219078061,0.99999999998,0.10126272219078061,0.10126272219078061,0.99999999998,0.10126272219078061,0.10126272219078061,0.99999999998
2,33005.15339143838,21.6646958366991,25.331694204127416,0.0,5.500000000000001e-06,0.1012627221796417,0.1012627221796417,0.99999999987,0.1012627221796417,0.1012627221796417,0.99999999987,0.1012627221796417,0.1012627221796417,0.99999999987,0.1012627221796417,0.1012627221796417,0.99999999987,0.1012627221796417,0.1012627221796417,0.99999999987
3,33005.1531990683,21.66576846242542,0.3634690619073808,198941.03870471937,1e-05,0.10125865656027823,0.101258656560541,0.9999872234567799,0.10126678783962938,0.101258656560624,1.0000127759387587,0.10126678784003154,0.10125865656017762,1.0000127759798365,0.10125865656014763,0.10126678783988638,0.9999872234512307,0.1012667878397576,0.10125865656117233,1.0000127759486288
4,33005.375682749334,21.66707055915036,0.3951648520305753,198606.7377095871,9.931634888554937e-06,0.10125372078698155,0.1012537238751837,0.9999717363697233,0.10127172446078118,0.10125371947138466,1.000028288280191,0.10127172591650468,0.1012537202953017,1.0000282910541627,0.10125372063317974,0.1012717245194575,0.9999717375043989,0.10127172179731199,0.10125371632814555,1.0000282726045748
5,33005.61540558043,21.668459158793524,0.3884154171682894,207912.82139469328,9.728616793536588e-06,0.10124845425375704,0.1012485071068282,0.9999567692172643,0.10127702121398337,0.10124846960907362,1.0000447840360331,0.10127700239930351,0.10124844146823955,1.0000449430624068,0.10124842951943881,0.10127699702560342,0.9999551017662331,0.10127697544420697,0.10124843381518384,1.0000446845333355
6,33005.93402782882,21.66987791434185,0.36439552810043097,198785.2220330119,9.397114317029975e-06,0.10124308969978482,0.10124317137580637,0.9999409395219078,0.10128237617238543,0.10124311511606233,1.0000613950219381,0.10128237160404699,0.10124307153258792,1.00006183632992,0.101243055555439,0.10128236422102531,0.9999382794162568,0.10128227292935094,0.10124309913174451,1.000061195930474
7,33006.232126048926,21.671284761434407,0.37574819405563176,177639.55060233083,8.947199994035402e-06,0.10123778559308365,0.10123788259891933,0.9999253485232978,0.10128760907605497,0.1012378168790354,1.0000774379109316,0.10128760765504877,0.10123778287857774,1.0000781059487585,0.10123778005263939,0.10128764599470215,0.9999216709329108,0.10128749530371932,0.10123822867812897,1.0000776010538766
8,33006.52589745183,21.67263037741973,0.3698250891175121,199615.10848462844,8.392544243589428e-06,0.10123270089103736,0.10123280445225835,0.9999102485365341,0.10129262648673674,0.10123276691159964,1.0000928497059116,0.10129264752229136,0.10123271062829634,1.0000938092753364,0.10123271477548748,0.10129271934739698,0.9999057273438843,0.10129248393618623,0.10123348411505007,1.0000930768940681
9,33006.809074493875,21.67389105912281,0.3644999691750854,198915.86459792207,7.75e-06,0.10122792904053035,0.10122803263567788,0.9998959446178708,0.10129733139183968,0.10122804738458843,1.0001073184878067,0.10129738764185273,0.10122794995664883,1.0001086081685118,0.10122795816002052,0.10129748697422694,0.999890775695769,0.10129715073681127,0.10122898490252577,1.000107417754685
10,33007.025626653776,21.675024786210958,0.3998191780410707,198974.36709623178,7.0390906449655104e-06,0.10122351378508711,0.10122369750792065,0.9998824937317107,0.10130165184570435,0.10122380843952536,1.0001205545460223,0.10130174381722241,0.10122357674389765,1.0001221990282192,0.1012235831703939,0.10130182463834227,0.9998770391050873,0.10130142969971119,0.10122475319404546,1.0001208143724971
11,33007.310791015356,21.67605246751163,0.361269871937111,198587.4725049729,6.281416799501188e-06,0.10121954842601524,0.10121978085615779,0.9998704786852975,0.10130554538092643,0.10121996817001981,1.0001325070364868,0.1013056784860783,0.10121963509494819,1.0001344848591267,0.10121964189435263,0.10130574490467381,0.9998647176664288,0.10130527892578939,0.10122093095511955,1.0001327285444215
12,33007.52550244805,21.67696251466451,0.36532390117645264,199147.37341195147,5.500000000000001e-06,0.10121605826333718,0.10121631791796398,0.9998599373822876,0.10130898240923104,0.1012165697745349,1.0001430755467444,0.10130915629123079,0.10121615748917676,1.0001453538792278,0.1012161647337386,0.10130921156232767,0.9998538581639328,0.10130867291887563,0.10121755255879994,1.0001431425713876
13,33007.70338690786,21.677741425688904,0.3677478120662272,202271.00156436284,4.718583200498814e-06,0.10121305940568655,0.1012133814792102,0.9998513719004879,0.1013119709210457,0.10121363991580765,1.0001522735116097,0.10131216683312498,0.1012131543769358,1.0001547843357737,0.1012131625766859,0.10131218259541412,0.9998445493763838,0.10131161541999066,0.10121457205097252,1.0001521420417057
14,33007.87452738337,21.678407758045054,0.37641977495513856,199491.55428100418,3.960909355034493e-06,0.10121056233356139,0.10121092105396873,0.999844731459094,0.10131450526543571,0.10121111577444937,1.00016016621322,0.10131472751555767,0.10121061740578247,1.0001627503111736,0.10121063368586013,0.10131469734025904,0.9998367989982967,0.10131411911634768,0.10121206495271073,1.0001599029337684
15,33008.01433941178,21.67895721887185,0.3685166270006448,198572.49672111348,3.2500000000000015e-06,0.10120850247925015,0.10120888391875066,0.9998391669539993,0.10131658736272521,0.101209040282779,1.000166641706671,0.10131683452538776,0.1012085282077909,1.0001693169093395,0.10120855020857389,0.1013167756163917,0.9998304133562749,0.10131617508779436,0.10121000525442825,1.0001662154781192
16,33008.12800405376,21.679399926607342,0.3646668118890375,198851.8880558267,2.607455756410573e-06,0.10120684184262481,0.10120723433854319,0.9998346042549081,0.10131825991300668,0.10120737456019044,1.0001718357083293,0.10131852861624427,0.10120684767268784,1.0001746052850016,0.10120687290622649,0.10131845260182949,0.9998252546219356,0.10131782528881697,0.101208353868712,1.0001712435472079
