iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8
0,2.8943579521406315,0.004101449688187046,0.2413049999740906,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832
1,2.8943579521406315,0.004101469154110896,0.3773967500310391,9.244417925337181,1.0000000000000006e-06,1.249997763934328,1.2499977639343034,1.2499977639343143,1.2499977639343092,1.250002236067685,1.2499977639343078,1.2499977639343152,1.2499977639343083,1.2499977639343325,-9.999993885895754e-07,0.2817525251258943,0.4340417827808775,0.5310628054050555,0.5987795940553765,0.6489223261229845,0.6876448540111384,0.7184988534597118,0.7436910466053832
2,2.8943634898189026,0.004101492093458016,0.3314073330257088,9.252020469489171,1.1800000000000006e-06,1.2499951252363422,1.249995125245119,1.2499951253877397,1.2499951253144614,1.250004874609285,1.249995125341585,1.2499951254230541,1.249995125385355,1.2499951254063757,-2.1278610750047717e-06,0.28175134508699606,0.4340406027787587,0.5310616253903082,0.5987807741240242,0.6489211461111576,0.6876436740078224,0.7184976734647356,0.7436910466053832
3,2.894369980732538,0.004101518526709566,0.008713332994375378,9.242923104456686,1.3600000000000005e-06,1.2499920842227494,1.2499920841929602,1.2499920843625216,1.249992084248174,1.250007915596983,1.249992084277879,1.2499920844088497,1.249992084350478,1.2499920843863976,-3.417190082170981e-06,0.281749985086797,0.4340392427854939,0.5310602653890306,0.5987821339152779,0.6489197860818323,0.6876423140035492,0.7184963134663859,0.7436910466053832
4,2.894377452661274,0.004101548458029233,0.008708583016414195,9.234279599713593,1.5400000000000005e-06,1.2499886410046674,1.2499886409622003,1.2499886408394534,1.249988640834572,1.250011359078398,1.2499886408713659,1.2499886408566847,1.2499886408416307,1.249988640868083,-4.875862943828029e-06,0.2817484451750297,0.4340377027993146,0.5310587254233057,0.5987836733703168,0.6489182460986489,0.6876407740160598,0.7184947734662895,0.7436910466053832
5,2.894385912122624,0.00410158188930901,0.008591749996412545,9.239067575154552,1.7200000000000005e-06,1.2499847953904502,1.2499847953280094,1.249984794806094,1.2499847949850966,1.2500152050205584,1.2499847949619005,1.2499847948626384,1.2499847948501026,1.2499847948467726,-6.5067415070141e-06,0.2817467252871062,0.43403598281149797,0.5310570054699306,0.5987853926882838,0.6489165260858826,0.6876390540307495,0.7184930534646085,0.7436910466053832
6,2.894395361849003,0.0041016188208104765,0.008719958015717566,9.239399756378287,1.9000000000000004e-06,1.2499805473844179,1.2499805472583052,1.249980546258349,1.249980546677646,1.2500194534723583,1.2499805466023273,1.2499805463937912,1.2499805463879994,1.249980546367137,-8.311147091758076e-06,0.2817448254110803,0.4340340828180292,0.5310551055233845,0.5987872919925564,0.6489146260892323,0.6876371540533267,0.7184911534658587,0.7436910466053832
7,2.894405803141972,0.0041016592547020335,0.008467916981317103,9.246894357327198,2.0800000000000004e-06,1.2499758965628998,1.2499758964343282,1.2499758952001705,1.2499758957425313,1.2500241042895075,1.2499758956179605,1.249975895523792,1.2499758954304308,1.2499758954512807,-1.0290203140132433e-05,0.28174274545912414,0.4340320028184668,0.5310530255436707,0.5987893712364659,0.6489125460130876,0.6876350740481083,0.7184890734637714,0.7436910466053832
8,2.8944172373932084,0.004101703189022285,0.008487957995384932,9.23979818133935,2.2600000000000004e-06,1.249970843404608,1.2499708432559238,1.2499708416347317,1.2499708423935485,1.250029157687339,1.2499708421440663,1.2499708421512497,1.249970842019693,1.2499708420527507,-1.244409567414725e-05,0.28174048554095293,0.43402974281662327,0.5310507655810397,0.5987916306654629,0.6489102859358127,0.6876328140430248,0.7184868134630885,0.7436910466053832
9,2.894429664371895,0.004101750624812358,0.00812970899278298,9.239063855263456,2.440000000000001e-06,1.2499653878689032,1.2499653877574886,1.2499653855215398,1.249965386646996,1.2500346135468337,1.2499653862342208,1.24996538617981,1.2499653860678566,1.2499653861900988,-1.4773293821868802e-05,0.2817380456727841,0.43402730281745905,0.5310483256444547,0.5987940701011084,0.6489078458941188,0.6876303740285195,0.7184843734442469,0.7436910466053832
