iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
0,0.039370300912012574,0.010015232323192683,0.515546832990367,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.035045262041927726,0.010015201791956446,0.17018049996113405,0.02451965416491264,9.999999999999972e-07,1.2500022360685281,1.2500022360677172,1.2500022360668241,1.2500022360657927,1.250002236064555,1.250002236063015,1.2500022360610163,1.2500022360582788,1.250002236054243,1.2500022360476057,1.2500022360344574,1.2500022359952512
2,0.03876384765130071,0.010015110698377728,0.1717025419929996,0.026520348987858045,2.980000000000002e-06,1.250008907487917,1.2500089080669683,1.2500089084712573,1.250008908598093,1.2500089085287829,1.2500089083251924,1.2500089080305548,1.2500089076755785,1.2500089072817127,1.250008906861717,1.2500089064142377,1.250008905876274
3,0.039012369483808956,0.010014959042064519,0.0028450420359149575,0.025682040956808913,4.960000000000007e-06,1.2500200073215522,1.2500200103663246,1.25002001272112,1.250020014167963,1.2500200152091083,1.2500200160083457,1.2500200166382884,1.2500200171433358,1.2500200175546294,1.2500200178904475,1.250020018142226,1.2500200181683296
4,0.038228625353954784,0.010014746878606219,0.002588332979939878,0.025511577770939146,6.939999999999998e-06,1.2500355353452588,1.2500355309010733,1.250035537645511,1.2500355442084141,1.2500355499261455,1.2500355548738409,1.2500355591882282,1.2500355629907098,1.250035566377591,1.2500355694148386,1.2500355721139957,1.2500355742470592
5,0.03726386625915192,0.01001447456881096,0.00275891600176692,0.025432273377597507,8.919999999999989e-06,1.2500554936988073,1.2500554684616914,1.2500554736188043,1.2500554821675627,1.2500554904035635,1.250055497694431,1.2500555040293568,1.250055509532634,1.250055514339966,1.2500555185556952,1.250055522203889,1.2500555249364411
6,0.03656656950064077,0.010014142370745658,0.0026182089932262897,0.024708793433229313,1.0899999999999994e-05,1.2500798366368506,1.2500798018786838,1.2500798054906237,1.2500798134259519,1.2500798213621742,1.2500798285585888,1.2500798349672155,1.250079840685996,1.2500798458276423,1.2500798504711563,1.250079854593239,1.2500798576467465
7,0.04011081028587088,0.010013748589644673,0.0028792499797418714,0.026689643052932945,1.2879999999999999e-05,1.2501086756423831,1.250108622125753,1.2501086293794375,1.2501086434394373,1.2501086575684162,1.250108670603081,1.25010868244953,1.2501086932381322,1.2501087031246962,1.250108712220562,1.250108720498814,1.250108727222067
8,0.03835254174328869,0.01001329400735237,0.002668708038982004,0.025962243732979954,1.4860000000000003e-05,1.2501419585975209,1.2501418984388346,1.250141912670433,1.2501419337996442,1.250141953889639,1.2501419719235716,1.250141988083372,1.250142002718687,1.2501420161376342,1.2501420285467422,1.2501420399467482,1.2501420493972317
9,0.03590708901877065,0.010012780596951636,0.0025444169878028333,0.024935028425791705,1.6840000000000008e-05,1.2501796215040453,1.2501795514137988,1.250179557223539,1.250179569154803,1.2501795794024495,1.250179587450882,1.2501795938482576,1.2501795991580253,1.2501796038000055,1.2501796080238259,1.250179611800753,1.2501796139049677
10,0.040242704266253856,0.010012204878357231,0.002634874952491373,0.026682733051616437,1.8819999999999986e-05,1.2502217885526006,1.2502217372452433,1.2502217475546722,1.2502217601181946,1.2502217689436868,1.2502217745347532,1.2502217780250664,1.2502217803087918,1.2502217819970602,1.2502217834455425,1.2502217846457937,1.2502217841029792
11,0.0388262746056712,0.010011567939703809,0.002581500040832907,0.02608845952059691,2.079999999999999e-05,1.250268409705239,1.250268389356696,1.2502684137299578,1.2502684340855323,1.2502684472822387,1.2502684551350212,1.2502684595479046,1.2502684618973958,1.250268463110741,1.25026846375006,1.2502684639038706,1.2502684618423043
12,0.03832457582592819,0.010010870946905547,0.002520292007829994,0.0251342820587011,2.2779999999999995e-05,1.2503193726978938,1.2503194017725223,1.2503194557294337,1.2503194962848982,1.2503195241617346,1.2503195433297674,1.2503195569330492,1.2503195670950316,1.25031957521884,1.250319582175923,1.2503195882181735,1.2503195913999332
13,0.036657185875264536,0.010010115037136698,0.0026554579962976277,0.025160906203970893,2.476e-05,1.250374718188821,1.2503747635622355,1.2503748349536108,1.2503748879662033,1.250374924502902,1.2503749499039618,1.2503749682220098,1.2503749821342593,1.2503749933821027,1.2503750030386203,1.250375011428637,1.2503750162894618
