K,eps_idx,eps,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,0.1,0.1,62.566756967013916,0.131381921,62.566756967013916
1.0,1.0,0.21544346900318834,0.1,63.13518666514845,0.105580615,63.13518666514845
1.0,2.0,0.46415888336127786,0.1,63.987979843472665,0.101103449,63.987979843472665
1.0,3.0,1.0,0.1,65.7362685400176,0.102784286,65.7362685400176
1.0,4.0,2.1544346900318834,0.1,69.46430835182878,0.094782851,69.46430835182878
1.0,5.0,4.6415888336127775,0.1,77.41121772756401,0.089964791,77.41121772756401
1.0,6.0,10.0,0.1,85.8958115539217,0.079704521,85.8958115539217
2.0,0.0,0.1,0.1,49.33098247273049,0.167913177,49.33098247273049
2.0,1.0,0.21544346900318834,0.1,49.84686500907302,0.17638208,49.84686500907302
2.0,2.0,0.46415888336127786,0.1,50.51370312878397,0.157682014,50.51370312878397
2.0,3.0,1.0,0.1,51.75562403745123,0.192224399,51.75562403745123
2.0,4.0,2.1544346900318834,0.1,54.36548200956668,0.179447573,54.36548200956668
2.0,5.0,4.6415888336127775,0.1,59.95780235956447,0.159447826,59.95780235956447
2.0,6.0,10.0,0.1,71.00435905856047,0.151038119,71.00435905856047
3.0,0.0,0.1,0.1,42.10727953999706,0.249123668,42.10727953999706
3.0,1.0,0.21544346900318834,0.1,42.47907832867069,0.256346331,42.47907832867069
3.0,2.0,0.46415888336127786,0.1,43.03195986012244,0.246149523,43.03195986012244
3.0,3.0,1.0,0.1,43.93819582306859,0.268111505,43.93819582306859
3.0,4.0,2.1544346900318834,0.1,45.81536446835722,0.260296359,45.81536446835722
3.0,5.0,4.6415888336127775,0.1,49.82678151677814,0.248331084,49.82678151677814
3.0,6.0,10.0,0.1,58.45360495177804,0.226594603,58.45360495177804
4.0,0.0,0.1,0.1,36.733390199648234,0.389360694,36.733390199648234
4.0,1.0,0.21544346900318834,0.1,37.007648715163995,0.376607076,37.007648715163995
4.0,2.0,0.46415888336127786,0.1,37.592692071166645,0.390726988,37.592692071166645
4.0,3.0,1.0,0.1,38.380209297027044,0.354358803,38.380209297027044
4.0,4.0,2.1544346900318834,0.1,39.82280132013467,0.383741634,39.82280132013467
4.0,5.0,4.6415888336127775,0.1,42.84757745470314,0.354754533,42.84757745470314
4.0,6.0,10.0,0.1,49.326784872940145,0.351184699,49.326784872940145
5.0,0.0,0.1,0.1,33.98699906286387,0.574285441,33.98699906286387
5.0,1.0,0.21544346900318834,0.1,34.19733335100367,0.579870219,34.19733335100367
5.0,2.0,0.46415888336127786,0.1,34.65048412178726,0.642979821,34.65048412178726
5.0,3.0,1.0,0.1,35.282669787608235,0.483049663,35.282669787608235
5.0,4.0,2.1544346900318834,0.1,36.39605451290947,0.528297589,36.39605451290947
5.0,5.0,4.6415888336127775,0.1,38.7211783673155,0.577289053,38.7211783673155
5.0,6.0,10.0,0.1,43.69768737014437,0.488427852,43.69768737014437
6.0,0.0,0.1,0.1,31.061234787492452,0.777902768,31.061234787492452
6.0,1.0,0.21544346900318834,0.1,31.22787795863684,0.819900953,31.22787795863684
6.0,2.0,0.46415888336127786,0.1,31.58689979197863,0.82883647,31.58689979197863
6.0,3.0,1.0,0.1,32.186435510000464,0.789228733,32.186435510000464
6.0,4.0,2.1544346900318834,0.1,33.09971370752467,0.777654207,33.09971370752467
6.0,5.0,4.6415888336127775,0.1,34.96608726384838,0.77844138,34.96608726384838
6.0,6.0,10.0,0.1,38.94503150661396,0.722417937,38.94503150661396
7.0,0.0,0.1,0.1,28.735438679413917,1.188071279,28.735438679413917
7.0,1.0,0.21544346900318834,0.1,28.87053452837465,1.305463181,28.87053452837465
7.0,2.0,0.46415888336127786,0.1,29.161590014989972,1.110369405,29.161590014989972
7.0,3.0,1.0,0.1,29.72243404114994,1.034978467,29.72243404114994
7.0,4.0,2.1544346900318834,0.1,30.497682892756252,0.999875244,30.497682892756252
7.0,5.0,4.6415888336127775,0.1,32.026365428896774,1.054123023,32.026365428896774
7.0,6.0,10.0,0.1,35.26564381285012,1.039462601,35.26564381285012
8.0,0.0,0.1,0.1,27.257733294345897,1.627288075,27.257733294345897
8.0,1.0,0.21544346900318834,0.1,27.369354772533676,1.6526805580000001,27.369354772533676
8.0,2.0,0.46415888336127786,0.1,27.609835999876196,1.510607359,27.609835999876196
