iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
0,3.2248448618849768,0.008823653685642587,0.2282820830005221,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,3.2248448618849768,0.008823663874119063,0.526927541999612,42.72708740722894,1.0000000000000006e-06,1.2500022360674938,1.2499977639343212,1.2499977639343332,1.2500022360676608,1.2499977639343018,1.2500022360676761,1.249997763934324,1.2499977639344175,1.2499977639343267,1.2500022360676588,1.2499977639343496,1.2499977639343793,1.2499977639343156
2,3.224846305725893,0.008823675896500629,0.35100824997061864,42.7268315258733,1.1800000000000006e-06,1.2500048746292391,1.2499951253789465,1.2499951253794694,1.2500048746297199,1.2499951253793264,1.250004874630917,1.2499951253795445,1.2499951253801482,1.2499951253794273,1.2500048746302348,1.2499951253789023,1.2499951253801724,1.2499951253788946
3,3.224848009453447,0.008823689752778035,0.0180324999964796,42.726541027274386,1.3600000000000005e-06,1.2500079156852841,1.249992084334899,1.249992084337426,1.2500079156864574,1.2499920843363594,1.2500079156918271,1.2499920843373291,1.2499920843394838,1.2499920843368098,1.250007915689201,1.2499920843343253,1.2499920843379115,1.2499920843344563
4,3.2248499730654547,0.008823705442939315,0.01760987500892952,42.72619625429469,1.5400000000000005e-06,1.2500113592360735,1.2499886408030676,1.249988640810038,1.2500113592385198,1.2499886408068972,1.2500113592532562,1.2499886408095426,1.249988640815284,1.2499886408081513,1.2500113592462505,1.2499886408006904,1.2499886408100385,1.249988640801654
5,3.2248521965592665,0.008823722966971764,0.017799666966311634,42.725813782841186,1.7200000000000005e-06,1.2500152052809428,1.2499847947843392,1.2499847947997675,1.2500152052861024,1.2499847947926364,1.2500152053187767,1.2499847947986291,1.24998479481156,1.2499847947954539,1.2500152053032936,1.2499847947781582,1.2499847947986014,1.2499847947809581
6,3.2248546799320064,0.008823742324868386,0.017594499979168177,42.725380187649144,1.9000000000000004e-06,1.2500194538216909,1.249980546277301,1.2499805463075362,1.2500194538311291,1.2499805462934508,1.2500194538949172,1.2499805463051932,1.2499805463299924,1.2499805462988964,1.2500194538649008,1.2499805462655558,1.2499805463056848,1.2499805462705393
7,3.2248574231816,0.008823763516606787,0.017619375023059547,42.72491122241136,2.0800000000000004e-06,1.2500241048535987,1.2499758952847144,1.24997589533876,1.2500241048709524,1.249975895313484,1.2500241049849663,1.2499758953343805,1.249975895377949,1.2499758953230389,1.2500241049313852,1.2499758952640505,1.2499758953361062,1.2499758952726177
8,3.224860426303499,0.008823786542169003,0.017759540991391987,42.72438730862613,2.2600000000000004e-06,1.250029158375691,1.2499708418070359,1.2499708418969124,1.250029158405032,1.2499708418550628,1.2500291585950922,1.2499708418895936,1.2499708419611906,1.2499708418705517,1.2500291585059442,1.249970841772889,1.2499708418944648,1.2499708417869657
9,3.2248636892938958,0.008823811401530861,0.0175947499810718,42.72383437645594,2.440000000000001e-06,1.2500346143837362,1.2499653858456807,1.249965385988648,1.2500346144298375,1.2499653859217188,1.2500346147312125,1.2499653859756938,1.249965386089276,1.2499653859456212,1.2500346145914418,1.249965385793291,1.2499653859851585,1.2499653858142703
10,3.224867212147939,0.008823838094681328,0.019602791988290846,42.723220302272175,2.6200000000000003e-06,1.2500404728775552,1.2499595273988637,1.24995952761664,1.2500404729460033,1.249959527514159,1.2500404734035606,1.2499595275952071,1.2499595277673488,1.2499595275498057,1.2500404731932762,1.2499595273204476,1.2499595276127922,1.249959527351643
