i,K,obj_val
0.0,1.0,9.70168104759369
0.0,2.0,5.317156377672065
0.0,3.0,3.7220086615067167
0.0,4.0,2.9059660061226698
0.0,5.0,2.3999345436587047
0.0,6.0,2.0538964386910887
0.0,7.0,1.7970651123397774
0.0,8.0,1.5939145936279662
0.0,9.0,1.4371282003621264
0.0,10.0,1.3093419883522213
0.0,11.0,1.2003833401840982
0.0,12.0,1.104747955613563
0.0,13.0,1.019563474156035
0.0,14.0,0.9440459952083025
0.0,15.0,0.8756214009846648
0.0,16.0,0.8134143113462473
0.0,17.0,0.7587263042488672
0.0,18.0,0.7093036148116898
0.0,19.0,0.6647043786191613
0.0,20.0,0.6239888196230847
0.0,21.0,0.5875552522882659
0.0,22.0,0.5541935166180245
0.0,23.0,0.5232682830388704
0.0,24.0,0.49502245858521743
0.0,25.0,0.46944443554407655
1.0,1.0,8.599553995278463
1.0,2.0,4.842226926120198
1.0,3.0,3.377782842601846
1.0,4.0,2.6239970745451338
1.0,5.0,2.1728496571291647
1.0,6.0,1.8666492734763622
1.0,7.0,1.6391847098065906
1.0,8.0,1.4634602890210235
1.0,9.0,1.3220798213918261
1.0,10.0,1.2078310078849777
1.0,11.0,1.11136492710947
1.0,12.0,1.029301458877077
1.0,13.0,0.9582003246221591
1.0,14.0,0.8948112121006586
1.0,15.0,0.8379690019360222
1.0,16.0,0.7861683411162819
1.0,17.0,0.7386967952202497
1.0,18.0,0.6947607988628546
1.0,19.0,0.653420319075626
1.0,20.0,0.6143640167482021
1.0,21.0,0.5773030493145228
1.0,22.0,0.5423277131989597
1.0,23.0,0.5094201640370155
1.0,24.0,0.47828108491594357
1.0,25.0,0.44863332058471617
2.0,1.0,9.428227020807022
2.0,2.0,5.3584673605514785
2.0,3.0,3.7065187077462474
2.0,4.0,2.841491515282063
2.0,5.0,2.325219322682533
2.0,6.0,1.9818496488356638
2.0,7.0,1.7335442802493999
2.0,8.0,1.5466493276006412
2.0,9.0,1.4031393972136135
2.0,10.0,1.2872556022562298
2.0,11.0,1.1914175798925868
2.0,12.0,1.1089439720847336
2.0,13.0,1.0379891857153778
2.0,14.0,0.9752082285197679
2.0,15.0,0.9193677477848174
2.0,16.0,0.8688895331307629
2.0,17.0,0.8233131861049481
2.0,18.0,0.7818988494723316
2.0,19.0,0.7440155867406775
2.0,20.0,0.7091648728460971
2.0,21.0,0.6766832604780273
2.0,22.0,0.6468617485361081
2.0,23.0,0.619020232472546
2.0,24.0,0.5929547430890594
2.0,25.0,0.5683133615085563
3.0,1.0,9.70544890612472
3.0,2.0,5.35283313374782
3.0,3.0,3.6501086434623264
3.0,4.0,2.790588390856346
3.0,5.0,2.2758703717735607
3.0,6.0,1.9341262440431723
3.0,7.0,1.694488421093138
3.0,8.0,1.5114597039092397
3.0,9.0,1.3628045140184977
3.0,10.0,1.2383791176704193
3.0,11.0,1.1328668886003577
3.0,12.0,1.0403163888144515
3.0,13.0,0.9576504190376145
3.0,14.0,0.8832974272184915
3.0,15.0,0.8174937655041337
3.0,16.0,0.7580083859507978
3.0,17.0,0.7040076828535371
3.0,18.0,0.6546228555052851
3.0,19.0,0.6100656192218663
3.0,20.0,0.5697412792247212
3.0,21.0,0.5322060643204667
3.0,22.0,0.497883465662186
3.0,23.0,0.4664540134881596
3.0,24.0,0.4374279622676598
3.0,25.0,0.4102196096527493
4.0,1.0,7.0289269432233885
4.0,2.0,4.045412222724074
4.0,3.0,2.8035763310784407
4.0,4.0,2.1548856323236585
4.0,5.0,1.7670284424025162
4.0,6.0,1.5058750580441371
4.0,7.0,1.3154189427633254
4.0,8.0,1.1698267257574368
4.0,9.0,1.0525506634904938
4.0,10.0,0.9575865026593258
4.0,11.0,0.876689285842752
4.0,12.0,0.8068135117009207
4.0,13.0,0.7461551727801474
4.0,14.0,0.6933702142880334
4.0,15.0,0.6463208647264178
4.0,16.0,0.6036573386476034
4.0,17.0,0.564022559118448
4.0,18.0,0.5271450849394697
4.0,19.0,0.49261406090124726
4.0,20.0,0.4605201298805479
4.0,21.0,0.4307583271024358
4.0,22.0,0.4028015178881539
4.0,23.0,0.3768927998625271
4.0,24.0,0.3530078343304872
4.0,25.0,0.33139163503839075
5.0,1.0,12.76614643001042
5.0,2.0,6.93582693575338
5.0,3.0,4.621699978681854
5.0,4.0,3.4695713992338346
5.0,5.0,2.8115365563252874
5.0,6.0,2.378280526435417
5.0,7.0,2.06481779685756
5.0,8.0,1.8320506307369167
5.0,9.0,1.6486888897793657
5.0,10.0,1.4976975051002013
5.0,11.0,1.3697859596655855
5.0,12.0,1.2607026994459973
5.0,13.0,1.1663331553410288
5.0,14.0,1.0821284350691265
5.0,15.0,1.0065393537506342
5.0,16.0,0.9391772130014848
5.0,17.0,0.8785183561541077
5.0,18.0,0.8243043306731259
5.0,19.0,0.7755068077576341
5.0,20.0,0.7322095906894655
5.0,21.0,0.6923624749350177
5.0,22.0,0.6554154408698292
5.0,23.0,0.6212156906734068
5.0,24.0,0.58913363340631
5.0,25.0,0.5591608529503702
6.0,1.0,9.469185968321966
6.0,2.0,5.2546407381154
6.0,3.0,3.731994486857399
6.0,4.0,2.974827486992389
6.0,5.0,2.510945627915497
6.0,6.0,2.1856058738698376
6.0,7.0,1.938340547070955
6.0,8.0,1.7382339690384576
6.0,9.0,1.5725239894692757
6.0,10.0,1.4310867674521424
6.0,11.0,1.3083247954666888
6.0,12.0,1.1997424508379995
6.0,13.0,1.1045450194609767
6.0,14.0,1.020382597653395
6.0,15.0,0.9468818395081069
6.0,16.0,0.881660441678604
6.0,17.0,0.8246857493835469
6.0,18.0,0.77390039058045
6.0,19.0,0.7278159657611791
6.0,20.0,0.6852672961948256
6.0,21.0,0.6456315747403263
6.0,22.0,0.6090810825895954
6.0,23.0,0.5746528318815729
6.0,24.0,0.542085316255303
6.0,25.0,0.5119696980670012
7.0,1.0,7.090721985630643
7.0,2.0,4.197454878476823
7.0,3.0,3.0284660315548164
7.0,4.0,2.4174480924012816
7.0,5.0,2.034656032420247
7.0,6.0,1.7684657916399633
7.0,7.0,1.5640971706711078
7.0,8.0,1.4025728806418432
7.0,9.0,1.2666896301686705
7.0,10.0,1.1522611285903146
7.0,11.0,1.0551483898867087
7.0,12.0,0.969388489698173
7.0,13.0,0.8935666606132857
7.0,14.0,0.8266245818992903
7.0,15.0,0.7663976323416808
7.0,16.0,0.7114893617778817
7.0,17.0,0.6618192933572029
7.0,18.0,0.6160305295779471
7.0,19.0,0.5733107755206737
7.0,20.0,0.533329263809124
7.0,21.0,0.49607495639538435
7.0,22.0,0.46107777303806774
7.0,23.0,0.428117729726762
7.0,24.0,0.3976558875244329
7.0,25.0,0.36899662884760964
8.0,1.0,10.742506030443334
8.0,2.0,6.263451052350086
8.0,3.0,4.401789506117717
8.0,4.0,3.4161254168822905
8.0,5.0,2.8165954473801422
8.0,6.0,2.4023747454947877
8.0,7.0,2.098801437515342
8.0,8.0,1.8654971608560968
8.0,9.0,1.6806489423977684
8.0,10.0,1.5277338863102283
8.0,11.0,1.4000398793060223
8.0,12.0,1.2893534110662612
