iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4
122,23.379630707691923,0.33144914022661287,0.4452606791164726,29.84874124833208,0.009398303040046649,0.4343241267748969,0.7114064062649613,0.026112295915398497,0.19824107027502755,0.22107240007936943,0.039463596426517616,0.11027111021509751,0.01111743386384279,0.31828550573564973,0.17951011566249633,0.034421224965856284,0.49758374963166757,0.1875134914713666,0.0734572676598327,0.7441174994960328
123,23.373989292669986,0.3265763230660582,0.46540535404346883,30.12611166237416,0.009381595246879296,0.4395345226949956,0.7154407567939168,0.024436489535883735,0.19844296866289676,0.2202647755400185,0.03813482060185442,0.11026888488611983,0.011117533214351712,0.31826052626363843,0.17948390084917823,0.03440251635669893,0.4975811138590075,0.1874167867618024,0.07287601491419947,0.7439085471494119
124,22.220740482360526,0.6745731506592663,0.4542128290049732,27.218483996620968,0.009364673925310414,0.4460894093875614,0.7190732553642236,0.022972180387936497,0.19861126530833548,0.21944456951580996,0.0368508629054547,0.11026336765919932,0.011115168313967388,0.3182377760275717,0.17944005541357474,0.034357898823888296,0.49757263980045485,0.18729900378514436,0.07219728561694248,0.7436594124598913
125,23.785829578857335,0.9665898163317799,0.4469198889564723,214.1483338877206,0.009347539900061343,0.45022774150465394,0.7233292940166464,0.021396796235182595,0.1987743468828819,0.2187028909358588,0.03568163981360034,0.11025956117697774,0.011114812721562752,0.31821754017663073,0.17940569087012573,0.0343270191738809,0.49756768022919823,0.1871964233239781,0.07160042529321803,0.7434419242837216
126,23.803659119550957,0.9777009757775126,0.4455612921155989,253.96780611808964,0.009330194006220302,0.452177395076886,0.7281155468312404,0.019755922761321022,0.19893757183921773,0.21804045774013234,0.034614914399008705,0.11025799840819872,0.011117046831166776,0.31819967721885883,0.17938351492725121,0.03431436886893406,0.4975673544460717,0.1871117347126571,0.07109638556482352,0.7432612782335926
127,23.22340564790039,0.7263761683407068,0.4441187768243253,252.01816786283612,0.009312637089201685,0.4521644037896216,0.7333755189584132,0.018085567476801644,0.19910086416128153,0.21745011798323052,0.03363967251522071,0.11025850835851767,0.011121638395576292,0.3181839590238552,0.17937261666207352,0.03431844883588517,0.49757128958401853,0.18704369950698516,0.07067775884538366,0.7431148903014332
128,24.13911481764098,0.39524782969702205,0.4651122968643904,218.03508712192726,0.009294870004704857,0.45040992398477975,0.7390918354631636,0.016412233287712456,0.19926092166313092,0.21691948851505302,0.03274575719698331,0.11026085775115384,0.011127724969679995,0.3181700870019488,0.17937099608275578,0.03433278565512026,0.49757782958596686,0.18698913400294817,0.07031850361977468,0.7429919702467842
129,22.911452847793086,0.31631197415795786,0.4488135240972042,154.67363699214368,0.009276893618672453,0.44712340134756684,0.7452630459994232,0.014758508068388026,0.19940768689429808,0.21642971342187498,0.031927080947689646,0.11026290992749337,0.011133551091258836,0.31815765371749594,0.17936851567241963,0.03434508022114606,0.497583800783411,0.18693690026150006,0.06997793461682439,0.7428751116127744
130,21.97786485584885,0.3160514203014998,0.4445335741620511,27.453560187750913,0.009258708807248167,0.44600213885405054,0.7508273189948698,0.0133422518072269,0.19951793903192752,0.21590967036619998,0.031131040432117063,0.1102603106777669,0.011134998386337443,0.3181460230433858,0.1793417528310623,0.03432040662971829,0.49758098322218197,0.18685612977007732,0.06950040835636369,0.7427029670512919
131,21.81243176504428,0.3149515512422902,0.446599141927436,27.309408457226578,0.009240316456734052,0.4467973969726625,0.7558413310459086,0.012126200033692719,0.1995966879991502,0.21536736229486664,0.030359246048641535,0.11025395027962952,0.011132915188979743,0.3181351731996702,0.17929535889181045,0.03426564762764277,0.49757104245563044,0.1867526271569944,0.06891483548499375,0.7424869175876528
132,23.446257944360287,0.31319305112533513,0.44412715500220656,30.334022235275736,0.009221717463547325,0.44929919622952647,0.7603566807305598,0.011079337411957142,0.19964810625521112,0.21481234383237147,0.02961724908690172,0.11024445394709617,0.011127818616364233,0.3181250427848337,0.1792327438760432,0.03418569739488118,0.4975550977690952,0.18663107636947032,0.06824473087207421,0.7422361347263343
133,22.638005164242646,0.31091168849187767,0.46352087100967765,30.071794035978815,0.009202912734176675,0.45332898375984404,0.7644195055337951,0.010175804241454268,0.19967478361166724,0.21424920290591123,0.028906687485326085,0.11023210390466773,0.011119854541628062,0.3181155267011813,0.17915563983481672,0.03408332784944949,0.49753369867304087,0.18649352349547466,0.06750246748778499,0.7419545728591588
134,22.797809172841443,0.33168611294546224,0.4479591641575098,29.685418345323026,0.009183903185138079,0.45873399992200087,0.7680704933338899,0.009393998420740238,0.19967774688834103,0.21367896809329867,0.02822732460131173,0.11021696039014292,0.011109047867753777,0.31810653138387096,0.17906432820913853,0.03395863632566445,0.4975068486800987,0.1863407612555518,0.06669131661258303,0.741643713307434
135,21.992707674801167,0.4283277541933302,0.4468485959805548,117.80633472578077,0.009164689742930143,0.4619116931552978,0.7723863418741049,0.008581411540847685,0.19967752592392712,0.21315032611968773,0.027605661732532424,0.11020256493675391,0.011098781606142407,0.3180983772001286,0.17897771677420518,0.033840211891545346,0.4974812942475827,0.18619685852116452,0.06593178218460911,0.7413511626413052
136,22.41052539032828,0.4125186029290653,0.44725613202899694,175.16511109716146,0.009145273343988932,0.4630705750007984,0.7772347138465494,0.007764361731579136,0.19968144367639243,0.2126689761870178,0.027033705514440214,0.11018978490720867,0.011090155648978592,0.31809114244389997,0.17889998994584497,0.03373506518216471,0.49745884631420456,0.18606579884970062,0.06524138883895829,0.7410847451919874
137,22.451851743348072,0.31472925554851305,0.44572321488521993,169.78570837971063,0.009125654934642336,0.4624238682964304,0.7825649008388524,0.006957589746228043,0.1996878620535738,0.21222883357845576,0.02650651900354002,0.11017827266439026,0.011082788717762786,0.3180847074811778,0.17882931518879133,0.03364028964422897,0.49743881161197523,0.1859452613461338,0.06460766668954153,0.7408398045971823
138,21.783183905277895,0.30518161731480054,0.4637189549393952,99.14233737133584,0.009105835471063953,0.4601883433005195,0.7884191133192291,0.006165781997205946,0.1996867055568224,0.21181287652641664,0.02602223180956457,0.11016659736478505,0.011074990805213106,0.3180787767529146,0.17875850988876282,0.03354425397218049,0.4974182797488089,0.18582730447312276,0.06399164414140018,0.7406005611018676
139,22.09680196116929,0.30459421376172174,0.4461630959995091,29.45887401973645,0.009085815919226475,0.4599326561371519,0.7936908063598056,0.005492952144615161,0.19966108732459206,0.2113772346290914,0.02555401139059788,0.11015172495637883,0.011063770177098845,0.31807293639819373,0.17867143628468463,0.033422249557087454,0.4973914698950151,0.18569142994825424,0.06328925706728097,0.7403263843585434
140,21.76943053605174,0.30330967477634235,0.44598825206048787,27.15831309643049,0.009065597254854615,0.46143567638491934,0.7984283553654401,0.004919733909997878,0.19960809523026307,0.2109144635892561,0.025097974074916814,0.11013312641882039,0.01104858366493055,0.31806707225020825,0.17856527411324172,0.03326985564111736,0.49735735240646156,0.18553413157796192,0.06248314699845872,0.7400102836952461
141,21.655037647673357,0.30147659789896153,0.4457427831366658,27.803164694628254,0.00904518046337755,0.46450970699364746,0.8026839176596932,0.004430094755663976,0.19953295853774286,0.21043389602084003,0.024656988956619313,0.11011174998022434,0.011030378580635738,0.3180612552002416,0.1784449997233515,0.03309470245009937,0.4973177262418284,0.18536164981247807,0.06160496234756181,0.7396645622205317
142,21.406977374073648,0.32404430734861056,0.44952200003899634,26.785626399479163,0.009024566539880893,0.4689939868580405,0.8064999670839371,0.004010742097740976,0.1994352233850992,0.20993402538058611,0.024230356800935885,0.11008742381152933,0.011008984839446252,0.3180554170743807,0.17830969631748603,0.032895334575671085,0.49727218441702264,0.18517302741161082,0.06065102171983261,0.7392872889792101
143,21.948213525406395,0.3876714091243457,0.4643970129545778,113.61686395191646,0.009003756489058193,0.4713850458496471,0.810937152064216,0.003590854433324843,0.19934289925578969,0.20946932298701934,0.02383659938850885,0.11006461676183756,0.01098896818911905,0.31805008020100983,0.17818286410025472,0.03270871267254866,0.4972294790044966,0.18499647545971795,0.05976339181526061,0.7389342253832599
144,22.852927812191506,0.35234557851511356,0.4455777620896697,156.92145999795946,0.00898275132516197,0.47188689117627813,0.8158820517681624,0.003181257385160633,0.1992616129043805,0.20904502380022047,0.023471033248859158,0.11004399491536615,0.010971211858714351,0.31804533745847113,0.1780676332750415,0.032540035454803266,0.49719097258415645,0.18483498430614087,0.05895471646502726,0.7386112633477034
145,21.684292272485617,0.29600860878596225,0.44818225293420255,142.86086421903863,0.008961552071954277,0.4707020258496876,0.8212843074073949,0.0027882128252248897,0.1991877211869257,0.20865396740554606,0.02313173079430166,0.11002503983820862,0.010955074697686196,0.31804107212457816,0.1779614305285726,0.032385003149028875,0.4971556332394207,0.18468570099369283,0.058209787074195045,0.7383127438517805
146,21.96290650423926,0.29492755721082775,0.44735237397253513,28.813797723201514,0.008940159762656805,0.4713362142888506,0.8261404560308999,0.0024562047943515234,0.19909255584063973,0.20824206948020274,0.022803154254489068,0.11000327612500663,0.010935692698468688,0.3180366410137289,0.17784116788338444,0.03220667533259841,0.4971146262908587,0.1845216719085716,0.05739366702164033,0.7379853827239662
147,22.05465006829949,0.2964008050198991,0.45993320900015533,30.222295426992716,0.008918575439900538,0.47359174648774,0.8305040087831188,0.0021750452444427937,0.19898109532117544,0.20781696144225723,0.022485901346699224,0.10997944454189788,0.010913855219981025,0.31803211521335617,0.1777106911962935,0.032011210682228494,0.49706938176207316,0.18434748986929775,0.056530109834035704,0.7376382282737546
148,22.09957014320884,0.29233012082294396,0.4608813861850649,84.22424689106587,0.008896800155674905,0.4740173538984331,0.8354833284362827,0.0019014017544668894,0.19887346082403634,0.20741535531669572,0.02219304725389349,0.1099581892268007,0.01089270325522446,0.31802785033524433,0.17759191142715802,0.03182311243597196,0.4970256523292804,0.18418779571946758,0.05571063212401455,0.7373072029908442
149,22.374170026671113,0.3094969465569925,0.44609796116128564,30.029161621367265,0.008874834971276547,0.47607252032961606,0.8399561708611052,0.0016705889295015942,0.1987485943668537,0.20699770145079413,0.021909829979475045,0.10993463283676973,0.010869011804591346,0.31802344188844245,0.17746189976138915,0.03161714400099851,0.49697754403256555,0.18401691884128202,0.054840935518289564,0.7369555970378991
150,21.474413305764315,0.28978556137848205,0.4454634429421276,113.98135539160587,0.008852680957257558,0.476314550067754,0.8449371158136301,0.001450615496636483,0.198629539270041,0.20660595696044073,0.02164733818133655,0.10991228795923215,0.010846585343709568,0.3180193444549423,0.17733877091322992,0.031422524983248594,0.4969319823540022,0.18385568356187224,0.054025738427957215,0.7366243765204245
151,21.824005707871432,0.3167385627696625,0.44504539715126157,28.797779043858547,0.00883033919337333,0.47819118157688745,0.849408849217211,0.0012657233030001361,0.19849209459561573,0.2061937259241946,0.021391134174166257,0.10988744506581909,0.010821359159542,0.3180150371465402,0.1772033459107939,0.03120800908113203,0.49688157456532356,0.1836820034696019,0.05315309540321812,0.7362698299247693
152,21.88418257321517,0.2897747959250097,0.46620237408205867,124.00704088102553,0.008807810768529916,0.47828265217749455,0.8543689882858496,0.0010912664443875183,0.19836264995629346,0.20580825070900394,0.021152644252392817,0.10986406422713253,0.010797705887375655,0.31801105177134925,0.17707594375357763,0.031006734824881133,0.49683418393261747,0.18351886430018605,0.05233866136532135,0.7359371920288476
153,21.939972243479247,0.2866142276911596,0.45515953400172293,81.68538166319199,0.008785096780730956,0.4767960654651343,0.8598640568908785,0.0009274810953477704,0.19823595823531312,0.20544124064469016,0.020931724832220205,0.10984145815306082,0.010774739084546766,0.31800725769375093,0.17695319511449717,0.030812863172697456,0.49678841832939485,0.18336274921098086,0.05156365737471468,0.7356194269093682
154,22.563701116393066,0.28551804646944706,0.44575081299990416,31.569657770460516,0.008762198337024175,0.4771000941614823,0.8648048007345918,0.0007913363645658676,0.1980957639305865,0.2050594360583757,0.020715470836722243,0.10981707371226729,0.010749702136456145,0.3180033035343452,0.17682181241402292,0.03060463143361167,0.4967391358886781,0.18319841223815167,0.05075081196931829,0.7352863784753954
155,22.08805766359741,0.28397570724659504,0.447460840921849,30.425586699264056,0.00873911655344741,0.47899919490933585,0.8692416642389938,0.0006779475921044547,0.1979418690240365,0.20466177129588614,0.020503025011693116,0.10979086701456207,0.010722536228498706,0.3179991691235337,0.17668157011098384,0.030381680769623762,0.49668622488204306,0.1830255652957483,0.049899291806703244,0.7349373925961065
156,22.08923767342153,0.30356975804848435,0.44824781198985875,30.09022411927422,0.008715852554974233,0.48232587840452235,0.8732206785328387,0.0005833171580116611,0.197774044189264,0.20424771112341583,0.02029437190570405,0.10976283594108883,0.01069318379153667,0.3179948373969475,0.17653252345969384,0.03014396869033888,0.49662968334833246,0.18284435757119188,0.049009802449908726,0.7345726866424801
157,21.624550806251445,0.33000457498835023,0.46804765216074884,109.77735763650199,0.008692407475459107,0.4837538943961405,0.8777399141671193,0.0004952355177501574,0.19761681819246338,0.20386048820386227,0.020099125743806567,0.1097365773788551,0.010665749623260534,0.3179908186076999,0.17639291890030548,0.02992178808127862,0.4965767151998712,0.18267485845405199,0.048183031453285036,0.7342317377683681
158,21.95998088017335,0.286675869569708,0.4491892959922552,139.82247235780696,0.00866878245758213,0.4834754579210133,0.8826997420954839,0.0004148491984982084,0.197472424313823,0.2035021894328658,0.019915514411713346,0.10971235504604986,0.010640561970628709,0.3179871531056162,0.17626401157917113,0.029717222905305984,0.4965278954395762,0.18251810535512822,0.04742253533664262,0.7339165335680676
159,22.76697787792807,0.2790894078805913,0.44871675688773394,90.28519946339436,0.008644978652793346,0.48168959036128994,0.8881513273448026,0.0003418706473862328,0.19733267516595854,0.20316050629298146,0.019743950128513623,0.10968905859126167,0.010616258143497944,0.3179836496923156,0.17614030140275413,0.02952082636831502,0.49648091735157585,0.18236846929582212,0.04669994294130963,0.733615936541861
160,22.262659139331614,0.27801525052426185,0.4480849071405828,30.314471309272925,0.00862099722125662,0.48168360489083994,0.8930469689787104,0.0002821867217384605,0.1971759655285704,0.20279584072462908,0.019574006786773807,0.10966356079042923,0.01058918050421075,0.3179798454240311,0.17600596086559706,0.0293059337709898,0.49642948318022795,0.18220869329568223,0.04592778900924216,0.7332959200497225
161,21.2833144564095,0.27648338010505213,0.45319966203533113,28.97240538809537,0.008596839331793086,0.4832621219585186,0.8974379721160874,0.00023333648216731451,0.1970029002025949,0.20240856498430343,0.01940504886796177,0.10963595266981264,0.010559425251034905,0.31797574632096803,0.17586144995420128,0.029073316498910803,0.4963737516397568,0.18203933824026886,0.0451095445960848,0.732957538885709
162,21.42200620457743,0.27523681314840903,0.46466998499818146,29.253091112642924,0.0085725061618242,0.48625769873244806,0.9013727021299829,0.00019331820596090406,0.19681562943804073,0.20200291367193055,0.019238810486772624,0.10960660251511478,0.010527416916492663,0.317971398490023,0.1757086377111502,0.028826165554396817,0.4963144443631193,0.1818624562301665,0.044256383818439854,0.7326047884122978
163,22.019535349782103,0.2864229767679696,0.4472321921493858,79.08236093926237,0.008547998897314337,0.4874337642039806,0.9059000875527893,0.00015731566346211665,0.19663617922699672,0.2016181206400701,0.019084541841842526,0.10957864017734995,0.010496823389754814,0.31796725724041186,0.17556333464714108,0.028591313873298125,0.496257919725659,0.1816949662988725,0.04345338098236525,0.7322709176487363
164,21.404725214100566,0.2720860601452117,0.44692592811770737,106.51991521442083,0.008523318732712993,0.4869709210798845,0.9108779266707809,0.00012570225466143465,0.1964668595419328,0.2012561536524328,0.018940017139725793,0.10955231687106891,0.01046798114142409,0.3179633670249131,0.17542669153011284,0.02837067042059659,0.49620469299485653,0.18153785218960303,0.04270431666611726,0.7319578328320118
165,21.079436078903633,0.2706195903660266,0.4478369909338653,27.332534872603404,0.008498466870896572,0.48811626704667077,0.9153506803676134,0.00010026985254928818,0.19628668464615773,0.2008711379195199,0.01879521597075651,0.10952958998334154,0.010436459390460298,0.3179591437324199,0.17530181462657196,0.0281320698386807,0.4961470698902549,0.18139297526439596,0.04191066809088689,0.7316273637171861
166,21.566940536771106,0.33912599313002617,0.46615874604322016,29.29757446980253,0.008473444523109757,0.49069808764995293,0.9193596208390031,7.98294314722925e-05,0.19609400167554744,0.20046977387574436,0.018651729321358983,0.10950491640518735,0.010403043936912252,0.317954706588881,0.17516828400645645,0.027881672596426647,0.4960865689176612,0.18124050005778694,0.041091589002757244,0.731286480180603
167,21.20196535227932,0.34806855223189076,0.46128560206852853,169.93039139376137,0.008448252908906481,0.4915046629251879,0.9237782573826911,6.232343182610675e-05,0.1959192440025345,0.20010230845980487,0.01851616984452307,0.10948238157176368,0.010372753123245922,0.31795069872212134,0.17504619682469033,0.027654017324759143,0.49603146302641404,0.18110075527648248,0.04034735954307234,0.7309746881636264
168,21.384528475458485,0.2761163381682337,0.4486300330609083,174.05540571489314,0.00842289325609048,0.49072456168080014,0.9285633894934249,4.756714399809186e-05,0.19576140454538993,0.19976643648184356,0.018387551835162233,0.10946185904508435,0.010345388332916311,0.31794709509812846,0.174934798217506,0.027447339220115944,0.4959813813132927,0.18097285469141453,0.039671294233799774,0.7306898484573168
169,21.341711957863232,0.26598600879005546,0.44975523999892175,99.9696294082596,0.008397366800655453,0.48854303761950296,0.9337635074059837,3.527976870184973e-05,0.19561048056603106,0.19944741499542362,0.018266826424078016,0.1094421441643872,0.010319282634711142,0.3179436638970414,0.17482831588411893,0.02725110323873311,0.49593374358859027,0.18085129251030235,0.03903500592228503,0.7304207862441767
170,21.616610333662,0.2649656057153564,0.4501903750933707,29.466992239447308,0.008371674786724825,0.48811420837890496,0.9384287224326141,2.5786691378154326e-05,0.19544292029042917,0.19910393907945675,0.018145442582647935,0.10942013327518889,0.010290532013914265,0.3179399111673942,0.17471129031574806,0.027037937080770093,0.4958820732487368,0.18072035849792267,0.03835839579520256,0.7301363236040064
171,22.485963888369326,0.26359211837540714,0.4657265960704535,32.63384614501811,0.008345818466491113,0.4892443563697882,0.9426136237755285,1.851175647419226e-05,0.195264690496942,0.19874596914168471,0.01802500590229226,0.10939662913988867,0.010260106273186369,0.317935953141405,0.1745876610607257,0.02681467017484109,0.4958279341545819,0.18058400260492055,0.03766174367192769,0.7298439202628724
172,20.690373031398217,0.26179313862673154,0.4478653359692544,26.793493110489013,0.008319799100154882,0.4917667821434338,0.9463546684987116,1.2992538284745416e-05,0.19506608130491151,0.19835679179112337,0.01790250599877617,0.10937042079647913,0.01022640636911132,0.3179315895680043,0.1744514394881664,0.02657043009838378,0.4957687682730798,0.18043629766907032,0.03691463719299528,0.7295316764399904
173,21.952588641000077,0.3691460056927028,0.44830166595056653,30.700570570743967,0.008293617955863345,0.4955380545636495,0.9497000757062358,8.858375978237829e-06,0.19485548925024299,0.19795078896882667,0.017780671281570928,0.10934257988450917,0.010190786941632161,0.31792698088295146,0.17430788156674631,0.0263146261466942,0.4957067008988997,0.18028241653711483,0.03614443727058801,0.7292095050921056
174,21.746305177933365,0.5139703679081408,0.4510441420134157,189.1988477713111,0.008267276309648533,0.49745688655021797,0.9534859385851309,5.701543249545483e-06,0.1946664877464703,0.19758222045023255,0.017664769339960727,0.10931742448374698,0.010158798415527843,0.31792285859288943,0.17417788514954038,0.026084019807407197,0.4956506422232088,0.1801425830907443,0.03544994363112424,0.728916872479889
175,21.345792293270343,0.47738806069040224,0.4599687971640378,254.83629281838574,0.008240775445365122,0.49771127735433257,0.957630507107076,3.38669723278987e-06,0.19450176715357564,0.1972546475664789,0.017554067425205037,0.10929526950561697,0.010130911374261857,0.31791929380196843,0.1740627500618919,0.025880710669992472,0.4956012059896258,0.18001770569374134,0.03483329812279645,0.7286553717619617
176,21.70127241586252,0.3136251366277783,0.4614061829634011,244.57672136284688,0.008214116654627854,0.49648146398180176,0.9621011763198573,1.7788682950166195e-06,0.19435805650599702,0.19696274641894515,0.017448171282039657,0.10927572127098736,0.010106545653875304,0.3179162073507022,0.17396060244609743,0.025701091935124303,0.4955575504916759,0.17990596812069565,0.03428419239000928,0.7284212694008895
177,21.68040672925713,0.2559042593342589,0.44845472602173686,162.31915207575406,0.008187301236748575,0.4939383575862267,0.9669068525938997,7.52281097608806e-07,0.1942257250727194,0.19669195275290993,0.017347395165720335,0.10925763940675448,0.01008410030593186,0.3179133753263278,0.17386607379942032,0.025535298565682683,0.49551723748586346,0.17980254215364966,0.03377854058227776,0.7282049420382247
178,21.53469454796168,0.25512613353625685,0.44732227292843163,30.916843398743413,0.008160330498672923,0.49313329692371294,0.9712167595941175,2.0041309089164203e-07,0.194078310930556,0.19639846475417028,0.017246196580796316,0.10923771795236406,0.010059186679673916,0.3179102202104978,0.1737632243536674,0.02535459164067974,0.4954733473618324,0.1796923208351146,0.03324106940689345,0.7279766320139954
179,21.804939198074564,0.25395739912895793,0.4506697990000248,30.08159953754897,0.00813320575491662,0.4938725705243424,0.9750751814921411,4.910913827176977e-09,0.193913582018728,0.19607832028195166,0.01714372094260467,0.10921572252797186,0.010031454504399472,0.31790670074144,0.17365090893742263,0.025156775461644857,0.4954253698043059,0.1795742408869222,0.032666363302654336,0.7277341240217997
180,20.940650140645385,0.2524266557526481,0.4658560419920832,27.90068153225562,0.008105928327501413,0.49598973945388247,0.9785239832518111,7.27122879801659e-08,0.19373136970402158,0.1957310287541095,0.017039656418007344,0.10919164603668773,0.010000873925951377,0.3179028117411384,0.17352909110725864,0.02494178584990897,0.49537326140759586,0.17944825989184018,0.032054786820921555,0.7274772171490994
181,21.997876465677585,0.32912981484978165,0.4477681170683354,31.305942492292218,0.008078499545890629,0.49934125272841656,0.981614925603089,3.3096852747440103e-07,0.1935427967969791,0.19536745875483819,0.01693593464873837,0.10917136618859889,0.009968348031918421,0.3178986412332901,0.17342078534081548,0.024715441652706092,0.4953182608736999,0.17933675687378323,0.03142220402293172,0.727211625024416
182,21.43045038595403,0.43462640431832755,0.4486341269221157,174.8784055258547,0.008050920746924387,0.500933506046821,0.9851490527381042,7.152649616280788e-07,0.19337246048918463,0.19503596357798086,0.016837343200355345,0.1091529283981715,0.00993897243698448,0.31789488615214495,0.1733221836373673,0.024510554077544967,0.4952683733835983,0.17923494404288703,0.030850051900722472,0.7269697328807453
183,21.014977605433316,0.38407104184772367,0.4465615199878812,233.8067242895052,0.008023193274754443,0.5009470852584132,0.9890455011336061,1.1720290759324207e-06,0.19322239312469164,0.19473903697988526,0.01674305764425379,0.10913658156381938,0.009913055397454186,0.3178915953972036,0.17323427030969324,0.02432837712708354,0.4952239908060424,0.17914351448730084,0.030339127532849983,0.7267524288338926
184,22.35655964227279,0.25932798324560197,0.46195390494540334,205.243428799945,0.007995318480778672,0.49955536256114536,0.9932853425335798,1.6570230008852392e-06,0.19308841074188068,0.19447000150186647,0.016652804332172665,0.10912189055164219,0.009889908773730596,0.3178886759672618,0.17315494539683257,0.02416459398475917,0.49518408725644786,0.17906056480826119,0.02987840644893982,0.7265555627856239
185,21.389949220385077,0.24744004499065897,0.46268222015351057,104.87358462382444,0.007967297723575205,0.49692478717520616,0.9979192182705185,2.132195231776567e-06,0.19295957867837166,0.19421283796712657,0.016567731747467736,0.10910763543543715,0.009867699079727768,0.3178858715794415,0.17307858553299424,0.02400847776941994,0.49514601072803865,0.17898129237595767,0.02944353233805624,0.7263693509754005
186,22.159213293457363,0.2467375702851321,0.4483579280786216,32.22132268405568,0.00793913236883622,0.4959863871828921,1.0020717256099159,2.6107033401974935e-06,0.19281442352525616,0.19393128708696344,0.01648226546842676,0.10909124692043762,0.009842845791413469,0.31788271669298784,0.17299291496431626,0.023837161592196676,0.4951043038930777,0.1788944299513667,0.02897762636608886,0.7261713949119175
187,21.241977345031138,0.24566925888209853,0.4517765371128917,28.960326179356006,0.007910823789301368,0.49655101781951755,1.0057865376272914,3.0824313248619365e-06,0.1926513383392358,0.19362214279710896,0.016395317176622258,0.1090725876437525,0.009815093368830578,0.31787918076745386,0.1728972382022252,0.023649099262726497,0.49505859451214074,0.17879936725508355,0.02847727802791011,0.7259601898832573
188,21.33866350891475,0.24427171002606302,0.44964927388355136,29.41475923225602,0.007882373364690881,0.498455952266058,1.0091052335372934,3.540142133619722e-06,0.1924711221249096,0.19328679986056194,0.016307239641601363,0.10905177476087742,0.009784565484618783,0.3178752770661705,0.17279207755716136,0.02344515131650851,0.49500904150137043,0.1786965845323413,0.027945102408668696,0.7257363967003825
189,21.48801915145263,0.24443960334928364,0.4677204380277544,29.365407410010107,0.007853782481638316,0.5015603911801865,1.0120629130069763,3.978834724046993e-06,0.192271343409595,0.19292161302974228,0.01621815178726885,0.10902851701805644,0.009750835683677564,0.31787094401440447,0.17267602856953834,0.023222716677754093,0.4949549483441679,0.17858482492942668,0.027375469035052682,0.7254973058585902
190,21.174424404037445,0.2842299572637238,0.4487277378793806,93.73706541495308,0.007825052533622976,0.5029898224503752,1.0155389846314304,4.3215710799099676e-06,0.19208176140663413,0.19257621069227412,0.016135029335035706,0.10900642163744033,0.009718895351264922,0.3178668341709629,0.17256609994560296,0.02301312221512412,0.4949038166761659,0.17847936795466962,0.026843419925307088,0.7252725808319479
191,21.14963828874203,0.25729007634993123,0.448648122837767,145.93849632510936,0.007796184920902,0.5029138942281325,1.0194085070487218,4.569466537493338e-06,0.1919075590656651,0.19225718002473716,0.016055927278602344,0.10898607168903054,0.009689568395804048,0.3178630658645877,0.1724648736956361,0.022820909906859147,0.49485682412705023,0.17838223060138042,0.02635730004870451,0.7250659659568711
192,20.8155821375927,0.23946764480649776,0.44830043194815516,128.3832961986431,0.007767181050442099,0.5014976306218482,1.0236373309970803,4.722180962301039e-06,0.1917463006224777,0.19195932884669986,0.015981506386563957,0.10896836633211092,0.009662240293214365,0.3178595500132996,0.17237539833416612,0.022642272926728203,0.4948130466472419,0.17829668265543316,0.025908517011939726,0.7248742587608366
193,21.704720948039945,0.238417797764523,0.4653055090457201,30.996923603507376,0.0077380423358510055,0.5015989603178697,1.02741986404478,4.86164319660367e-06,0.19156824748388454,0.19163592893494885,0.015906323267523823,0.1089486156412535,0.009632221916063105,0.3178556756969411,0.1722770207300365,0.02244854105638037,0.49476563085858677,0.17820410649380475,0.02543082606380447,0.7246712638713708
194,21.139915317727937,0.2370617162448376,0.45859464700333774,29.3570570624341,0.007708770197308559,0.5030517681457657,1.03079888131908,4.9887731262507435e-06,0.1913743849800319,0.19128832453387862,0.01583021772385807,0.10892697577558168,0.009599680856925365,0.3178514651527118,0.17217045483535318,0.02224087990699808,0.49471483561272456,0.17810516343073182,0.024927427862962294,0.7244580292030318
195,20.774993175949284,0.318914666017001,0.44920832104980946,28.582122235240778,0.007679366061497494,0.5057124317970915,1.033814045618145,5.104477377224145e-06,0.19116665425591758,0.19091937023928832,0.01575312004570694,0.10890372605841095,0.00956495275234644,0.31784696460105727,0.17205699847483596,0.022021504908049574,0.4946611901596165,0.17800104179466722,0.024403905622307494,0.7242366575359873
196,21.906881226584012,0.38199032884063944,0.45112249488011,184.45879222363325,0.007649831361533909,0.506770255339107,1.0372262631684694,5.128737170110456e-06,0.19097821115938435,0.1905823450569837,0.015679378610644355,0.1088825623192477,0.00953346386277632,0.31784289251780273,0.17195359265876126,0.021822408479578583,0.4946123833682338,0.17790597302369013,0.023929964919596237,0.7240347616401497
197,21.275948639776598,0.306060140881538,0.45346708688884974,224.11078170277221,0.0076201675368974126,0.5063935886828218,1.0409689107321507,5.072486021633141e-06,0.1908099329614163,0.1902782932003336,0.015608589128720202,0.10886357874602438,0.00950534907020562,0.31783927201246504,0.1718605612643081,0.02164392395759957,0.49456855879768985,0.17782010496720324,0.023504889542572568,0.7238524545683732
