iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4
33,49.60826458149562,5.333505220398173,0.44375080009922385,113.70527014855787,0.00640036,0.09495437537496129,0.17670194676295334,0.8148200169124634,0.1246528792343151,0.16961358096257798,0.8236072092769535,0.17745218375538757,0.15085692484233507,0.857194882130827,0.1509954557836071,0.11144783786061661,0.7873765793619407,0.15371707873528462,0.04489684102489475,0.8137102459565775
34,51.37713797236245,5.4751218560887285,0.4477182507980615,52.74993668827632,0.00660034,0.09709616404116264,0.18213486429149725,0.8034605313839831,0.1293610010198039,0.17374797492229765,0.8132738975687563,0.1826076309717044,0.15208139527799405,0.8478843439321745,0.15138544325149264,0.10669585414288107,0.7731554770009376,0.1552963658342302,0.04348043718421571,0.8069472779730122
35,48.83348315003565,5.638362082397773,0.455013443948701,51.22974835830809,0.00680032,0.09971569142349604,0.18774575079863154,0.7918675669422003,0.13454612288876916,0.17777800945598451,0.8033324753243025,0.18650666980427183,0.1528752483289264,0.8364045509006679,0.15184336413931332,0.10167091148818101,0.758570417828442,0.15681972991846038,0.04232508511227783,0.8006975053111439
36,47.31237502202424,5.722630850780033,0.4630771139636636,52.95312458242092,0.007000299999999999,0.10266762908300651,0.1935315721951343,0.7800463051804585,0.14012037330441293,0.18168871474255682,0.7938432191602892,0.18892382815970718,0.15306544300747887,0.8232022061910206,0.15236849551895568,0.09648578265896035,0.7437816122926586,0.158290317288411,0.04141836983716305,0.794934614202734
37,45.716853810552514,5.721521338986998,0.4471806900110096,51.913417930052766,0.00720028,0.10592891050255575,0.1994971532923066,0.7679682954082172,0.14607728930750566,0.18547909395979773,0.7847726050361458,0.18997144194405927,0.15253452682125349,0.808582807659318,0.1529512072633598,0.09124414876815612,0.7289614843698461,0.15971004946482775,0.040735914893618524,0.7896269949114111
38,45.509403044956585,5.63147680522152,0.44553357688710093,54.480030536382486,0.0074002600000000005,0.10935419729445214,0.20566871019941474,0.7555569302509284,0.15232919207686949,0.18917231686937552,0.7759648733849562,0.1897190094195546,0.1512332331174102,0.7927792296315014,0.15359076526024698,0.08604128876063767,0.7142541276041232,0.1610819101376822,0.04027599821797636,0.7847537720487088
39,46.14454548380958,5.468103963686672,0.4451835809741169,56.03260855852224,0.007600239999999999,0.11284675151038888,0.21209004430009212,0.7426928559794542,0.15883168389665883,0.19280429587417167,0.767143591061658,0.18835138583639058,0.14917222729276108,0.7759974432810413,0.1542821191555093,0.08095929207099241,0.6997957427967436,0.16240843088004805,0.04002741419400187,0.7802902782090394
40,43.99480660785805,5.263453580005901,0.44521540799178183,52.39789718420114,0.00780022,0.11641365362559397,0.2187987341331924,0.7292763107094596,0.16561999465588892,0.19639820842092942,0.7580579863534428,0.18607803344546492,0.14638321722531453,0.7584184059328045,0.15501583012346276,0.07605290128284656,0.6856945038137716,0.1636916873447593,0.03997276130887032,0.7762120260048743
41,42.65614692906125,4.934249782948164,0.45321908593177795,68.75540705940027,0.0080002,0.11913467802145165,0.22587301471495058,0.7151303482869712,0.17195037463166724,0.20008112323006502,0.7477373250522915,0.18308564306179817,0.14307033360095112,0.7403973156361456,0.15577508081863056,0.07141533999501974,0.6721387571865114,0.1649282110447349,0.040078965192622426,0.772484421700063
42,43.185685661084506,4.5032584153047495,0.46295689791440964,64.87250240650334,0.00820018,0.12111420467603569,0.23336575946025787,0.700184550961664,0.17794824860264252,0.20386503993893462,0.7360213958924539,0.17959059298543825,0.1392923578608469,0.7220634864212155,0.15655286975433783,0.06705976843214827,0.6591677471349411,0.16612028281102284,0.040334763334755115,0.769085891050381
43,41.68973283257366,4.042127173686877,0.44501835107803345,54.61076035612082,0.00840016,0.12282736973352355,0.2412238372546581,0.6846342857156158,0.18411034798601675,0.20761004943910313,0.7238805721024483,0.17544558772409033,0.13497516028575693,0.7032645027223688,0.15736674398061595,0.06296853216438039,0.6467046785008603,0.16728159049360117,0.040784872590531346,0.7660190591313625
44,42.366212374895056,3.653651700092924,0.4456916390918195,49.298395264846704,0.00860014,0.12499637033764369,0.24941762021877867,0.6685875299471942,0.19105304685421676,0.21125684949778792,0.7116921090253318,0.17099844640100725,0.13023007250538096,0.6841787375387143,0.15820499332264268,0.059144209532171456,0.6347847629895311,0.1684110602796767,0.04140383286830829,0.7632575795035625
45,40.752434920072176,3.335379720536384,0.44430932798422873,48.46282864102908,0.00880012,0.12753561871585706,0.25797779499641194,0.6520248861950638,0.19875960613482552,0.2147998913380612,0.6993815266332163,0.1663220270259315,0.12513344319762867,0.6649263925397261,0.15906309648488967,0.05559348876400517,0.6234275838346137,0.16951107767972703,0.04218869901312333,0.7607833403617902
46,37.309886611626716,3.0011715590183936,0.4461691789329052,51.25756135250084,0.0090001,0.12956131450417588,0.2669865190406959,0.6348441386819276,0.20664283408691997,0.21825957837026438,0.6865390246178033,0.16124841569949605,0.11972794785868691,0.6455623709811836,0.15994545803092663,0.052331736393611945,0.6126436255024185,0.1705882214068322,0.04315644080148513,0.7585877921242742
47,37.09461790173224,2.6866803068568417,0.4577296208590269,50.002881128954,0.009200080000000001,0.13123669609189267,0.2764695061464792,0.6170721430964415,0.21492963397413417,0.22161642720229477,0.6731968814625348,0.1559482190454834,0.11408556390912128,0.6262144713369554,0.16084939248386237,0.04936344090045859,0.6024503280841021,0.17164681009995178,0.044310804525672425,0.7566588672589338
48,40.07661780898549,2.4992209850552594,0.4609711989760399,52.91244094688584,0.00940006,0.13346029920896768,0.28633354338622785,0.5989350957219349,0.22424914512074004,0.2248296254749627,0.6596669556189185,0.1509005678696424,0.10836911696123262,0.6072194831193234,0.16175742192588072,0.046680845567415516,0.5928925479516792,0.1726816417940105,0.04559833476583669,0.7549604208297046
49,35.802765521938014,2.3229018653093627,0.44402888091281056,53.36333118168585,0.00960004,0.13504699949223112,0.2967559044594436,0.5801993382441402,0.23390267576322163,0.22791053812534076,0.6450996373432248,0.1458998499997633,0.10256781590768357,0.5885626834331547,0.16267183155698262,0.04429467145682897,0.5839708711514671,0.17369581965999836,0.04703593756937274,0.7534867385841474
50,37.20524614070505,2.3525515055980124,0.4457134320400655,57.13889534652686,0.00980002,0.1362095930345944,0.3077493369676619,0.5609385860626557,0.2440931027095459,0.23082790502621017,0.6292576163347476,0.14121409221593922,0.09676931463795412,0.5704523437731447,0.16358137989639787,0.04219481459492966,0.575699597870818,0.1746859737505588,0.04859666293109322,0.7522136278223562
51,35.40616153796699,2.622862125277669,0.44602071098051965,38.96016162414523,0.01,0.13848223180170322,0.3181875316722184,0.5433694153986484,0.2505196169016852,0.2335218155734462,0.6116191719595485,0.1367038429208318,0.09074576748570731,0.5524822688859323,0.1645163810806138,0.04042838398779288,0.568070415558726,0.17567934330417057,0.050392182418533195,0.751179035984901
52,35.38527461450116,2.410134443911269,0.44332236098125577,65.17688353340286,0.009999878165711622,0.1407539672624091,0.32787686383897685,0.5276488681623197,0.2531402313891735,0.23588433337886414,0.5923266002887384,0.1326770291394892,0.08500053579714908,0.5356481420914315,0.16541333950468887,0.03893248108794568,0.5611910894543608,0.17662377580518285,0.05223119346246116,0.7503181480796032
53,34.41263648384379,1.7649886923402187,0.46251255506649613,73.47530176460623,0.009999512668784518,0.14274002803859492,0.33685731443084566,0.5135679154599213,0.2526774148106981,0.2379353675741522,0.5719211260564759,0.1290600962114051,0.07958089612993295,0.5199467739173365,0.16627022095592672,0.03766704761440613,0.5549869241106125,0.17751855239132466,0.05408783017584827,0.749605415812347
54,34.11172954180879,1.0795184292747493,0.46021855412982404,49.5055381967781,0.00999890352703249,0.14523386988348877,0.34517181444152495,0.5009434706548923,0.24989347761976238,0.23971326809554272,0.5507086640943005,0.12599050939636894,0.0743978112464028,0.5051290592321249,0.1670992683693265,0.0366093860661573,0.5493787405660909,0.17837625523853484,0.055991667973166105,0.7490439312706969
55,33.816847708222625,0.8515188272685578,0.4447899970691651,34.1785160788284,0.009998050770144252,0.1501315547081496,0.3528414519619525,0.4896148414327781,0.24815962352022367,0.24131064552030265,0.5294639060481864,0.12365827190633827,0.06938044782648033,0.4909427286866029,0.16791259624235175,0.0357322778840341,0.5442785766948826,0.17920693078526553,0.05796428029965737,0.7486335678298367
56,32.632390810647784,0.7853903468528565,0.44367360789328814,52.67939482720915,0.00999695443968197,0.15661143862270063,0.35989375534815055,0.4794407078486249,0.24838542574894193,0.2427632224779887,0.5099924508845557,0.12182549366860189,0.0647033411199365,0.47768344722262074,0.16868920806760937,0.03498873656476487,0.5396484678429707,0.17999243377909177,0.05991190823263972,0.7483198458014674
57,32.79941522752295,0.8350373208186426,0.44353438587859273,54.578228641621244,0.009995614589079242,0.16444194601781711,0.366370935971852,0.470296546572352,0.25026014861898943,0.24408163091218932,0.4919769027443909,0.12052189012021702,0.060351163898094355,0.4653345794475714,0.16943220421727226,0.03436819790024637,0.5354589161580631,0.1807373609002945,0.061819419160068716,0.7480875472778544
58,32.89712806192358,0.894907814004781,0.4437352588865906,25.95040132109002,0.0099940312836385,0.17356245584893298,0.3723374762379382,0.46207242539872867,0.2511631489806121,0.2452264801617305,0.47306012705901274,0.11938702866617754,0.056053914144235266,0.4534223123709525,0.17017103155707877,0.03392746306486303,0.531702447890083,0.18146584841484606,0.06379131762397398,0.7479780204725409
59,32.937228112203286,0.826464900325226,0.4645681290421635,37.11431261603812,0.009992204600527814,0.18289212255369047,0.3778323997278818,0.4546711171692312,0.24977674290358146,0.24617427124256142,0.45352559161765565,0.11838528284816631,0.052019714565030295,0.4422670056117553,0.1708782297239519,0.033595309595407755,0.5283225345280526,0.18215727562732734,0.06572833858805795,0.747936237266654
60,32.46786087817867,0.641324070486342,0.456436256878078,37.644236437267416,0.009990134628777144,0.19237651435327577,0.38289040948696196,0.44800648117409386,0.24644522335643598,0.24693456237254346,0.4336728926810569,0.1174997066407659,0.04826875895588859,0.43187430515450725,0.17155195159007913,0.033351211349315894,0.525280184160995,0.182811910660683,0.0676178444981562,0.7479501081384867
61,30.39522763855652,0.44072145642083954,0.44504119199700654,30.361485341847906,0.00998782146927399,0.20230662706212102,0.3875387958775973,0.4420020691243004,0.2416201784277305,0.24753471190962556,0.4136882140477238,0.11672075518449242,0.044752671056697,0.4221329796121558,0.17219623728996528,0.033190660098093405,0.5225442076304012,0.1834298670385284,0.06944505982020045,0.7480083545344207
62,30.323423799767774,0.38082086898320217,0.4432955989614129,26.778181060504032,0.009985265234758489,0.2135937091887991,0.39178950962247133,0.43658992833375915,0.2372838239306711,0.24803524532324595,0.3942862770536317,0.11603493259764829,0.04146669447894326,0.4130164475698902,0.1728067559108632,0.03309544691033549,0.5200826288947736,0.18400383379064203,0.07116701693482672,0.7480859574344053
63,30.86193707914798,0.5234960231390716,0.446470013121143,57.36640572782864,0.009982466049817897,0.22238524710945387,0.3971390959655495,0.4275717058610027,0.2337961881701342,0.24847373859441382,0.3764753521388971,0.11542168077969522,0.0385117763854179,0.4046872555637151,0.17336948750881623,0.0330262755034929,0.5178599153675199,0.1845269295481743,0.07274822472969167,0.7481597145083189
64,30.366811792181352,0.3835718304366168,0.4511722431052476,116.30910298932044,0.009979424050880543,0.22804136969241595,0.40314934040672495,0.4164523208806884,0.23016906056983472,0.24888948140220027,0.35996122537187636,0.11487024434875019,0.035888781498544554,0.39714084856321374,0.1738858563062373,0.03297275852079507,0.5158508530749636,0.18500602097327218,0.07421119098915731,0.7482346213535657
65,30.595905488179696,0.2668448317943188,0.4651776070240885,80.90845771923313,0.009976139386209164,0.23111311514737629,0.40990715790784304,0.4034276168240131,0.22676289520943735,0.2492937388373536,0.34465486785271987,0.11437495646557494,0.03354464112029794,0.3902796462848959,0.17435875335789383,0.032933119890078376,0.5140350555476687,0.18544105676646572,0.07554603988096283,0.7483026425092961
66,29.30519054170679,0.23761053408712698,0.44760573492385447,40.268433988946775,0.009972612215893682,0.23373015994530286,0.4174606888239629,0.3888551424515729,0.2251882384921196,0.24965564749416763,0.3308850988320826,0.1139330609690104,0.03140990288943342,0.3839738125361601,0.17479215650363497,0.03290966834571026,0.5123955812520173,0.18582965313205202,0.07673016878246731,0.7483517980724135
67,28.7710252413372,0.23133593049719253,0.44498581415973604,48.857722168690096,0.009968842711843402,0.23837167788329808,0.4243648607884784,0.3758755149813543,0.2250238771605517,0.24997961396477392,0.3185662705217183,0.11353737965028725,0.02947863178468397,0.3782021258503639,0.17518609885844424,0.032894764423404645,0.5109137499176029,0.18617408157102414,0.07776904166431271,0.7483800091505433
68,28.162297951769474,0.2344454519367382,0.4457130068913102,46.79465232281616,0.009964831057778631,0.24475668001613596,0.4306684379730625,0.36430014154941537,0.22609918848198202,0.25026861026244923,0.3075212076961779,0.11318330506937392,0.02772997571110871,0.37291698664743295,0.17554305413926574,0.03288594323478145,0.5095741271555186,0.1864771604639306,0.07866893156254917,0.7483868548170964
69,29.333606956149723,0.2905377382746465,0.44252317189238966,50.920307530235746,0.009960577449221733,0.25268115005668335,0.4364155257692815,0.35396502244586686,0.22825367128490523,0.25052187889584476,0.2975775789747353,0.1128650725228273,0.02615466378761531,0.36809502273747413,0.17586429191425343,0.032878015162856704,0.5083619404859551,0.186742112422729,0.07943919055223111,0.7483732402381216
70,28.507412773155842,0.41607879336972575,0.46076178387738764,57.788980004606245,0.009956082093487582,0.2582090390649377,0.44308017150587414,0.34172229081011896,0.23061090038275373,0.2507462807122977,0.2882693160989705,0.11257862321497365,0.0247400011427756,0.36370541296593756,0.1761535906848547,0.03286984252510419,0.5072648428645476,0.18697531889449973,0.08010222322178541,0.7483468340387583
71,29.576143830762433,0.3577904532587212,0.4578805440105498,113.7317995531438,0.009951345209673482,0.26106767925806873,0.45028959878081304,0.3285007971744595,0.23241058058224986,0.25094241193646066,0.27940830892869295,0.11232049361356938,0.023479213503735774,0.3597280910491445,0.1764176067585729,0.03286545281933404,0.5062728135738974,0.18718718638341988,0.08070302824832354,0.7483237471971578
72,28.633627039794426,0.4208987518623595,0.4433986411895603,24.05461486936276,0.009946367028648461,0.26580034330119773,0.45687170152202844,0.31674682095920703,0.2330965000905385,0.2510078205208492,0.2696186817288678,0.11208942573065706,0.022316887033212576,0.35606073015019096,0.1766545642190349,0.03286025734767233,0.5053757760846638,0.18736840687100081,0.08118215463277857,0.7482812514971316
73,29.137189394646384,0.4608092852391167,0.4457514809910208,25.714508787910404,0.009941147793042041,0.271812357272382,0.4628937583551307,0.30628333316052664,0.23224089352636199,0.25092205945854773,0.25894058621141824,0.1118844235041574,0.021249305708770993,0.35268367122860794,0.17687795166335213,0.032870811458710625,0.5045689119508783,0.18753656598698631,0.08161757094930545,0.7482505336834632
74,28.14785268437496,0.41549743533590944,0.4453990689944476,128.20870420262904,0.009935687757232404,0.27512294777951407,0.4694725171531962,0.2947906236108493,0.2310849226971484,0.250809028144993,0.2489942590775412,0.11169982572639757,0.020297676066218177,0.34962566781488486,0.1770830805113815,0.032884880465241365,0.5038399992862305,0.18769083760984356,0.08201765312571441,0.7482264549914198
75,27.083994410209836,0.3463376248265803,0.4480825869832188,24.656805715078395,0.00992998718733399,0.27945246879131064,0.4754882653665674,0.28457096310858654,0.2283049922966929,0.25054498619101484,0.23829955005390144,0.11153616612091746,0.019420799519923225,0.3468083615401705,0.17727657402491184,0.032912185899907305,0.5031853239856912,0.18783171119788797,0.08236610451543463,0.7482068155819777
76,26.763883610693185,0.3086122778949054,0.46078537008725107,23.00428463085558,0.009924046361184534,0.2854906703175741,0.4809716035331603,0.27547125936769884,0.2249783138340963,0.25019397327685294,0.22734140500706562,0.11138962668694083,0.018612884707634843,0.3442153369319368,0.17745084781617643,0.032937749370118424,0.5025942285267078,0.18795065525788596,0.08262456179053784,0.7481717523592474
