iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13
0,0.012979165635325163,0.0009836790048251937,7.178838680963963,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734
1,0.013313681105721394,0.000983671769529918,15.271591570228338,0.01654185729625599,9.999999999999159e-07,1.2426516371444047,1.2426516371433871,1.242651637141682,1.2426516371389038,1.2426516371340555,1.2426516371278584,1.2426516371208927,1.2426516371019962,1.24265163710246,1.242651637099373,1.2426516368057237,1.2426516371209841,1.2426516371330574,1.2426516371310583,1.0000062115587969e-06,0.2817545251304939,0.4340437827850204,0.5310648054084227,0.5987795940586371,0.648924326123137,0.6876468540092603,0.7185008534545326,0.7436920465990451,0.7646657176107475,0.7824102432042286,0.7976253809348552,0.8108209837934583,0.8223766390185734
2,0.01304071742556382,0.0009835282645230432,10.619788935407996,0.016214570616683334,2.097999999999987e-05,1.2426984051285443,1.2426983901314141,1.242698366127552,1.242698349760052,1.2426983520341135,1.2426983243424856,1.2426982813407654,1.242698307819759,1.2426982615181896,1.2426978181580546,1.2426441638990264,1.2426977652084397,1.242697843039344,1.2426982846632528,2.1975365040639954e-05,0.2817754932417666,0.43406474145242857,0.5310857564548543,0.59880054341609,0.6489452685593856,0.6876677779050904,0.7185217600495877,0.743712947570343,0.7646865749079548,0.782431075538957,0.7976463429819464,0.8108418170940308,0.8223766390185734
3,0.013506480844005358,0.00098324192326158,7.0540357432328165,0.016497780449731336,4.095999999999993e-05,1.2427897530721943,1.2427897198520175,1.2427896601431123,1.2427896263065334,1.2427896554549505,1.2427895842145582,1.2427894375253743,1.2427892943480172,1.242788962887513,1.2427880931875426,1.2426780707984542,1.2427872225737704,1.2427879215765647,1.2427893915473391,6.294417352516156e-05,0.28181645244707004,0.43410568543449224,0.5311266873928302,0.5988414736484594,0.6489861853252481,0.6877086464455077,0.7185625146469674,0.7437535279014945,0.7647269924285444,0.7824716263867775,0.7976865522787671,0.8108821815428787,0.8223766390185734
4,0.013896235118058198,0.0009828105014394932,6.137493952177465,0.016697523008305,6.0939999999999996e-05,1.2429256015355659,1.2429256921361398,1.2429256817249286,1.2429257006200878,1.242925816564628,1.2429256818605077,1.2429256246369573,1.2429254092053164,1.2429248104455817,1.2429231230115272,1.242757568651213,1.2429218394874826,1.2429230331702792,1.2429253189792973,0.00012388202028137458,0.2818774427684339,0.4341666977642153,0.5311877236831981,0.5989025466124673,0.6490472635516172,0.6877697235382544,0.7186235127173753,0.7438142921848693,0.7647876025535395,0.7825317491641458,0.7977465451662078,0.8109427940999117,0.8223766390185734
5,0.013282320972923704,0.000982237876619462,7.260545595083386,0.016472713540408763,8.091999999999984e-05,1.243106073190437,1.2431061588046146,1.2431062181974615,1.2431062960530999,1.2431065060871964,1.243106219854686,1.2431061679303483,1.2431060163631047,1.2431028010775922,1.243102643287177,1.2428774243497724,1.2431000448454559,1.2431020563239026,1.243105747594771,0.0002048196066013992,0.2819583835446434,0.43424766633703493,0.5312687135630256,0.5989835649796086,0.6491282402091564,0.6878506153482854,0.7187042580868838,0.7438942465667725,0.7648674070782748,0.7826123296294887,0.7978246041123048,0.8110228102399439,0.8223766390185734
6,0.012917771431136461,0.000981536285381892,7.22735760640353,0.01619832452851759,0.0001008999999999999,1.243331069100346,1.2433311546573658,1.2433311915855203,1.243331102782129,1.2433311718852598,1.2433299323058231,1.2433287673407374,1.2433293966092716,1.24332145786074,1.2433212764042183,1.243015245016393,1.2433126345008683,1.2433164268398513,1.243328891405694,0.00030572427724193666,0.28205928984928136,0.43434856081385187,0.5313695276475702,0.5990842777286322,0.6492286026885392,0.6879503086817048,0.7188033875256586,0.7439918638766795,0.7649641555514727,0.7827096446767209,0.7979198123983964,0.8111189051284153,0.8223766390185734
7,0.013173950319738597,0.000980697142487683,7.383274544030428,0.01661650882414654,0.00012087999999999997,1.2436008991742618,1.2436008533223637,1.2436008158227434,1.2436005027445631,1.2436003940802502,1.243597768044704,1.2435950852904518,1.2435971972027968,1.2435828031658265,1.2435810893925687,1.2431833509259707,1.2435619890233591,1.2435731199582942,1.2435957636277688,0.0004267310943080429,0.2821802465745598,0.4344694995713489,0.5314903731547235,0.5992050152032504,0.6493488812184856,0.6880697062587735,0.7189221815996664,0.744108812211494,0.7650798086604841,0.7828269227073158,0.7980351562247123,0.8112343782375294,0.8223766390185734
8,0.012924588471838848,0.000979726240403804,6.947756233159453,0.016259440381048477,0.00014085999999999992,1.2439151412545295,1.2439149293326015,1.243914877209466,1.2439143894670008,1.2439141342814317,1.2439099812254055,1.2439053109309464,1.2439073240495906,1.2438859016981936,1.243882410900356,1.2433622187095785,1.2438486937569062,1.2438747579498108,1.243907016745861,0.0005676432653245858,0.28232110275924793,0.43461036455703717,0.5316311657369239,0.5993457171488484,0.6494891073291279,0.688208917792257,0.7190603136669406,0.744244421760081,0.7652136421235014,0.7829616202748779,0.7981688425964482,0.811369464685111,0.8223766390185734
9,0.011430691265379666,0.0009786239668620321,7.288558188825846,0.015357002525977376,0.00016083999999999998,1.2442733412389342,1.244272459134793,1.2442714152972072,1.2442694211848364,1.2442669671870532,1.2442601812596052,1.2442541639485514,1.2442556635066693,1.2442321125597389,1.2442302207223364,1.2435748270885894,1.2441872554800435,1.2442238713114189,1.244263575013265,0.0007281590315332234,0.28248126548315877,0.43477005101442784,0.5317901516070571,0.59950365371029,0.6496455783245831,0.6883640542866205,0.7192145623443296,0.7443983020830368,0.7653680159725382,0.7831158616215383,0.7983231321327042,0.8115258019338862,0.8223766390185734
