iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
0,0.040299056288086,0.01745986764080273,2.1199622969143093,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108
1,0.04233963157198453,0.01745982721783201,7.064842347055674,0.032801530968939445,9.999999999999159e-07,1.887351087719331,1.8873510877183768,1.887351087717458,1.8873510877163733,1.8873510877150153,1.8873510877132575,1.8873510877105897,1.8873510877063104,1.887351087703108,1.887351087692995
2,0.04484887481421898,0.01745898242506444,6.054102226160467,0.03396266240561924,2.097999999999987e-05,1.8874087674196431,1.887408789462459,1.887408792587716,1.8874087948881855,1.8874087964938913,1.8874087982868213,1.8874088002990552,1.8874088005298988,1.8874081626675878,1.8874064499362688
3,0.042014916580942197,0.01745733719399197,2.637762000784278,0.03260000558490723,4.095999999999993e-05,1.8875212450824126,1.8875213146080958,1.8875213376194835,1.8875213475273633,1.8875213517061717,1.8875213536997386,1.887521363468353,1.8875213555005543,1.8875190586793125,1.8875132518079956
4,0.038028655468595726,0.017454893162549206,2.621159863192588,0.03103419282836031,6.0939999999999996e-05,1.8876881799574803,1.887688213702274,1.8876881711272975,1.887688114389283,1.8876880574463266,1.8876880014176967,1.8876879636656512,1.887687906749872,1.8876839197187716,1.8876757496605459
5,0.043813074531418014,0.01745163821405528,2.7642690259963274,0.03349951574850723,8.091999999999984e-05,1.8879102579484384,1.8879102886448198,1.8879102131566383,1.8879101130214822,1.8879100025624884,1.8879099017480407,1.8879098176839146,1.8879097236728872,1.887902978430191,1.8878941148827737
6,0.042465092189554944,0.0174475723543302,2.7695855910424143,0.03325245977855691,0.0001008999999999999,1.8881874353102204,1.888187473020882,1.888187365588272,1.88818722262866,1.888187055097418,1.8881868982737755,1.888186758115068,1.888186624049099,1.8881776993069905,1.888168319748455
7,0.034513003204061865,0.017442726807649814,2.48092855210416,0.028964938572237305,0.00012087999999999997,1.8885173763300867,1.888517285691711,1.8885169067361636,1.888516539431249,1.8885161401286286,1.8885157620816422,1.8885154059883686,1.8885181221055711,1.8885099219048718,1.8884966605778166
8,0.03764638162587698,0.017437125978181027,3.1816753160674125,0.03021929259074736,0.00014085999999999992,1.8889011828390707,1.8889004601690094,1.8888997088379416,1.888899047588037,1.8888983700530078,1.888897710499696,1.8888971042709588,1.8889021249281783,1.8888916946459682,1.8888642150600201
9,0.03507836285289506,0.017430781178665342,2.754206273937598,0.02925461939008331,0.00016083999999999998,1.8893381237071842,1.8893362764969301,1.8893349337923362,1.8893338425432087,1.889332772371881,1.889331708387793,1.8893307546145324,1.8893374394502154,1.8893216901676282,1.8892728083473418
