iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
0,0.034335311753822616,0.008823653685642587,0.4778138749534264,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.0337661878408377,0.008823626333359076,0.1669247079989873,0.023264756623149682,9.999999999999972e-07,1.2500022360684313,1.2500022360676066,1.2500022360667378,1.250002236065766,1.250002236064637,1.250002236063282,1.2500022360615948,1.2500022360594039,1.2500022360563985,1.2500022360519616,1.2500022360446545,1.250002236030161,1.2500022359869103
2,0.03309127245210266,0.008823544909629994,0.16400170797714964,0.02324979493816694,2.980000000000002e-06,1.2500089015437688,1.2500088984954945,1.250008896554983,1.250008894991673,1.2500088936514722,1.2500088924704054,1.2500088914179606,1.2500088904756765,1.250008889629248,1.250008888865242,1.2500088881681648,1.2500088875118545,1.250008886801006
3,0.034798306689280877,0.008823409239483488,0.0027632919955067337,0.02376733774268782,4.960000000000007e-06,1.250020003613872,1.2500199953879223,1.250019990342103,1.2500199869788646,1.2500199844603919,1.250019982446793,1.2500199807884618,1.2500199794074338,1.250019978253727,1.250019977287837,1.2500199764698972,1.2500199757384167,1.2500199748781342
4,0.034383391942975815,0.008823219451224497,0.0029752079863101244,0.022954857089942063,6.939999999999998e-06,1.250035518327449,1.250035505065805,1.2500354988382458,1.2500354962781646,1.25003549522286,1.250035494945507,1.250035495177585,1.2500354957974569,1.2500354967308935,1.250035497917092,1.250035499290633,1.2500355007453419,1.2500355019012885
5,0.033096426814531406,0.008822975960703909,0.002913209027610719,0.022523927484099312,8.919999999999989e-06,1.250055435452126,1.2500554041407421,1.2500553940997154,1.250055392230885,1.2500553932000045,1.2500553954557956,1.250055398480908,1.250055402060511,1.2500554060710465,1.2500554104138804,1.2500554149841663,1.2500554196138753,1.2500554237076966
6,0.0344820491632915,0.008822677928020118,0.0027786659775301814,0.02320254731898317,1.0899999999999994e-05,1.2500797714436085,1.250079740455479,1.2500797356844344,1.2500797405618704,1.250079748295368,1.2500797571746058,1.2500797667017984,1.2500797766798715,1.250079786985243,1.2500797975062312,1.2500798081121407,1.2500798185768887,1.2500798280579535
7,0.032735379036784584,0.008822326942450743,0.002900457999203354,0.022287257938742203,1.2879999999999999e-05,1.2501084935613003,1.2501084515177607,1.2501084351349872,1.2501084336662323,1.250108438001512,1.2501084454695497,1.2501084550814379,1.2501084663237603,1.2501084788416874,1.2501084923418821,1.250108506538623,1.2501085210408005,1.2501085346358722
8,0.03343788840904313,0.008821921920378681,0.0026410419959574938,0.022735974468286384,1.4860000000000003e-05,1.2501416170944204,1.2501415786001768,1.250141556964736,1.2501415510758227,1.250141552329573,1.2501415580758903,1.2501415672227334,1.2501415791055381,1.2501415932107742,1.2501416090941384,1.250141626324466,1.2501416443398228,1.250141661511991
9,0.03981688864509796,0.008821459649196214,0.0027713750023394823,0.024760053112996023,1.6840000000000008e-05,1.2501792740864803,1.2501792786125208,1.2501792874283983,1.2501793056517192,1.2501793280339626,1.2501793533542838,1.2501793811435864,1.2501794110173563,1.250179442592596,1.250179475484398,1.2501795092760197,1.250179543355952,1.2501795757479717
10,0.03266931275285035,0.008820944174185334,0.002670333022251725,0.022706523905126914,1.8819999999999986e-05,1.250221297793863,1.250221377877911,1.2502214146357133,1.2502214490515757,1.2502214830775569,1.2502215178707035,1.2502215539513974,1.2502215913790073,1.2502216299749547,1.2502216694437127,1.2502217093898085,1.2502217491425842,1.2502217863285585
11,0.034778144780997056,0.008820374906397501,0.002961291989777237,0.022978463003781986,2.079999999999999e-05,1.2502677348588047,1.2502678858570193,1.2502679482328458,1.2502679966173684,1.2502680405593198,1.2502680835929338,1.2502681271703553,1.2502681717470594,1.2502682173155404,1.250268263646566,1.2502683103484185,1.2502683566726898,1.250268399798848
12,0.03303353891989941,0.008819752451190566,0.002778041991405189,0.022890138840744135,2.2779999999999995e-05,1.2503185796510183,1.2503187959969182,1.2503188780689785,1.2503189311289047,1.2503189745635976,1.2503190150575134,1.2503190552972174,1.2503190962764956,1.2503191382325807,1.2503191810406433,1.2503192243291092,1.2503192672701247,1.2503193065520235
13,0.0335562873928146,0.008819076644083981,0.002717500028666109,0.022819152727045947,2.476e-05,1.2503738229121815,1.2503740973786346,1.250374192133783,1.2503742444048405,1.250374282800474,1.250374316821538,1.2503743501947282,1.2503743843291169,1.2503744196221704,1.2503744559918208,1.2503744930391782,1.2503745298152402,1.2503745624497764
14,0.0344697413986352,0.008818346936319688,0.002811332989949733,0.0226955547847209,2.6740000000000005e-05,1.250433445427284,1.2504337556097138,1.250433868168919,1.2504339307952352,1.2504339767383856,1.2504340173929898,1.2504340572772326,1.2504340981121198,1.2504341403885295,1.2504341840131576,1.2504342285123673,1.25043427276949,1.2504343122806652
15,0.03407079987019658,0.008817562715986884,0.0029791250126436353,0.022993039484399166,2.8719999999999996e-05,1.250497488200264,1.2504978356791536,1.2504979739265791,1.2504980591571153,1.2504981250020712,1.2504981835239166,1.25049823974108,1.250498295695032,1.250498352068279,1.2504984088699065,1.2504984656547729,1.2504985212209776,1.250498570464435
16,0.03466243536094658,0.008816723579780085,0.0029211670043878257,0.023585093506613232,3.07e-05,1.250566088163779,1.2505664205492792,1.250566576914184,1.2505666854426982,1.2505667731299452,1.2505668508717407,1.2505669237435602,1.25056699409706,1.2505670629229413,1.2505671304726096,1.2505671964579805,1.2505672596959356,1.250567314532649
17,0.0306605054997384,0.008815836304517561,0.002702249970752746,0.021635880018020557,3.2680000000000006e-05,1.2506388924703322,1.2506391296724082,1.2506392564179754,1.2506393475259368,1.2506394195152064,1.250639481098473,1.2506395370396641,1.250639589815655,1.2506396405971771,1.2506396897696141,1.250639737101882,1.2506397813310552,1.2506398161280026
18,0.03602278850331302,0.00881489135322998,0.0027686250396072865,0.02386441806741447,3.466000000000001e-05,1.2507162855177918,1.250716479524926,1.2507166096005566,1.2507167058078899,1.2507167802198462,1.2507168418384886,1.2507168960287616,1.2507169457285177,1.250716992420106,1.2507170366826375,1.2507170783754116,1.2507171161747015,1.2507171430570845
19,0.034365376352250704,0.008813891958779713,0.002830791985616088,0.022835222621292735,3.664e-05,1.2507980338580453,1.250798238679749,1.2507983949616728,1.2507985136471824,1.2507986042363868,1.2507986771364807,1.25079873911255,1.2507987941150034,1.2507988443150846,1.2507988907458683,1.2507989335385543,1.2507989714328653,1.2507989967657032
20,0.033273578273468794,0.008812842051034097,0.0029088339651934803,0.021876884694349553,3.8620000000000006e-05,1.250883961434471,1.2508841418179313,1.25088431031056,1.250884444867209,1.2508845501402406,1.2508846367256525,1.2508847119211712,1.2508847800424234,1.250884843464276,1.2508849033074343,1.250884959694077,1.2508850112040981,1.2508850493239567
21,0.03123104373266121,0.008811743186737924,0.0028090410050936043,0.02183374360704363,4.0600000000000004e-05,1.2509740727643957,1.2509742255237386,1.2509743750250966,1.2509744897872663,1.2509745750087593,1.2509746423529122,1.250974699582633,1.2509747511464495,1.250974799392747,1.2509748453327145,1.250974888914806,1.2509749284173173,1.250974954324153
22,0.03608780002340218,0.008810586120514524,0.003031665983144194,0.02359501136026526,4.2579999999999996e-05,1.2510688217784274,1.2510689468219656,1.2510691159718832,1.251069246265687,1.2510693426842727,1.2510694190879128,1.2510694845268153,1.2510695441050028,1.2510696004884647,1.251069654819749,1.2510697070507235,1.251069755289107,1.251069789083712
