source_dir,t0,t1,t2,t3,t4,t5,t6,t7
data/17-32-06_238,0.1587133541922939,0.1391045361249003,0.3170345637562184,0.1135118627341522,0.143865629154677,0.5416685890373831,0.1297890768985351,0.2115978053259044
