k,l2o_t,ldro_pep_t,lpep_t
1,0.1430844429929928,0.1587133541922939,0.1360137351989054
2,0.2357943713973172,0.1391045361249003,0.1498442501792123
3,0.109908712029949,0.3170345637562184,0.1520331409403081
4,0.495164331620034,0.1135118627341522,0.1571640670374513
5,0.1064371030701365,0.143865629154677,0.1397201632209593
6,0.2139784014192373,0.5416685890373831,0.1611292526899296
7,0.5467254514472706,0.1297890768985351,0.1370848577692986
8,0.1285945063404436,0.2115978053259044,0.1384559478654724
