source_dir,t0,t1,t2,t3,t4,t5,t6,t7
data_lpep/23-42-14_1,0.1360137351989054,0.1498442501792123,0.1520331409403081,0.1571640670374513,0.1397201632209593,0.1611292526899296,0.1370848577692986,0.1384559478654724
