source_dir,t0,t1,t2,t3,t4,t5,t6,t7
data_l2o/13-10-11_8,0.1430844429929928,0.2357943713973172,0.109908712029949,0.495164331620034,0.1064371030701365,0.2139784014192373,0.5467254514472706,0.1285945063404436
