iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13
0,0.021424592566085508,0.0009719833532335544,0.12109316699206829,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734
1,0.020010369928257776,0.0009719762133075416,0.08119558298494667,0.015280632954324622,9.999999999992654e-07,1.250002236604134,1.2500022366030688,1.250002236601258,1.2500022365983008,1.2500022365935934,1.250002236586433,1.2500022365761512,1.250002236562114,1.2500022365431742,1.2500022365162078,1.2500022364728047,1.2500022363886636,1.2500022361686989,1.2500022348803748,1.0002389426115461e-06,0.28175452536317974,0.4340437830176891,0.5310648056410382,0.5987795942912751,0.6489243263556107,0.6876468542407477,0.7185008536849259,0.7436920468248661,0.7646657178275066,0.7824102434231066,0.7976253811248271,0.8108209838695145,0.8223766390185734
2,0.019171624163086,0.0009705658771612978,0.08402637502877042,0.01501733884462429,0.0002009799999999999,1.2504517118102922,1.2504515986802556,1.250451286710912,1.2504506980098142,1.2504496155080342,1.2504478768088503,1.2504457465150667,1.2504441382573959,1.250443966122554,1.2504452019447607,1.2504470385676274,1.2504487264667492,1.2504499238666857,1.2504503140458376,0.00020197934693696567,0.28195542696055126,0.4342445217003164,0.5312652408046371,0.5989794609260018,0.6491231731167619,0.6878440599490807,0.7186958951978472,0.7438850571903082,0.7648577998110271,0.7826029057740429,0.7978196137548617,0.8110169508848865,0.8223766390185734
3,0.020064250671207907,0.0009677474224737444,0.004635291988961399,0.015284812890766265,0.0004009599999999988,1.2513487443124476,1.2513485460048248,1.2513481660948313,1.251347099962259,1.2513448153024918,1.251340913526142,1.251335957994926,1.2513320438674131,1.2513313836628779,1.2513340667685846,1.2513383011927435,1.2513423397989518,1.251345342945346,1.2513463964068048,0.0006030139042963808,0.28235641709301246,0.4346454469089151,0.5316659081550017,0.5993795125074394,0.6495220075645224,0.6882408405325157,0.7190898729603667,0.744276298896163,0.7652476751730973,0.7829934182709783,0.7982121400007611,0.8114117610266364,0.8223766390185734
4,0.020413367398101213,0.0009635374670825928,0.004820875008590519,0.015644033410375287,0.0006009399999999995,1.2526947645185655,1.252694817363998,1.252694930431838,1.2526938238021976,1.2526905800075212,1.2526845002841758,1.2526764510132111,1.2526698596031554,1.2526684787728888,1.2526726360922427,1.2526794797009386,1.2526861315280293,1.2526911587752696,1.2526928385933156,0.0012045730243435088,0.2829581155504711,0.4352473114976,0.5322677100099616,0.5999808348069691,0.6501221621700455,0.6888388736230046,0.719684906542862,0.7448683250222685,0.7658381278257298,0.7835844780383802,0.7988053316707344,0.8120073891924371,0.8223766390185734
5,0.020840888278580796,0.0009579616824806599,0.0046149579575285316,0.015477689927872655,0.0008009199999999984,1.2544885132570456,1.2544896188042056,1.2544917653395824,1.2544930611001042,1.2544917688081105,1.2544860265305853,1.2544762907493332,1.2544673852343053,1.2544652346683864,1.2544708146889154,1.2544801761069801,1.2544891658882225,1.2544957499277616,1.2544974894853638,0.0020058106641354986,0.2837600393165562,0.43605016506957245,0.5330716138959036,0.6007855463000038,0.6509267981889828,0.6896418006900344,0.7204842932735616,0.7456635290268512,0.7666307253293914,0.7843773784833536,0.7996007990857895,0.8128060763201632,0.8223766390185734
6,0.020083327894570003,0.0009511117680793126,0.004498999973293394,0.015293982789123793,0.001000899999999999,1.2567322039813764,1.2567338976830125,1.2567373266085125,1.256739702202907,1.2567386172104984,1.2567314373947776,1.2567188749454739,1.2567078681842778,1.2567067001686112,1.256716386250291,1.2567310177000215,1.2567446341834168,1.2567544371059745,1.2567570244051893,0.0030072127995123214,0.2847619405726536,0.43705257936226927,0.5340744030791061,0.6017881702453631,0.651928075121161,0.6906398853168889,0.7214774395536769,0.7466517324740881,0.7676166953591513,0.7853650830106937,0.8005929399141418,0.813803124888282,0.8223766390185734
7,0.02036222655133784,0.0009430448381488355,0.004981959005817771,0.01549127824208211,0.0012008799999999997,1.2594288893186132,1.2594298387288847,1.2594336249148808,1.2594362057698278,1.2594344478136874,1.259425040376896,1.2594092281290192,1.2593963634881684,1.259397083625064,1.2594120681566128,1.259433040675612,1.259452058501543,1.259465569743676,1.2594690235358945,0.0042096151445901115,0.2859643827866339,0.4382551191446146,0.5352768994144246,0.6029900097006138,0.6531279783531173,0.6918359377384463,0.7226679466329655,0.7478369633162664,0.7687998285283962,0.7865505166681686,0.8017835500177442,0.8149993118194435,0.8223766390185734
8,0.021170185853431972,0.0009337903394669533,0.004574958002194762,0.015906843285346264,0.0014008600000000003,1.262580370865851,1.2625820548512463,1.2625888200766404,1.2625944522496426,1.26259499853265,1.2625861873767596,1.26256921257925,1.2625551997443571,1.262556848108187,1.2625747725465957,1.2625989411195018,1.262620013940306,1.262634088720942,1.2626358645091187,0.005613710135255879,0.2873696105629751,0.43966167746103235,0.5366848407818564,0.6043988841450236,0.6545366270130187,0.6932424351842936,0.7240703546222476,0.7492349878322607,0.7701957955264315,0.7879479370746785,0.8031846913433428,0.8164043513809386,0.8223766390185734
9,0.01865604496672571,0.000923659200039751,0.004662625025957823,0.014571251287667415,0.0016008399999999992,1.2661823867095863,1.2661755880888985,1.2661772238725821,1.2661770583623269,1.2661693032064871,1.2661492367807383,1.2661203964827135,1.266099198122226,1.2661024340317888,1.2661294191044956,1.2661652963612957,1.2661967555393623,1.266218131770404,1.266221412932465,0.007215760755487254,0.288968889666006,0.441258580770295,0.5382787941450717,0.6059881311915531,0.6561182575610357,0.6948127947871892,0.7256268782912463,0.7507792680556964,0.7717348055666059,0.7894906180345258,0.8047370079730735,0.8179676488432621,0.8223766390185734
10,0.0189048748073966,0.000912754781313846,0.004477499984204769,0.014752728011013263,0.0018008199999999981,1.270237653855371,1.2702182056475997,1.2702083589386082,1.2701918887411636,1.2701607600954905,1.2701110945306615,1.2700534022418506,1.270016586790139,1.2700258288285353,1.270076308319847,1.2701416228064628,1.270199282606128,1.2702395748438495,1.2702497482007076,0.009016362467996844,0.2907650646609748,0.44304893681241325,0.5400609027787183,0.6077575096070189,0.6578684729902956,0.6965365945139733,0.7273202272724829,0.7524474871522573,0.7733942007841386,0.7911605038166625,0.8064294521168661,0.8196847376378886,0.8223766390185734
11,0.0204187800073574,0.0009010531925358578,0.004682250029873103,0.015691492588730573,0.0020007999999999988,1.2747567040664223,1.2747251169804361,1.2747055394623898,1.2746736445681004,1.2746180598291719,1.2745339095343557,1.274437070780587,1.2743697956338602,1.2743701581442604,1.2744343910824656,1.274526412081978,1.2746129409778966,1.2746773564837868,1.2746981205512626,0.011020358910331778,0.29276578117019736,0.4450444532976062,0.5420485941251093,0.6097321959754671,0.6598222757786931,0.6984596601151027,0.7292047725349589,0.7542953967551098,0.77522144799838,0.7929902843838497,0.8082795930041435,0.8215619730389943,0.8223766390185734
12,0.019593167325929965,0.0008885908438388143,0.004549416014924645,0.014742184611681693,0.0022007799999999994,1.2797281246204666,1.2796797415221663,1.279646948188867,1.2795970140731796,1.2795164640143128,1.2794012592494928,1.2792738652385391,1.279188912906686,1.279193969549698,1.2792827590992009,1.279408065315423,1.2795263155853036,1.279615102113788,1.279645023649268,0.01322114579856813,0.29496236957686744,0.4472341901166444,0.5442292036615775,0.6118989129559474,0.6619681080090551,0.7005763277394703,0.7312867358047361,0.7563468581157583,0.7772595566234317,0.7950373895535645,0.8103511854216631,0.823662291207877,0.8223766390185734
13,0.017965473896154462,0.000875840529047097,0.004593374964315444,0.014147570791337076,0.002400759999999999,1.2851525242312916,1.285074263847954,1.285011498706675,1.2849210916159575,1.2847859677979172,1.284604854240916,1.2844151165848405,1.2842968577549378,1.284314736598466,1.2844542536314765,1.2846443871868523,1.2848218627858468,1.2849547682198337,1.2850026501505751,0.015617113031381719,0.2973492657433804,0.4496063888767666,0.5465816759678943,0.6142222479649697,0.6642489562438162,0.7027996138227336,0.7334437757542319,0.7584483408727679,0.7793398582942427,0.7971383413193152,0.8124999064307752,0.8258646595930687,0.8223766390185734
14,0.019065423329965966,0.0008627638432043774,0.004548583994619548,0.014911292231449,0.00260074,1.2910435791407315,1.290932017937196,1.290831637275588,1.290686935748449,1.2904771146637972,1.2902050091532806,1.2899279124834022,1.2897603943028824,1.2897910054804163,1.289995023089626,1.2902696467283603,1.2905250465316143,1.2907164613368953,1.2907887652727668,0.01821419094235588,0.2999372957887686,0.45217572608294176,0.5491248557032554,0.6167261312241372,0.6666950354624139,0.7051666044191895,0.7357184550033455,0.760643844964992,0.7815026687438597,0.7993263707888875,0.814751456270549,0.8281888241737333,0.8223766390185734
15,0.018168104168428418,0.000849451610475303,0.004604291985742748,0.014065330022879763,0.0028007199999999996,1.2973853541521536,1.2972302701424119,1.2970848887830848,1.2968755060782413,1.2965769054821066,1.2961973779536928,1.2958189898621335,1.2955979234877777,1.2956500708406227,1.2959363228535978,1.296314676147559,1.296663731926253,1.296923985878204,1.2970230615109888,0.021003190746778966,0.3027149997344807,0.4549301426550332,0.5518469851944884,0.6193997679824641,0.6692972822103866,0.7076711297812348,0.7381090539860904,0.762937434350072,0.7837578996766663,0.8016156040699816,0.8171216706143306,0.8306501992186297,0.8223766390185734
16,0.020115964887042252,0.0008357682129504305,0.004691458016168326,0.014989907538927962,0.0030007000000000002,1.3041980322895057,1.303994525320646,1.3038054237198864,1.3035365853116723,1.3031595249724752,1.3026883659524287,1.3022276961924313,1.3019700689081617,1.3020534672530164,1.302423212457362,1.302901114115772,1.3033382266127544,1.303663089362829,1.3037872370589074,0.023993288535512428,0.3056956179750615,0.457888321374816,0.5547756969811407,0.6222847759700678,0.672118141425897,0.7104041080063294,0.7407395946482331,0.7654816240670858,0.7862705642328472,0.8041637981809266,0.8197480366872987,0.8333629421716395,0.8223766390185734
17,0.01901843319651497,0.0008220697245468312,0.004418708966113627,0.014634041622424243,0.00320068,1.311478417921455,1.3112262022611678,1.3109874899656344,1.3106490263205748,1.310180647853923,1.309603816852187,1.309049252711933,1.3087513855266388,1.3088731149762205,1.3093409395484108,1.3099344497005756,1.3104729609665082,1.3108713653230717,1.3110224166443982,0.027181289428533914,0.3088771427662497,0.46104365921117774,0.5578962811315805,0.6253538126686653,0.6751115640788102,0.7132937947856137,0.7435079718752053,0.7681473598339021,0.7888986667306305,0.8068340312791518,0.8225109419232296,0.8362280142022465,0.8223766390185734
18,0.01795014377990167,0.0008085230577689861,0.0045266670058481395,0.013648942874407616,0.0034006600000000007,1.3192090003282855,1.3188931239204778,1.3185855853800368,1.318151786719505,1.317563724026726,1.3168586829399822,1.3162059013464549,1.3158895704509461,1.3160906148760925,1.3166995046425443,1.3174409371023637,1.3180996224154664,1.3185790533830624,1.3187544154286632,0.030556613539396538,0.31224298436384385,0.4643732516290624,0.5611781080336284,0.6285668218452024,0.6782273003179118,0.7162818480377963,0.7463549418645186,0.7708861069795861,0.7916141293129114,0.8096199929720665,0.8254194394942234,0.8392615116940936,0.8223766390185734
19,0.01838950279959802,0.0007952236682307075,0.004669415997341275,0.014243561923558409,0.0036006399999999996,1.3274240015684822,1.327013373793154,1.3266115347883205,1.3260559645486345,1.3253230126809363,1.3244735765280686,1.3237246716900373,1.3234122279489973,1.3237248025117514,1.3245026336051549,1.325408739378347,1.3261941067736525,1.3267539856554833,1.3269466984179925,0.034132621047127096,0.3158010332420402,0.46788312739904336,0.5646270867298441,0.631931024668031,0.6814754549930593,0.7193825774842069,0.7492987628150879,0.7737168334932077,0.794431215066169,0.8125270212738119,0.8284694035425988,0.8424523253920133,0.8223766390185734
20,0.01847270597959022,0.0007822229634416059,0.004497167014051229,0.014049732184108075,0.0038006199999999993,1.3361073227624545,1.3355901137382373,1.3350800445015518,1.334384375964771,1.333489119872883,1.3324879526272762,1.3316556994439892,1.3313817769202496,1.3318499206658034,1.3328333584922414,1.3339254504298625,1.3348443455029775,1.3354806423363121,1.3356785674371179,0.037902601902004805,0.31955391406574646,0.4715810062991914,0.5682557410057012,0.6354643745245055,0.6848808119281481,0.7226298030764164,0.752384992441586,0.776698581150712,0.7974208781750556,0.8156323721894201,0.831737494417529,0.8458716105041056,0.8223766390185734
21,0.017763194153499636,0.0007697337548514087,0.004701292025856674,0.013634769232063243,0.0040006,1.3452530411851085,1.3446172303656352,1.343975806379081,1.3431051190539496,1.3420043326125974,1.3408078530920455,1.33986391672585,1.3396311384325275,1.3402881056126554,1.3415235511711467,1.3428437005222094,1.3439264896253469,1.3446574574126358,1.3448639603620662,0.041861158013549234,0.32349592429089774,0.47545548211287036,0.5720429505771165,0.6391295343123361,0.6883796032911272,0.7259200039697558,0.7554596420196786,0.7796295318218361,0.8003546870342744,0.8187108441909244,0.8350238845801449,0.8493528474046391,0.8223766390185734
22,0.02053079623105615,0.0007577569389481409,0.004689500026870519,0.015328200188366366,0.004200579999999999,1.354920153751334,1.3541610181093025,1.3533936387757013,1.3523554638195914,1.3510593532890942,1.3496792152162174,1.3486343527508309,1.3484508420886743,1.34930209902846,1.350793554574515,1.3523455208224016,1.353596174871244,1.3544255700342138,1.3546408282841922,0.04603701237435465,0.32766263069007706,0.47955712443986276,0.5760615758144325,0.6430309551036422,0.6921191917534305,0.7294535663470203,0.7587765533656301,0.7827987981970395,0.8035240010289492,0.8220256391181295,0.8385496862222701,0.853076890476007,0.8223766390185734
23,0.017481180452746173,0.0007464337640412344,0.00454624998383224,0.013264841808735717,0.0044005599999999995,1.3650546095823526,1.3641254432542849,1.3631931385770328,1.361939894987594,1.3603971113214595,1.3587938303222462,1.357643393194085,1.3575515560880014,1.358670509177731,1.3604915524320724,1.3623304338902191,1.3637837986218344,1.3647311260403565,1.364959898644116,0.050398710940342276,0.3320030795614026,0.4838125270019305,0.5802087391343218,0.6470266666561683,0.6959083792659073,0.7329850701884182,0.7620464261232741,0.785904836840462,0.8066556493757246,0.8253583972686591,0.8421536207006775,0.8569265736148011,0.8223766390185734
24,0.016899199112198057,0.0007356285640610894,0.004455541959032416,0.013067962856002526,0.004600539999999999,1.375657109173838,1.3745116865337215,1.3733661780997795,1.3718313274522596,1.3699633192564669,1.3680662570626572,1.366780378686001,1.3668151856100357,1.3682884341852755,1.370536754426416,1.3727407426309397,1.3744474545163248,1.3755389591258391,1.375782166479384,0.05494487742214556,0.3365160110481377,0.4882147973021143,0.5844669388401763,0.6510813969432556,0.699684195135741,0.7364131395770362,0.7651252000391401,0.7887715137416665,0.8095658242916896,0.8285435167353727,0.8457019311499536,0.8607989577471391,0.8223766390185734
25,0.017060383294184,0.0007251894782519679,0.004526792035903782,0.013228086344097481,0.00480052,1.3867395780863114,1.385342980339091,1.3839309321223159,1.3820439437604484,1.3797682434894178,1.377497463507006,1.3760275707605345,1.3761994638562558,1.378093834795325,1.3808599609357093,1.383512394423406,1.3855361581595111,1.3868148974497743,1.3870881131437625,0.05967971063220777,0.3412118767655902,0.4927736383614543,0.5888453373425048,0.655203136508188,0.7034502317348644,0.7397301107950705,0.7679851875368541,0.7913453073055798,0.8121772607933346,0.8314922918062181,0.849110710527603,0.8646248812436512,0.8223766390185734
26,0.018390818568392097,0.0007151964402945015,0.004613834025803953,0.01386383221349344,0.0050005,1.3983318878578315,1.3966589437676802,1.3949505832012912,1.3926735061723425,1.3899544480400843,1.3872938818893532,1.3856629996728906,1.3860380909812358,1.3884386429874924,1.3917946236971799,1.3949412921467474,1.3973050404159693,1.398777891762365,1.3990731391728277,0.06461628377690998,0.3461113188161365,0.49752040422323257,0.5933908581842848,0.6594625862151342,0.7073141821343921,0.7430978473457643,0.7708564074388423,0.7939233631219828,0.8148319113022319,0.8345531577310896,0.8526980661751214,0.8686743220013557,0.8223766390185734
27,0.016586305392377387,0.0007054125977426444,0.004577333980705589,0.012759147339741775,0.0052004799999999995,1.4103978109834858,1.4083877149588506,1.4063271629281973,1.4035888038189135,1.4003498169275235,1.3972442828767775,1.3954529934800033,1.3961003446479143,1.3991137866798307,1.40315680547173,1.4068618045662944,1.4095973724853625,1.411271669689852,1.4115731835050023,0.06973283884856446,0.35117772782884626,0.5024045283195011,0.598033614845012,0.6637617475045949,0.7111391986937455,0.7463324816195386,0.7735104711664086,0.796249020169639,0.8172682280867015,0.8374826488791355,0.8562523783761492,0.8727679795241635,0.8223766390185734
28,0.017371240443818745,0.000695720176624828,0.004578583990223706,0.01321786684340101,0.00540046,1.422969570691852,1.4205729911077216,1.4181016433254727,1.4148286980146607,1.4109944984816185,1.4073957241813975,1.4054618202613687,1.4064776051811791,1.410237084247998,1.4150799177282123,1.4194120440932072,1.4225501012621737,1.4244302877857922,1.4247215209050204,0.0750437574070557,0.35643202231073046,0.5074471459436385,0.6027949418128709,0.6681221208798702,0.7149469147155579,0.7494579091314564,0.7759805660125683,0.7983749127921087,0.8195650001332654,0.8403827235234421,0.859885717402477,0.8770147962838494,0.8223766390185734
