K,eps_idx,eps,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,0.1,0.1,1.83435427752152,0.225190875,1.83435427752152
1.0,1.0,0.21544346900318834,0.1,1.883915910902113,0.203041745,1.883915910902113
1.0,2.0,0.46415888336127786,0.1,1.990684653197207,0.202940161,1.990684653197207
1.0,3.0,1.0,0.1,2.2207062123818475,0.190913071,2.2207062123818475
1.0,4.0,2.1544346900318834,0.1,2.4985992770692333,0.173437566,2.4985992770692333
1.0,5.0,4.6415888336127775,0.1,2.9250525291156317,0.309474749,2.9250525291156317
1.0,6.0,10.0,0.1,3.6439002947323686,0.432047467,3.6439002947323686
2.0,0.0,0.1,0.1,1.8128948227916173,0.309105619,1.8128948227916173
2.0,1.0,0.21544346900318834,0.1,1.8438863955427585,0.306887167,1.8438863955427585
2.0,2.0,0.46415888336127786,0.1,1.9106444602033652,0.30035334,1.9106444602033652
2.0,3.0,1.0,0.1,2.0544640081562497,0.291863489,2.0544640081562497
2.0,4.0,2.1544346900318834,0.1,2.3290228556192507,0.274100295,2.3290228556192507
2.0,5.0,4.6415888336127775,0.1,2.6059420376659395,0.262354285,2.6059420376659395
2.0,6.0,10.0,0.1,3.1010972622161277,0.275200417,3.1010972622161277
3.0,0.0,0.1,0.1,1.698682812579239,0.421420386,1.698682812579239
3.0,1.0,0.21544346900318834,0.1,1.7194342275423504,0.430079451,1.7194342275423504
3.0,2.0,0.46415888336127786,0.1,1.7640948112549069,0.424717337,1.7640948112549069
3.0,3.0,1.0,0.1,1.860291147028998,0.39900657,1.860291147028998
3.0,4.0,2.1544346900318834,0.1,2.067527000171699,0.399459249,2.067527000171699
3.0,5.0,4.6415888336127775,0.1,2.317497723071098,0.333023357,2.317497723071098
3.0,6.0,10.0,0.1,2.6483494285705063,0.346770433,2.6483494285705063
4.0,0.0,0.1,0.1,1.578950531967629,0.635444399,1.578950531967629
4.0,1.0,0.21544346900318834,0.1,1.5936294694319828,0.6282643,1.5936294694319828
4.0,2.0,0.46415888336127786,0.1,1.6251649018036671,0.651781459,1.6251649018036671
4.0,3.0,1.0,0.1,1.693064669966423,0.633815213,1.693064669966423
4.0,4.0,2.1544346900318834,0.1,1.839329931672828,0.571459151,1.839329931672828
4.0,5.0,4.6415888336127775,0.1,2.0522832971833096,0.543366185,2.0522832971833096
4.0,6.0,10.0,0.1,2.280901677298907,0.514570427,2.280901677298907
5.0,0.0,0.1,0.1,1.5147752038996107,0.791712244,1.5147752038996107
5.0,1.0,0.21544346900318834,0.1,1.5262055146187699,0.815949273,1.5262055146187699
5.0,2.0,0.46415888336127786,0.1,1.5506084985844129,0.830503639,1.5506084985844129
5.0,3.0,1.0,0.1,1.6030815457210903,0.785004807,1.6030815457210903
5.0,4.0,2.1544346900318834,0.1,1.7160830571642396,0.797958248,1.7160830571642396
5.0,5.0,4.6415888336127775,0.1,1.915846397792802,0.704063565,1.915846397792802
5.0,6.0,10.0,0.1,2.1037787149161984,0.684975865,2.1037787149161984
6.0,0.0,0.1,0.1,1.4205681759969468,1.240024859,1.4205681759969468
6.0,1.0,0.21544346900318834,0.1,1.42960884805437,1.137653733,1.42960884805437
6.0,2.0,0.46415888336127786,0.1,1.448660913860947,1.137072022,1.448660913860947
6.0,3.0,1.0,0.1,1.489518737518821,1.169423079,1.489518737518821
6.0,4.0,2.1544346900318834,0.1,1.577450079762591,1.092982228,1.577450079762591
6.0,5.0,4.6415888336127775,0.1,1.74401124251807,0.98726814,1.74401124251807
6.0,6.0,10.0,0.1,1.8934635164248466,0.965761459,1.8934635164248466
7.0,0.0,0.1,0.1,1.3250105797496763,1.729659878,1.3250105797496763
7.0,1.0,0.21544346900318834,0.1,1.3329954836125975,1.629941582,1.3329954836125975
7.0,2.0,0.46415888336127786,0.1,1.3486623811194298,1.4997880860000001,1.3486623811194298
7.0,3.0,1.0,0.1,1.3818166865657484,1.561414578,1.3818166865657484
7.0,4.0,2.1544346900318834,0.1,1.4529664705767031,1.41795952,1.4529664705767031
7.0,5.0,4.6415888336127775,0.1,1.5982949648992684,1.405165996,1.5982949648992684
7.0,6.0,10.0,0.1,1.729235260806618,1.3721891990000001,1.729235260806618
8.0,0.0,0.1,0.1,1.2520581210798005,2.165477778,1.2520581210798005
8.0,1.0,0.21544346900318834,0.1,1.2588137514812432,2.06705417,1.2588137514812432
8.0,2.0,0.46415888336127786,0.1,1.2716786290764426,1.861867154,1.2716786290764426
8.0,3.0,1.0,0.1,1.2987083444785026,1.9118078569999999,1.2987083444785026
8.0,4.0,2.1544346900318834,0.1,1.3566295487999511,1.841271873,1.3566295487999511
8.0,5.0,4.6415888336127775,0.1,1.4781730944587714,1.770490568,1.4781730944587714
8.0,6.0,10.0,0.1,1.5889632393225666,1.739433161,1.5889632393225666
9.0,0.0,0.1,0.1,1.179434747089435,3.400764443,1.179434747089435
9.0,1.0,0.21544346900318834,0.1,1.186414367892422,3.247616407,1.186414367892422
9.0,2.0,0.46415888336127786,0.1,1.1988508585964717,2.919089424,1.1988508585964717
9.0,3.0,1.0,0.1,1.2228091686065603,2.825193689,1.2228091686065603
9.0,4.0,2.1544346900318834,0.1,1.2732060313801339,2.7475530900000003,1.2732060313801339
9.0,5.0,4.6415888336127775,0.1,1.3813202137512923,2.608032408,1.3813202137512923
9.0,6.0,10.0,0.1,1.487101439374874,2.443889066,1.487101439374874
10.0,0.0,0.1,0.1,1.1257120912978527,4.39897677,1.1257120912978527
10.0,1.0,0.21544346900318834,0.1,1.1311816377102744,4.127478797,1.1311816377102744
10.0,2.0,0.46415888336127786,0.1,1.1409701099947087,3.885051571,1.1409701099947087
10.0,3.0,1.0,0.1,1.1604683511039657,3.65451035,1.1604683511039657
10.0,4.0,2.1544346900318834,0.1,1.201862856808895,3.714891624,1.201862856808895
10.0,5.0,4.6415888336127775,0.1,1.290834579357559,3.475553433,1.290834579357559
10.0,6.0,10.0,0.1,1.3760439547635652,3.239327422,1.3760439547635652
11.0,0.0,0.1,0.1,1.0696115586868582,5.863120177,1.0696115586868582
11.0,1.0,0.21544346900318834,0.1,1.074582839233665,5.430193298,1.074582839233665
11.0,2.0,0.46415888336127786,0.1,1.0836126394924652,5.078740263,1.0836126394924652
11.0,3.0,1.0,0.1,1.1008179644908005,5.08311868,1.1008179644908005
11.0,4.0,2.1544346900318834,0.1,1.1368370153158447,5.073916952,1.1368370153158447
11.0,5.0,4.6415888336127775,0.1,1.2140696354649192,4.843822395,1.2140696354649192
11.0,6.0,10.0,0.1,1.2897929084872866,4.46362586,1.2897929084872866
12.0,0.0,0.1,0.1,0.9966900868972836,7.832642964,0.9966900868972836
12.0,1.0,0.21544346900318834,0.1,1.001076936981109,7.352738736,1.001076936981109
12.0,2.0,0.46415888336127786,0.1,1.0091658690994587,6.927563328,1.0091658690994587
12.0,3.0,1.0,0.1,1.0242052291038364,6.953912334,1.0242052291038364
12.0,4.0,2.1544346900318834,0.1,1.0551699108211399,6.916969695,1.0551699108211399
12.0,5.0,4.6415888336127775,0.1,1.121399140442422,6.821712718,1.121399140442422
12.0,6.0,10.0,0.1,1.1914325414261269,6.115608177,1.1914325414261269
13.0,0.0,0.1,0.1,0.9326914633127087,11.68845289,0.9326914633127087
13.0,1.0,0.21544346900318834,0.1,0.9365565413837458,10.164849736,0.9365565413837458
13.0,2.0,0.46415888336127786,0.1,0.9437151547617278,9.450493693,0.9437151547617278
13.0,3.0,1.0,0.1,0.9570367245336364,9.108106443,0.9570367245336364
13.0,4.0,2.1544346900318834,0.1,0.9840165729809786,9.014866979,0.9840165729809786
13.0,5.0,4.6415888336127775,0.1,1.0414851822813707,8.881157056,1.0414851822813707
13.0,6.0,10.0,0.1,1.1046401176741913,7.922538638,1.1046401176741913
14.0,0.0,0.1,0.1,0.8733887009611709,14.63466768,0.8733887009611709
14.0,1.0,0.21544346900318834,0.1,0.8767211486795354,14.381894925,0.8767211486795354
14.0,2.0,0.46415888336127786,0.1,0.8829341574081156,12.562208422,0.8829341574081156
14.0,3.0,1.0,0.1,0.8946079037133695,11.938669054,0.8946079037133695
14.0,4.0,2.1544346900318834,0.1,0.917934873331446,12.007591718,0.917934873331446
14.0,5.0,4.6415888336127775,0.1,0.9676371221571206,11.781685178,0.9676371221571206
14.0,6.0,10.0,0.1,1.0205148437007596,10.311488265,1.0205148437007596
15.0,0.0,0.1,0.1,0.8069156608366918,18.039952014,0.8069156608366918
15.0,1.0,0.21544346900318834,0.1,0.8098556755472878,17.419051205,0.8098556755472878
15.0,2.0,0.46415888336127786,0.1,0.8153683609232477,16.866678292,0.8153683609232477
15.0,3.0,1.0,0.1,0.8259465778618292,16.626861665,0.8259465778618292
15.0,4.0,2.1544346900318834,0.1,0.8465060347003763,16.042506155,0.8465060347003763
15.0,5.0,4.6415888336127775,0.1,0.8897443680971642,15.499895127,0.8897443680971642
15.0,6.0,10.0,0.1,0.9341941240862754,13.226073202,0.9341941240862754
16.0,0.0,0.1,0.1,0.7748419955003247,22.498059401,0.7748419955003247
16.0,1.0,0.21544346900318834,0.1,0.7773728342947324,23.787016312,0.7773728342947324
16.0,2.0,0.46415888336127786,0.1,0.782139226798248,21.978551475,0.782139226798248
16.0,3.0,1.0,0.1,0.7912383303801214,20.122385398,0.7912383303801214
16.0,4.0,2.1544346900318834,0.1,0.8092190361884024,20.928087561,0.8092190361884024
