K,eps_idx,eps,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,0.1,0.1,10.66035237333399,0.270348404,10.66035237333399
1.0,1.0,0.21544346900318834,0.1,10.961725099878649,0.238917858,10.961725099878649
1.0,2.0,0.46415888336127786,0.1,11.35402317867554,0.193823143,11.35402317867554
1.0,3.0,1.0,0.1,11.897912463550863,0.2067679,11.897912463550863
1.0,4.0,2.1544346900318834,0.1,12.975336272335948,0.216682649,12.975336272335948
1.0,5.0,4.6415888336127775,0.1,14.110938822960353,0.192626716,14.110938822960353
1.0,6.0,10.0,0.1,15.83111245665555,0.179503122,15.83111245665555
2.0,0.0,0.1,0.1,9.593714580524198,0.416804688,9.593714580524198
2.0,1.0,0.21544346900318834,0.1,9.771372607952484,0.368283662,9.771372607952484
2.0,2.0,0.46415888336127786,0.1,10.116583909289995,0.318945381,10.116583909289995
2.0,3.0,1.0,0.1,10.485351730571207,0.380266876,10.485351730571207
2.0,4.0,2.1544346900318834,0.1,11.130323815743655,0.378903561,11.130323815743655
2.0,5.0,4.6415888336127775,0.1,12.072025929187832,0.434186242,12.072025929187832
2.0,6.0,10.0,0.1,13.0067115095724,0.40597158,13.0067115095724
3.0,0.0,0.1,0.1,8.557989508420098,0.599744225,8.557989508420098
3.0,1.0,0.21544346900318834,0.1,8.675038308365481,0.541038128,8.675038308365481
3.0,2.0,0.46415888336127786,0.1,8.925688836261537,0.598463379,8.925688836261537
3.0,3.0,1.0,0.1,9.250456066817442,0.534001252,9.250456066817442
3.0,4.0,2.1544346900318834,0.1,9.687978695871212,0.54032288,9.687978695871212
3.0,5.0,4.6415888336127775,0.1,10.396837104152498,0.718777733,10.396837104152498
3.0,6.0,10.0,0.1,11.084451785781141,0.716683779,11.084451785781141
4.0,0.0,0.1,0.1,7.594553584666978,0.976440441,7.594553584666978
4.0,1.0,0.21544346900318834,0.1,7.676622204732475,0.946202747,7.676622204732475
4.0,2.0,0.46415888336127786,0.1,7.850868141300042,0.933969694,7.850868141300042
4.0,3.0,1.0,0.1,8.11877920414698,0.805515348,8.11877920414698
4.0,4.0,2.1544346900318834,0.1,8.423750267522253,0.886901583,8.423750267522253
4.0,5.0,4.6415888336127775,0.1,8.867049451723098,1.570820514,8.867049451723098
4.0,6.0,10.0,0.1,9.318155853072193,1.260188155,9.318155853072193
5.0,0.0,0.1,0.1,6.894599530438991,1.493015025,6.894599530438991
5.0,1.0,0.21544346900318834,0.1,6.957420325441657,1.471414517,6.957420325441657
5.0,2.0,0.46415888336127786,0.1,7.088363011288589,1.42917805,7.088363011288589
5.0,3.0,1.0,0.1,7.325147406531824,1.259464453,7.325147406531824
5.0,4.0,2.1544346900318834,0.1,7.56961661315855,1.358111432,7.56961661315855
5.0,5.0,4.6415888336127775,0.1,7.897272657825138,1.823991723,7.897272657825138
5.0,6.0,10.0,0.1,8.257853287677548,2.099072138,8.257853287677548
6.0,0.0,0.1,0.1,6.245084100507497,2.379694888,6.245084100507497
6.0,1.0,0.21544346900318834,0.1,6.293981064542804,2.301589806,6.293981064542804
6.0,2.0,0.46415888336127786,0.1,6.394755563771641,2.140491346,6.394755563771641
6.0,3.0,1.0,0.1,6.591085448483057,1.976856117,6.591085448483057
6.0,4.0,2.1544346900318834,0.1,6.785974321668542,1.87795829,6.785974321668542
6.0,5.0,4.6415888336127775,0.1,7.014342630501186,2.9638259959999997,7.014342630501186
6.0,6.0,10.0,0.1,7.26333364677641,4.105414062,7.26333364677641
7.0,0.0,0.1,0.1,5.585715814927606,3.01549956,5.585715814927606
7.0,1.0,0.21544346900318834,0.1,5.626096871081507,3.238997336,5.626096871081507
