i,K,obj_val,grad_sq_norm,opt_dist_sq_norm
2.0,3.0,3.297472039891219,0.9135305297753732,124.97845826597013
2.0,4.0,2.085198827535646,0.4319812350166098,106.41168943409994
2.0,5.0,1.3751011557126007,0.22290987184027988,92.1719287922116
2.0,6.0,0.938821328803424,0.11892316902876049,81.08111183108272
2.0,7.0,0.6679810405638931,0.06568640939495742,72.31497832343936
2.0,8.0,0.4978141177243694,0.039256959531242225,65.23361020362019
2.0,9.0,0.3866089693887955,0.02594345109068631,59.357283384428335
2.0,10.0,0.30942889352459574,0.018440669184718615,54.35403635784078
2.0,11.0,0.25272491770587757,0.013550329591066688,50.00664379289376
2.0,12.0,0.20940174501853037,0.010100829506351914,46.17370382290085
2.0,13.0,0.17548581571928248,0.007651671802277938,42.7593110014052
2.0,14.0,0.14841273685031833,0.005937460452020295,39.69471189844128
2.0,15.0,0.12635276500564502,0.00472387473450786,36.92885633137557
2.0,16.0,0.10800459256590328,0.003817476983288977,34.4235167825575
2.0,17.0,0.09250551637500566,0.0030932882022971105,32.149971297154885
2.0,18.0,0.07932073447647327,0.0024934408466158707,30.086044525676172
2.0,19.0,0.06810970191642159,0.0020013237442271575,28.213504302420027
2.0,20.0,0.058612941848819634,0.0016122654753949362,26.516177453307165
2.0,21.0,0.05058916009504583,0.0013158759796895764,24.978958441997907
2.0,22.0,0.04380172718700965,0.0010927414405136069,23.58755326378482
2.0,23.0,0.03803323333737724,0.0009199116783730291,22.328606713742026
2.0,24.0,0.03310411994133106,0.0007779787536386527,21.189873069725667
2.0,25.0,0.028880532434663594,0.0006551217236678538,20.160236284359712
2.0,26.0,0.02526840925439685,0.0005470409471952099,19.22955439707459
2.0,27.0,0.022199009165778976,0.000454149635856483,18.38841391592229
2.0,28.0,0.019613553407954037,0.0003781394524557626,17.62790854437263
2.0,29.0,0.017452721145609168,0.00031951438708841435,16.939522172960555
2.0,30.0,0.015653018128695326,0.0002766792547294896,16.315136426559153
2.0,31.0,0.014148814555292983,0.0002463217741117502,15.74713181389009
2.0,32.0,0.012877240170864645,0.0002244298792793813,15.228526122959046
2.0,33.0,0.01178313619368934,0.00020731017684935815,14.753095047908834
2.0,34.0,0.010822260081218124,0.0001922304557504611,14.31543870476624
2.0,35.0,0.009962170282085101,0.00017760021704445842,13.910981575942344
2.0,36.0,0.009181155416021335,0.0001628031217495344,13.535913169766483
2.0,37.0,0.008466013789948122,0.00014786816446808276,13.18708791111628
2.0,38.0,0.007809495457812517,0.0001331403259176441,12.861905563842736
2.0,39.0,0.007207978271855695,0.00011903992868445392,12.558190464192284
2.0,40.0,0.006659652245807515,0.0001059300485396706,12.27408224214176
2.0,41.0,0.006163255286171017,9.406817763803592e-05,12.007945024727574
2.0,42.0,0.005717278769502663,8.360492598803807e-05,11.758297666722637
2.0,43.0,0.0053195271737898255,7.459902369324619e-05,11.523764635594034
2.0,44.0,0.004966932754437182,6.703176244240527e-05,11.303045502110628
2.0,45.0,0.0046555576988223215,6.0816472702458666e-05,11.094900097919284
2.0,46.0,0.004380740137744471,5.580596446017656e-05,10.898145926313486
2.0,47.0,0.004137349284553708,5.1802982135470976e-05,10.711664160259465
2.0,48.0,0.003920111336832905,4.857716352118226e-05,10.534410499169338
2.0,49.0,0.0037239590758749346,4.588861354463045e-05,10.365427336329539
2.0,50.0,0.0035443525829051813,4.351473175126265e-05,10.20385417179661
3.0,1.0,15.091708236490257,9.703157113481662,196.77009494219817
3.0,2.0,7.4467962530588485,3.496277263229305,146.10641910971876
3.0,3.0,3.917659664459189,1.2950978418306411,113.6705960089972
3.0,4.0,2.2401400985060653,0.5370472271887378,92.07233416647425
3.0,5.0,1.3715011013318088,0.2516176460619558,76.95514483206172
3.0,6.0,0.8854014190969491,0.12848209808108932,65.9674832900172
3.0,7.0,0.599722474467582,0.0699063890867636,57.74648866627393
3.0,8.0,0.4260860007824289,0.04080988217764706,51.423897061248375
3.0,9.0,0.3163425069950772,0.026112204589399644,46.419341345441225
3.0,10.0,0.24280190110073924,0.01831514437638672,42.346450107265944
3.0,11.0,0.18988662114155772,0.013589488029427482,38.957136711834394
3.0,12.0,0.14948677826016818,0.010199460370869566,36.0976712327345
3.0,13.0,0.11772959356806899,0.007517123197737793,33.6720178662875
3.0,14.0,0.09279250786895817,0.005378905756200292,31.614468431360134
3.0,15.0,0.07362789725601333,0.0037540802212673585,29.872385398618118
3.0,16.0,0.059345999567747006,0.0026110048400513185,28.397556046046983
3.0,17.0,0.04900592321305398,0.0018773000510309181,27.143617548123217
3.0,18.0,0.04163224780923254,0.0014457074097842376,26.066925994570596
3.0,19.0,0.03632191343051016,0.0012017102704861382,25.128618090075665
3.0,20.0,0.03234372038103272,0.0010515580089283728,24.296306823206102
3.0,21.0,0.029180862046505995,0.0009361213556107226,23.54469537505344
3.0,22.0,0.026514055523605928,0.0008287468709994052,22.855111422153573
3.0,23.0,0.02417001333596035,0.0007241309531198834,22.214361058047068
3.0,24.0,0.02206367191588428,0.0006262664236230881,21.61337316126945
3.0,25.0,0.020152651745451645,0.0005400427589724207,21.045977191684784
3.0,26.0,0.018410144016388807,0.0004674254194003556,20.507972215696512
3.0,27.0,0.016813805042906665,0.00040711477096361834,19.996494230712578
3.0,28.0,0.015344433653486464,0.00035600570009076325,19.509606724228387
3.0,29.0,0.01398812224163104,0.00031097293193694267,19.046021377938768
3.0,30.0,0.012737610498740034,0.0002700498123363419,18.60487902675081
3.0,31.0,0.011591229257811628,0.0002326931839235284,18.18555867212854
3.0,32.0,0.010549945350612554,0.0001993313180835348,17.787513532264835
3.0,33.0,0.009614012328385919,0.00017063609937418184,17.410147500914896
3.0,34.0,0.008780623772676261,0.00014693007374946317,17.052743414750598
3.0,35.0,0.008043218399425667,0.00012793903582639443,16.71444337344387
3.0,36.0,0.007392265128780287,0.0001128795462162481,16.394269558856458
3.0,37.0,0.006816850672640181,0.0001007342320997325,16.091167371276992
3.0,38.0,0.0063063095079342255,9.054376268558265e-05,15.804052858952579
3.0,39.0,0.005851364050375334,8.159944926727002e-05,15.531851635254725
3.0,40.0,0.005444584120139472,7.350019135376951e-05,15.273523598800141
3.0,41.0,0.005080262910982253,6.610015166888941e-05,15.02807395956505
3.0,42.0,0.004753959346912845,5.9402225993793806e-05,14.794554753602236
3.0,43.0,0.004461972059393107,5.3450686085825974e-05,14.572061986547366
3.0,44.0,0.0042009339773644815,4.825739914430294e-05,14.359732505367226
3.0,45.0,0.00396760677345689,4.37730096558286e-05,14.156742744896478
3.0,46.0,0.0037588579072091954,3.9896206391163876e-05,13.962309608716945
3.0,47.0,0.003571745444105839,3.650438312557137e-05,13.77569253188437
3.0,48.0,0.0034036223145531503,3.3487506068890576e-05,13.596195418409874
3.0,49.0,0.003252192552147712,3.0771514385571065e-05,13.42316749098816
3.0,50.0,0.0031154903970592313,2.8324964366575885e-05,13.256002790973376
4.0,1.0,10.34834468991564,6.467271737405647,180.1089169236911
4.0,2.0,5.289322406553154,2.2935542964883555,145.1828099014342
