iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,beta0,beta1,beta2,beta3,beta4,beta5,beta6
0,3.991536875385414,0.00877367767849444,0.24395958299282938,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603
1,3.991536875385414,0.008773726372430976,0.3694235839648172,87.9181588895544,9.999999999999159e-07,1.249997763916006,1.2499977639160016,1.2499977639160076,1.2499977639160205,1.2499977639159996,1.2500022360859675,1.2499977639161193,-1.0000076080373296e-06,0.28175252511771115,0.43404178277269606,0.5310628053968722,0.5987775940484267,0.6489223261148026,0.6876458540105603
2,3.9915470519415703,0.008774747736321637,0.321846499980893,87.64371755756407,2.097999999999987e-05,1.2499508473414922,1.2499508471808372,1.2499508475371568,1.2499508444636422,1.2499508474851304,1.250049152307527,1.249950848389032,-2.180963836452116e-05,0.28173154310351384,0.4340208009253325,0.5310418231720013,0.5987566121375153,0.6489013439942825,0.6876458540105603
3,3.9917604537540234,0.008776741925052761,0.005383957992307842,87.61154017087541,4.095999999999993e-05,1.2498592506591233,1.2498592494025298,1.2498592512122797,1.2498592423119668,1.2498592508932647,1.2501407551919714,1.2498592453735133,-6.238212767687078e-05,0.2816905778047236,0.4339798361992515,0.5310008577214282,0.5987156473036603,0.6488603788128366,0.6876458540105603
4,3.992177133484187,0.00877970947513112,0.005225999979302287,87.66570393601245,6.0939999999999996e-05,1.2497229798729728,1.249722971911266,1.249722980045675,1.2497229355508512,1.2497229804070646,1.2502770439967665,1.249722952875026,-0.00012272820164156158,0.2816296278142498,0.43391888871467016,0.5309399063125221,0.5986547000044936,0.6487994296750736,0.6876458540105603
5,3.9927972715702396,0.008783651076592788,0.005060291034169495,87.6377552603992,8.091999999999984e-05,1.2495420458723634,1.2495420174341791,1.2495420417111376,1.249541916622484,1.2495420446715026,1.2504580307317181,1.2495419443353792,-0.0002028587158680487,0.2815486914907853,0.4338379584541622,0.5308589675136607,0.5985737708911143,0.648718496514074,0.6876458540105603
6,3.9936210999792077,0.008788567872855967,0.005182499997317791,87.70820282052733,0.0001008999999999999,1.249316462363858,1.2493163844137931,1.2493164494604296,1.2493161136752846,1.2493164589584214,1.250683711890978,1.2493161871978962,-0.0003027835565845851,0.28144776427684787,0.43373704669390606,0.5307580333791866,0.5984728620200598,0.6486175779382883,0.6876458540105603
7,3.9946489461474526,0.008794452479920691,0.005124500021338463,93.98805381386921,0.00012087999999999997,1.249046019506215,1.249045982786398,1.2490469728023226,1.2490457810534576,1.2490462727231821,1.250955805704598,1.2490457632178593,-0.00042267807872051205,0.28132684235890504,0.43361636259267966,0.5306370084553403,0.5983519622117495,0.6484974124397803,0.6876458540105603
8,3.9958799251167765,0.008801305984391347,0.005205583001952618,93.90243224480999,0.00014085999999999992,1.2487307340563067,1.2487308231303984,1.2487336359287806,1.2487309138432159,1.2487315016840494,1.2512744098350628,1.2487305955168468,-0.0005625496497279259,0.28118592455018754,0.43347590714932516,0.530495891325186,0.5982110730454802,0.6483580110825584,0.6876458540105603
9,3.9973143299081704,0.008809129773580296,0.0052230830187909305,93.80091432819708,0.00016083999999999998,1.2483706281152978,1.2483709183685778,1.248376460658398,1.2483715000711302,1.2483721634387934,1.2516396076881335,1.248370577147892,-0.0007224036806332156,0.28102500925477747,0.4333156793773494,0.5303346813702887,0.598050196569186,0.6481993800055021,0.6876458540105603
10,3.998952473704767,0.008817925450938971,0.0050182080012746155,93.68216104597528,0.00018081999999999983,1.247965728019479,1.2479662834643572,1.2479754725008523,1.2479675210959065,1.2479682781254664,1.2520514938715772,1.2479655666651186,-0.0009022445773224037,0.28084409463723237,0.43313567795993657,0.5301533781796648,0.5978693354161648,0.6480215261177458,0.6876458540105603
11,4.000794563584882,0.008827694795725474,0.005189291026908904,93.54549067400363,0.0002007999999999999,1.2475160629666524,1.2475169344618642,1.2475307055339295,1.2475189484772244,1.2475198686630191,1.2525101914552468,1.2475153850387182,-0.0011020767182371631,0.28064317835251684,0.4329359024631779,0.529951980914362,0.5976684927799396,0.6478244599792389,0.6876458540105603
12,4.002841194780372,0.008838439713927101,0.00499245902756229,93.38939132075069,0.00022077999999999996,1.2470216642198821,1.2470228886797197,1.247042205035158,1.2470257447161452,1.2470269607009399,1.2530158669208524,1.2470198128913692,-0.0013219049478065375,0.2804222576720864,0.4327163540247502,0.5297304881947702,0.5974476723725702,0.6476081993270236,0.6876458540105603
13,4.0050926204146435,0.008850162201161022,0.005115583015140146,93.21240319727994,0.0002407599999999999,1.2464825651173073,1.2464841648164968,1.246510030570589,1.2464878617308974,1.2464895825376932,1.2535687443559296,1.2464785829351157,-0.0015617346990493015,0.28018132966693665,0.43247703615581146,0.5294888978659111,0.5972068783659404,0.6473727718834603,0.6876458540105603
14,4.007548994084215,0.0088628642947648,0.005031209031585604,93.01060185675995,0.00026074,1.2458987999586266,1.245900782692411,1.2459342588059403,1.2459052409633968,1.2459077654982975,1.254169117596578,1.2458913814835337,-0.0018215726447110407,0.27992039094990656,0.43221795543070984,0.5292272073172476,0.5969461155779779,0.6471182182512608,0.6876458540105603
15,4.010210399700738,0.008876526392678073,0.004846916999667883,92.78067650363347,0.00028071999999999993,1.24526954761295,1.245272291371811,1.2453167962185228,1.2452826750613242,1.2452816077923443,1.2548193780667305,1.2452502435125774,-0.002101913088407808,0.2796393139977927,0.43193965771818915,0.5289459649084852,0.5966654578293209,0.6468449891594074,0.6876458540105603
16,4.0130729652305135,0.008891153920929522,0.0051792089943774045,92.76916554733394,0.0003007,1.2445949386706858,1.2445986177788457,1.2446577159342578,1.2446192330664951,1.2446111951674246,1.2555196427315936,1.2445552402102642,-0.002402727313321269,0.27933805426541475,0.43164214568214476,0.5286450826398686,0.5963649244996221,0.6465531188008309,0.6876458540105603
17,4.016137267026209,0.008906752255574397,0.005009832966607064,92.70143196755792,0.00032068000000000005,1.243875107546827,1.2438796909318657,1.2439571147508672,1.2439139593284674,1.243896616547823,1.2562701469394686,1.2438063662113976,-0.0027239869758964824,0.27901656707861044,0.4313254267964412,0.5283244718987969,0.5960445357350727,0.646242664759553,0.6876458540105603
18,4.019404014782296,0.008923317788079935,0.005001749959774315,92.66668614314968,0.00034066,1.2431100464019118,1.243115365414226,1.2432153469464438,1.2431672093606378,1.2431380349203531,1.25707345268006,1.243003300396429,-0.003065743308782202,0.2786747725723449,0.43098956680730904,0.5279841589024221,0.5957042977575837,0.6459137361655939,0.6876458540105603
19,4.022873321365857,0.008940854608022512,0.0050391670083627105,92.52623780029927,0.00036063999999999996,1.2422998718157876,1.242305549958996,1.2424326242747425,1.2423780703390284,1.2423355670894032,1.2579303333909866,1.242145915945147,-0.003427984031931948,0.278312614472631,0.43063459908929613,0.5276240614895495,0.5953442318123262,0.6455664502575628,0.6876458540105603
20,4.026544847695695,0.008959365459009539,0.005034166970290244,92.29146900764081,0.0003806199999999999,1.2414446764453053,1.241450187653196,1.241609209766049,1.2415458344212678,1.241489324452107,1.2588418526708183,1.2412340700415534,-0.0038107091064520362,0.2779300486666372,0.43026056697881365,0.5272441176210448,0.5949643534287572,0.6452009523406437,0.6876458540105603
21,4.0304184983003655,0.008978849615459293,0.005045958037953824,91.45057482449937,0.0004006,1.240544291389522,1.240549462946903,1.2407456282696718,1.2406701922264591,1.2405993045855543,1.2598094383182814,1.2402652954626414,-0.0042140170207155166,0.2775271126064968,0.4298675938969059,0.5268443896747839,0.5945646812886392,0.6448178559239555,0.6876458540105603
22,4.034493019118002,0.008999321365695406,0.005065040953923017,90.97436608697438,0.00042057999999999993,1.2395989894444928,1.2396035516683783,1.2398417048990895,1.2397505748083235,1.2396654210847355,1.2608295564516576,1.239240724618006,-0.004637802164871542,0.2771038651661482,0.4294555911105579,0.5264247977906581,0.5941452149143529,0.6444165767484448,0.6876458540105603
23,4.038767877192339,0.009020775456513159,0.005030166998039931,90.4911114064399,0.0004405599999999999,1.2386086806123628,1.238612382990274,1.238898163010996,1.2387866556353782,1.2386878567576212,1.2619059079583035,1.2381599816372035,-0.005082169676759849,0.2766602459186859,0.4290247035643772,0.5259853284284307,0.5937059619517251,0.6439975433500116,0.6876458540105603
24,4.043244137643143,0.009043199418654587,0.005000167002435774,90.32600591953063,0.00046053999999999995,1.2375731051364374,1.2375754385103808,1.237916463991431,1.23777774763535,1.237667139210659,1.2630456831273555,1.2370215361659005,-0.005547377788664013,0.2761960080512393,0.4285752464270895,0.5255259134635899,0.5932469629908165,0.6435614992786224,0.6876458540105603
25,4.047918547032525,0.009066595762202243,0.0050960410153493285,89.78383418793663,0.0004805199999999999,1.2364921732226162,1.2364925303463654,1.2368974617591868,1.2367224506560757,1.2366035287858834,1.2642505841414189,1.235825063990877,-0.006033551889550138,0.275711046509216,0.4281073704460454,0.5250464301638653,0.5927682615438965,0.6431087178178772,0.6876458540105603
26,4.052786017571733,0.009090973950011783,0.004858791013248265,89.33244375059606,0.0005005,1.2353660804579518,1.235363258214246,1.2358414133435243,1.2356185676893177,1.2354973576702162,1.2655206438726563,1.234573951938628,-0.006540671657251094,0.2752051963117794,0.42762108209143107,0.524546634789546,0.5922699246719987,0.6426390260197904,0.6876458540105603
27,4.057844239013462,0.009116469310807177,0.005016291979700327,89.5740339992054,0.00052048,1.234197184485894,1.2341898661585278,1.2347403144452482,1.234453965131659,1.2343475217999273,1.2668224967837225,1.2332940987745287,-0.007067269287106567,0.2746792016840456,0.42711394586328444,0.5240247452038926,0.5917518088069295,0.6421481958337677,0.6876458540105603
28,4.063248910447327,0.00914284449893589,0.005012708017602563,75.03100815772338,0.00054046,1.2329827821010846,1.232980986906949,1.2336011830727214,1.2332547625058654,1.2331481190939295,1.2681614566239097,1.2319472860573601,-0.007612834351332856,0.2741366635037784,0.4265897217251308,0.5234882136198267,0.5912142807834494,0.641657744686148,0.6876458540105603
29,4.068756368965361,0.009170331483054753,0.005142916983459145,78.76744571930439,0.00056044,1.231725241615793,1.2317318245643343,1.2324161434245609,1.2320022252081841,1.2319014326219577,1.2694914704071603,1.2305487860372155,-0.008176665905567437,0.27357561785043055,0.4260460354644902,0.522933773451744,0.5906578683139342,0.6411576148131214,0.6876458540105603
30,4.074500243040263,0.009198845033111039,0.0050753329996950924,85.76792807557682,0.0005804199999999999,1.230420258669035,1.2304391048036458,1.231202557840447,1.2307036128556348,1.2306106447110665,1.2708674595353764,1.2290844564451953,-0.008763034240620667,0.2729948257578786,0.42548515475896376,0.5223585161504961,0.5900815827780761,0.6406385862250702,0.6876458540105603
31,4.08042664265735,0.00922846920126767,0.005008000007364899,77.295259894222,0.0006004,1.229070537687482,1.2291086659430295,1.2299465963493983,1.229361303731011,1.2292717387242833,1.2722269231975893,1.2275587747346708,-0.009368631545033678,0.2723966916895922,0.424905263993317,0.5217658033650188,0.5894860695465127,0.6401082908775382,0.6876458540105603
32,4.08658211065748,0.009259092550959908,0.005119541950989515,73.3055235873083,0.00062038,1.2276750337454694,1.2277418919063052,1.2286475817164049,1.2279769011736783,1.2278843820557253,1.2736037357207646,1.2259675863729051,-0.009993398593307178,0.27178166053029545,0.42430660201192694,0.5211572738157125,0.5888715037117382,0.6395765487406444,0.6876458540105603
33,4.0929039554385245,0.009290932040331767,0.005032540997490287,90.86796166834803,0.00064036,1.2262370511887506,1.226323493385377,1.2273044399322617,1.2265348871615116,1.2264577138114328,1.2750082715801867,1.2243455216983923,-0.010638661666962868,0.2711434027000608,0.42368651347634345,0.5205250596118741,0.5882377071991615,0.639014855562132,0.6876458540105603
34,4.099532750371256,0.009324001383783692,0.005053624976426363,91.05482400887374,0.00066034,1.2247564082411677,1.2248538598586896,1.225917271391305,1.2250350461796715,1.2249917371419774,1.2764371403965893,1.2226956442771506,-0.01130448958968584,0.2704820605859584,0.4230449309055798,0.5198690426558581,0.5875846772332456,0.6384228993056901,0.6876458540105603
35,4.1063684323456675,0.009358330510092954,0.005370833969209343,88.28200005574153,0.0006803200000000001,1.2232325421247696,1.2233353002008907,1.2244861309176553,1.2234767506743243,1.2234850614116113,1.2778746037927469,1.2210066890696438,-0.011990846767953737,0.26979853072190657,0.42238216224059005,0.5191899691639075,0.5869125219666453,0.6378031322844149,0.6876458540105603
36,4.113410960900987,0.009393859843389293,0.004943542007822543,89.99329834627696,0.0007003,1.2216662283046504,1.2217658603747983,1.223013689801352,1.221860091925889,1.2219390597399127,1.2793493233931148,1.2192843145706944,-0.012697785631006766,0.26909199600882866,0.42169874427606385,0.5184874706244723,0.5862212205726429,0.6371562459117797,0.6876458540105603
37,4.120789052828044,0.009430412718055121,0.005093000014312565,71.9046033660334,0.00072028,1.2200529259091955,1.220164630731715,1.2214965139002882,1.2202020220190108,1.220342934223325,1.2808317058504266,1.2174974857502405,-0.013423887723362962,0.26837039780221633,0.42099647465496215,0.5177700059246173,0.5855108840663871,0.636512946183652,0.6876458540105603
38,4.1283519569896665,0.009468015157257599,0.004964333027601242,71.64621204910655,0.00074026,1.218393436571572,1.2185301225080993,1.2199365302940999,1.2185000205114385,1.2186974248236795,1.2823204017664955,1.2156428266584973,-0.014169213025142584,0.26763307466154024,0.4202756658554144,0.5170369406180214,0.5847815938814533,0.6358720376467769,0.6876458540105603
39,4.136082841071998,0.009506768420679686,0.004903624998405576,86.97457549669629,0.00076024,1.216691765625482,1.2168426722877894,1.2183377786684306,1.216741581608231,1.2170141784896402,1.2838790985395114,1.2137464468430632,-0.014935645609285992,0.26687172244472873,0.4195344720845866,0.5162802471566283,0.5840332360798116,0.6352062664808313,0.6876458540105603
40,4.1440973707524416,0.009546693278337582,0.005210166971664876,86.49032986872461,0.0007802200000000001,1.2149477921765257,1.2151032364798646,1.2167022151005045,1.2149203088654508,1.215292840471937,1.2855061218696995,1.2118008663505582,-0.015723335808836194,0.26608664608551696,0.4187731737049129,0.5154995211706962,0.5832659761268397,0.6345181803950812,0.6876458540105603
41,4.152341560240123,0.009587962668225316,0.005070667015388608,83.62636623187306,0.0008002,1.2131585150400306,1.2133205571477417,1.2150365869226303,1.2130513583587126,1.2135277502252513,1.2870940526561196,1.2097881183681458,-0.016533223845225795,0.26528167475545056,0.41799311324744104,0.5146963721835411,0.582479311548681,0.6338020401341816,0.6876458540105603
42,4.160833850900451,0.009630575691200158,0.004929625021759421,83.1963454659618,0.00082018,1.2113242127901627,1.2114941205400356,1.2133413130388562,1.211134144063729,1.2117193128476116,1.2886482243719282,1.207708319084534,-0.017365240574074226,0.26445651448647506,0.4171943538363865,0.5138708504462476,0.581673327841722,0.6330584812234306,0.6876458540105603
43,4.169573893517909,0.009674541287102057,0.004909416020382196,81.61949750474318,0.00084016,1.2094454157615824,1.2096242915602755,1.2116153841504125,1.2091678477153387,1.2098672997442785,1.2901655983659996,1.2055608595755511,-0.018218914093659187,0.26361123873271447,0.416376900055217,0.5130234988715502,0.5808482169573871,0.6322896529624317,0.6876458540105603
44,4.178566619755034,0.009719894146616287,0.004961832950357348,77.15061810633844,0.00086014,1.2075230751005248,1.2077142889196348,1.209853748102436,1.2071504984405828,1.2079696414295553,1.2916193507074833,1.2033438895272583,-0.01909272672845547,0.2627470936556935,0.4155407057390047,0.5121563923701425,0.5800044630632868,0.6315022981199362,0.6876458540105603
45,4.1878183559740885,0.009766606797471922,0.005020708020310849,71.92622709737618,0.00088012,1.205557871331499,1.2057677962030189,1.208052557790999,1.2050792348046906,1.206024065850416,1.2930014864872388,1.2010498225231503,-0.01998511916786381,0.26186548659345943,0.41468635814650256,0.5112721792072296,0.5791426498080403,0.6307081655247603,0.6876458540105603
