iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4,tau_5,sigma_5,theta_5,tau_6,sigma_6,theta_6,tau_7,sigma_7,theta_7,tau_8,sigma_8,theta_8,tau_9,sigma_9,theta_9
0,37.63530890648674,9.663220651240108,1.7072383998893201,,,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0
1,34.446519523266595,9.662556536086013,1.5379770111758262,180.48122724814212,9.999999999992654e-07,0.10126208558445134,0.10126335876264916,0.9999979993205587,0.10126208558445417,0.10126335876264461,0.9999979993205269,0.10126208558445995,0.10126335876263355,0.9999979993205207,0.10126208558447342,0.1012633587625829,0.9999979993205385,0.10126208558452186,0.10126208558456797,0.9999979993205846,0.10126335876210832,0.10126208558462554,0.9999979993213882,0.10126335876198321,0.10126335876225179,1.0000020002570664,0.10126335876170202,0.10126335876220306,1.0000020002526033,0.10126335876101045,0.10126335876206821,1.0000020002403234,0.10126335875853283,0.1012633587615972,1.0000020001983607
2,35.33989189662272,9.595553568583997,1.7214391671586782,174.74458550336158,0.00010098999999999872,0.10119784909519389,0.101327667906226,0.9997959167322105,0.10119785736057543,0.1013276649343259,0.9997959244413631,0.10119786786973652,0.10132766157700304,0.9997959308948874,0.1011978819461099,0.10132765385496986,0.9997959358487695,0.10119790387175495,0.10119778490290651,0.9997959388080683,0.1013275924159913,0.10119778014624885,0.9997959346811696,0.10132758273198471,0.10132761107859785,1.0002038663484543,0.10132756876573136,0.10132760266136964,1.000203826013406,0.10132755779798508,0.10132760197665287,1.000203818299551,0.10132754685446647,0.10132760730275257,1.0002038335467267
3,35.58519330215786,9.462453951393362,0.8392405130434781,168.58149055712968,0.0002009799999999999,0.1010701612549504,0.10145578955330406,0.9993935701494615,0.1010702115916747,0.10145577522721876,0.9993936145288586,0.10107027630681968,0.10145576260934135,0.9993936504643939,0.10107036628183254,0.1014557476117997,0.999393676819945,0.10107053895672546,0.10106985267145556,0.9993937072225731,0.10145557890956917,0.10106978408046316,0.9993936244795765,0.10145556971228838,0.10145563346679187,1.0006060354771902,0.10145554604362285,0.10145562911492252,1.000605992500025,0.10145551641066593,0.1014556263706506,1.00060597484631,0.10145548390709541,0.10145564199062022,1.0006060228325195
4,35.10510938201617,9.263586297133404,0.8435936530586332,179.5468702880035,0.00030096999999999936,0.10087899040611571,0.10164769183538401,0.9987916204457932,0.10087907149881453,0.1016476773336554,0.9987916831695235,0.10087917744484064,0.10164767421985844,0.9987917356119348,0.10087932706646946,0.10164772056882442,0.9987917753649698,0.100879668079381,0.10087872156776645,0.9987919181868237,0.10164736022903643,0.1008782966792065,0.9987914103122995,0.10164733522930924,0.10164749485783661,1.0012083607593218,0.1016472603951234,0.10164746732261283,1.0012081829112514,0.10164716746401796,0.10164743402794539,1.001208033317868,0.10164708272756849,0.10164746512683753,1.001208093270406
5,35.18941308902745,8.999670967691065,0.8431644050870091,169.73801066249615,0.0004009599999999988,0.10062471637181564,0.10190375175443733,0.997989655012537,0.10062486555190585,0.10190373674773721,0.9979897709419434,0.10062506102060215,0.10190376078944381,0.9979898667859185,0.10062533698798498,0.1019039777426527,0.9979899377089774,0.10062610591105375,0.10062459395160377,0.9979904219333859,0.10190301241731335,0.10062304688660215,0.9979885754050063,0.10190300557813321,0.10190325120127108,1.00201094901491,0.10190287246942654,0.10190319880280131,1.0020106261379078,0.10190268114391945,0.10190308498732974,1.002010212201508,0.10190251140683591,0.10190310690546461,1.0020102187812836
6,35.30847667733256,8.67182936453005,0.8384108140598983,172.07083849212702,0.00050095,0.10030759707055358,0.10222421443268179,0.9969880729037834,0.10030785106047582,0.10222421649074681,0.9969882726278089,0.10030818574619745,0.10222432755837454,0.9969884394205636,0.10030866002306889,0.10222500380981482,0.9969885639874805,0.10031028895923311,0.10030838251374578,0.9969898774166304,0.10222292968589597,0.10030409992437332,0.9969848525353304,0.10222296728695818,0.10222332359167322,1.003014624904274,0.10222271309104998,0.10222319253557292,1.0030139305275,0.10222234379034163,0.10222293549941994,1.0030130101888075,0.10222193864084377,0.10222281509720238,1.0030124746491504
7,34.58078164304262,8.281317839084627,0.8438212538603693,186.7082178030606,0.0006009399999999995,0.0999274741279379,0.10260886275716884,0.9957891102550154,0.09992773950579394,0.10260898089999906,0.9957892583117112,0.09992810342676589,0.10260935203899837,0.9957893941441452,0.0999286369495185,0.10261110452258072,0.9957895042796365,0.0999313110041259,0.09993196597431554,0.9957925156192091,0.10260736765492375,0.09992187587698499,0.9957809677518575,0.10260747728242672,0.10260795024739316,1.004219951385908,0.10260698986783132,0.10260762898044895,1.0042184514869832,0.10260627001217863,0.10260700675482619,1.004216336118315,0.10260541763043657,0.10260648436023492,1.004214488167846
8,34.3150925200247,7.830669622796345,0.8446314909961075,159.89698877985796,0.0007009300000000006,0.0994857248744679,0.10305904421949434,0.9943899707200758,0.09948615252902292,0.10305929846370666,0.9943902034401935,0.09948674148005282,0.1030600490240006,0.994390409764759,0.09948760171058295,0.10306348947983969,0.9943905675717752,0.09949272151592807,0.09949520260492348,0.9943966613584511,0.10305536322095125,0.09947474743188249,0.9943733721396893,0.10305574239631683,0.10305610420618617,1.005623995494516,0.10305500591972014,0.10305545184571097,1.0056213079564786,0.10305400044378066,0.10305438365456546,1.0056180215761839,0.10305288169960969,0.10305352338031326,1.0056154351601774
9,33.67103668132254,7.322260314194605,0.842590537853539,179.0076892008877,0.0008009199999999984,0.0989818948760206,0.10357430532368082,0.9927945324456321,0.0989824044936695,0.10357485185386874,0.9927947513937904,0.0989831301167849,0.10357630934961153,0.9927949860727115,0.09898420590201254,0.10358271665683834,0.992795202652789,0.09899268281496063,0.09900218428441795,0.9928066443998775,0.10356774769504329,0.0989638371538794,0.9927638461049547,0.10356815663714265,0.10356886336992913,1.0072285859458554,0.10356639061859878,0.10356712870839667,1.007221706564134,0.10356418789519535,0.10356466152955035,1.007213810609563,0.10356171587996117,0.10356234326354072,1.0072065467339246
10,33.51758640819732,6.760184829410207,0.836043972056359,192.34380360809502,0.0009009099999999996,0.09841605292366794,0.10415459363666482,0.9910055229966732,0.09841643656016925,0.10415570102109038,0.9910054628139284,0.09841705822402662,0.10415837594952901,0.9910055691461043,0.09841803951693218,0.1041696083596091,0.9910057937694866,0.09843072723338699,0.0984566775597593,0.9910258679882953,0.10414433560646831,0.09838927988405878,0.9909524922942369,0.10414440337202349,0.10414610376065213,1.0090326254814912,0.10414049503756846,0.10414223517964154,1.0090173149172044,0.10413580957456636,0.10413702724995633,1.0089999257349873,0.10413060883736662,0.1041319474110391,1.008983076016971
11,32.66778923272962,6.149354319698054,0.8429976380430162,198.40820550798998,0.001000899999999999,0.09778851761682184,0.10480009563813411,0.9890252591200925,0.09778849478417517,0.10480213717489766,0.989024571673499,0.0977886862721551,0.10480673520278103,0.9890243454157804,0.09778915472283423,0.10482530455915896,0.9890245185559471,0.09780714129830226,0.09786323157760568,0.9890578117986595,0.10478529508436792,0.09775103348633989,0.988938906542086,0.10478463744445006,0.1047878377979363,1.0110371183902804,0.10477728055101364,0.10478039003474131,1.0110080287513274,0.10476865928314054,0.1047706246408109,1.0109752393036597,0.10475935309620193,0.10476121832951535,1.0109436833815735
12,33.12591421446083,5.49665053434691,0.8431846448220313,170.60151618986063,0.0011008899999999985,0.09710177402450709,0.1055133902303616,0.9868484889505437,0.09710152095030103,0.10551660613779558,0.9868474053474645,0.09710152269647034,0.10552379490942693,0.9868470963865877,0.0971018080499814,0.10555243741484197,0.9868474788702236,0.09712906013210292,0.09722393527684244,0.9869000999077805,0.10548971039512561,0.09704655637921594,0.9867165543388327,0.10548812538713068,0.10549293226123835,1.01323981089939,0.10547600781840746,0.10548020154526928,1.0131909869524098,0.10546225821515699,0.10546411833708978,1.0131376394050453,0.10544770528469946,0.10544879363323868,1.013086895952778
