iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
0,0.02821281046824858,0.009292626164366569,4.524263309082016,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108
1,0.030367161258690187,0.009292643918780557,29.635127877118066,0.2787524033194785,9.999999999999159e-07,1.8873510877183548,1.8873455924494025,1.8873455924477331,1.8873455924468845,1.8873455924471054,1.8873455924467741,1.8873455924483762,1.8873455924469902,1.8873455924471616,1.8873455924473177,1.887345592447607,1.8873455924501887,1.8873510876825448,1.8873455926302827,1.8873455924502163
2,0.03219458310974367,0.009293050625605717,29.76195178600028,0.30279209859351325,2.097999999999987e-05,1.887408806072715,1.887287888179274,1.8872878751091582,1.8872878783578333,1.8872878697229778,1.8872878996670284,1.8872880240394088,1.8872878857946258,1.8872880888437227,1.887288226890265,1.8872884578314968,1.8872887304185673,1.8873393318772995,1.8872956469681048,1.8872894115776084
3,0.029772265128220933,0.009293867683090415,25.354802623856813,0.3468108054267254,4.095999999999993e-05,1.887521370436034,1.8871749694045001,1.8871749376489988,1.8871749447046813,1.8871751071218088,1.8871749893813268,1.887177252291042,1.8871753222807401,1.8871754393066673,1.887175761701483,1.8871767164442756,1.8871767839186275,1.8872845688899271,1.8871926102359096,1.8871791851415447
4,0.02651691027481093,0.009295030156609067,25.97726158401929,0.3567245308094119,6.0939999999999996e-05,1.8876877469316176,1.8870064494720427,1.8870064623695162,1.8870064664724906,1.8870068641056166,1.8870064764807972,1.8870109635902999,1.8870075300308946,1.8870079411010143,1.887008867577344,1.887010804913602,1.8870114849283495,1.8872899892835433,1.8870435840214017,1.8870193141499483
5,0.031407587043441376,0.00929659147757517,25.300278641982004,0.2752027914694525,8.091999999999984e-05,1.887909519809368,1.8867850217412834,1.886786094649815,1.8867847481724502,1.886784567007556,1.8867854664478212,1.8867931735745036,1.8867861187238006,1.8867862191923106,1.886787345154813,1.8867909207512026,1.8867900799451287,1.8872426766073438,1.8868463427293993,1.8868136583340298
6,0.030074965156927067,0.00929854737085847,25.745137098012492,0.31484729405065115,0.0001008999999999999,1.8881862105875447,1.886509635806621,1.8865116984699282,1.8865082575390377,1.8865079531757045,1.8865097861920006,1.8865193398976634,1.8865088866995898,1.8865088001304016,1.886510041353404,1.8865150615014292,1.8865123212069252,1.8871896410209106,1.8865898893634863,1.8865539538967826
7,0.02372177265732588,0.009300897293620585,26.191751866135746,0.40741578628763087,0.00012087999999999997,1.8885151517394088,1.8861760698538421,1.886179118727723,1.8861738972395246,1.8861739548514098,1.8861760868090842,1.8861873390559853,1.886174031779061,1.8861748851782787,1.886176891357216,1.886182716965485,1.8861805266835678,1.8871245219507953,1.8862922563757534,1.8862558072507054
8,0.026657377170379255,0.0093036565844508,25.63126812991686,0.3167591178644858,0.00014085999999999992,1.888897246290332,1.88578625268715,1.8857918540266358,1.8857851273913544,1.8857847258029814,1.885788588971779,1.8858039252369783,1.8857853706342573,1.8857865667431193,1.885789315717299,1.8857964512979495,1.8857934624057466,1.8869965245931386,1.8859508051557075,1.885913847576892
9,0.024308818660430956,0.009306858355589174,24.67265210300684,0.3914467658412896,0.00016083999999999998,1.8893312884966613,1.8853374064973243,1.8853459846368852,1.8853381581750586,1.8853386511201236,1.8853427755949155,1.8853597019186046,1.8853375738539362,1.8853404775915608,1.8853441719806683,1.88535145103238,1.8853507439104051,1.8868110845179438,1.8855598943313612,1.8855183257932593
10,0.03041673599313896,0.009310464148875848,24.674770002020523,0.2798463206002961,0.00018081999999999983,1.8898220548059232,1.8848388035304082,1.884850398851944,1.8848424298582385,1.884836541028645,1.8848481971597129,1.884884530527296,1.8848418453957503,1.8848403429613896,1.884844460196193,1.8848559501215059,1.8848495942164418,1.8865578657827689,1.885101206444939,1.8850634480090516
11,0.02942677385753687,0.009314536070559936,26.11332339211367,0.36785919869373374,0.0002007999999999999,1.890370324148141,1.8842834475680834,1.8842966711296363,1.8842891162359052,1.884279301334681,1.8842962352451968,1.8843468678846536,1.8842863049493903,1.8842806713423665,1.884284814675098,1.884298580107421,1.8842895092681604,1.8862196914642089,1.8845936733105804,1.8845425605713977
12,0.026633772228008994,0.009318980317251906,25.359279149910435,0.3374691049876221,0.00022077999999999996,1.8909714733223357,1.8836715684122631,1.8836886513395956,1.883680098966605,1.8836674115894148,1.883688608043716,1.8837503273283513,1.8836767933386487,1.883670453952689,1.8836751006396943,1.8836909770950028,1.8836802807835178,1.8858347589908002,1.8840566091400122,1.8840073688329368
13,0.02673702146188215,0.00932369883850474,25.220473438035697,0.32518571120365175,0.0002407599999999999,1.8916252816511328,1.8830057653772558,1.8830273982865686,1.8830172097810502,1.8830026254032044,1.8830264316912066,1.883097257332231,1.8830150236080823,1.883011783383354,1.8830175337409492,1.8830377455921705,1.883025669660809,1.8856249067393722,1.8834402549677562,1.8834287687080362
14,0.03536792709487188,0.009328721146329816,25.725264772074297,0.23664947288260704,0.00026074,1.892341365563296,1.8823056985639575,1.8823262484954852,1.8823142827540718,1.8822898165522208,1.8823244983807503,1.882425692272162,1.882316415815209,1.8823089155285857,1.8823143056022573,1.8823436102711562,1.8823178624355923,1.8853392151992392,1.8827994369923946,1.8828111196530861
15,0.02844899792401095,0.00933424998479089,25.831141820875928,0.36981428013958645,0.00028071999999999993,1.8931143814920226,1.8815447419905869,1.8815632086782978,1.881550845079306,1.8815209850270544,1.8815624985075976,1.8816847742710667,1.8815531667602836,1.8815424782236052,1.8815469095205763,1.8815813187083772,1.8815486239396984,1.8849590490964283,1.8821125270698227,1.8821151466455528
