K,eps_idx,eps,alpha_idx,alpha,mro_sol,solvetime,dro_feas_sol
36.0,0.0,0.1,0.0,0.01,1.2334075795334491,242.043868994,1.2334075795334491
36.0,0.0,0.1,1.0,0.05,0.6052796914428875,343.656023927,0.6052796914428875
36.0,1.0,0.14677992676220694,0.0,0.01,1.392243065130297,247.74345056,1.392243065130297
36.0,1.0,0.14677992676220694,1.0,0.05,0.7299925743707046,352.414983822,0.7299925743707046
36.0,2.0,0.21544346900318834,0.0,0.01,1.5582511506006755,249.881325979,1.5582511506006755
36.0,2.0,0.21544346900318834,1.0,0.05,0.8693880734895374,335.993317014,0.8693880734895374
36.0,3.0,0.31622776601683794,0.0,0.01,1.749872999196031,250.898036426,1.749872999196031
36.0,3.0,0.31622776601683794,1.0,0.05,1.017900739500224,305.823780538,1.017900739500224
36.0,4.0,0.46415888336127786,0.0,0.01,1.9385296308976583,240.307565357,1.9385296308976583
36.0,4.0,0.46415888336127786,1.0,0.05,1.1679883394666184,340.004888195,1.1679883394666184
36.0,5.0,0.6812920690579611,0.0,0.01,2.1281803186163177,236.058123904,2.1281803186163177
36.0,5.0,0.6812920690579611,1.0,0.05,1.3223284678486158,281.224814676,1.3223284678486158
36.0,6.0,1.0,0.0,0.01,2.3288271308274746,209.172004034,2.3288271308274746
36.0,6.0,1.0,1.0,0.05,1.4858367837972641,280.53493459,1.4858367837972641
36.0,7.0,1.467799267622069,0.0,0.01,2.5178492983288447,146.885270167,2.5178492983288447
36.0,7.0,1.467799267622069,1.0,0.05,1.6697824278434585,287.221387547,1.6697824278434585
36.0,8.0,2.1544346900318834,0.0,0.01,2.5178276134648243,147.049639799,2.5178276134648243
36.0,8.0,2.1544346900318834,1.0,0.05,1.8816285368712293,276.507654562,1.8816285368712293
36.0,9.0,3.1622776601683795,0.0,0.01,2.5178281049636078,142.096200595,2.5178281049636078
36.0,9.0,3.1622776601683795,1.0,0.05,2.0697342942380232,419.391890763,2.0697342942380232
36.0,10.0,4.6415888336127775,0.0,0.01,2.517838690942837,145.313699781,2.517838690942837
36.0,10.0,4.6415888336127775,1.0,0.05,2.2779368072510953,390.363192447,2.2779368072510953
36.0,11.0,6.812920690579611,0.0,0.01,2.5178096566149675,137.958320111,2.5178096566149675
36.0,11.0,6.812920690579611,1.0,0.05,2.5177897370553692,164.170938555,2.5177897370553692
36.0,12.0,10.0,0.0,0.01,2.5178694774250387,130.640827878,2.5178694774250387
36.0,12.0,10.0,1.0,0.05,2.5177891731737576,127.034626397,2.5177891731737576
37.0,0.0,0.1,0.0,0.01,1.197767146504637,447.058904639,1.197767146504637
37.0,0.0,0.1,1.0,0.05,0.5894202687848401,395.976896163,0.5894202687848401
37.0,1.0,0.14677992676220694,0.0,0.01,1.3520237587880133,282.97190435,1.3520237587880133
37.0,1.0,0.14677992676220694,1.0,0.05,0.7106722677456119,380.766532713,0.7106722677456119
37.0,2.0,0.21544346900318834,0.0,0.01,1.513568154586813,267.9318509,1.513568154586813
37.0,2.0,0.21544346900318834,1.0,0.05,0.8458849206604303,378.891784791,0.8458849206604303
37.0,3.0,0.31622776601683794,0.0,0.01,1.7002686814351795,279.31233931,1.7002686814351795
37.0,3.0,0.31622776601683794,1.0,0.05,0.9897155451547845,700.852593216,0.9897155451547845
37.0,4.0,0.46415888336127786,0.0,0.01,1.884227665239281,274.080250844,1.884227665239281
37.0,4.0,0.46415888336127786,1.0,0.05,1.1349647279288182,882.581687092,1.1349647279288182
37.0,5.0,0.6812920690579611,0.0,0.01,2.069271811744909,259.350610258,2.069271811744909
37.0,5.0,0.6812920690579611,1.0,0.05,1.2845896349840478,317.09251309,1.2845896349840478
37.0,6.0,1.0,0.0,0.01,2.264889670101395,359.705739857,2.264889670101395
37.0,6.0,1.0,1.0,0.05,1.4434678716044598,439.034293758,1.4434678716044598
37.0,7.0,1.467799267622069,0.0,0.01,2.4506564474845582,176.4617157,2.4506564474845582
37.0,7.0,1.467799267622069,1.0,0.05,1.6223862754320708,483.333589095,1.6223862754320708
37.0,8.0,2.1544346900318834,0.0,0.01,2.450659220643451,155.480471568,2.450659220643451
37.0,8.0,2.1544346900318834,1.0,0.05,1.8289155379522148,301.582606882,1.8289155379522148
37.0,9.0,3.1622776601683795,0.0,0.01,2.450666029664621,169.46201457,2.450666029664621
37.0,9.0,3.1622776601683795,1.0,0.05,2.0123727272047107,399.792937691,2.0123727272047107
37.0,10.0,4.6415888336127775,0.0,0.01,2.4506644195376017,162.427072258,2.4506644195376017
37.0,10.0,4.6415888336127775,1.0,0.05,2.2153433793983437,316.996322783,2.2153433793983437
37.0,11.0,6.812920690579611,0.0,0.01,2.450693479036443,154.096837757,2.450693479036443
37.0,11.0,6.812920690579611,1.0,0.05,2.450648482039849,189.32073474,2.450648482039849
37.0,12.0,10.0,0.0,0.01,2.4506629557207353,153.266373237,2.4506629557207353
37.0,12.0,10.0,1.0,0.05,2.4506472585019847,153.325086785,2.4506472585019847
38.0,0.0,0.1,0.0,0.01,1.1642838304814682,308.917088789,1.1642838304814682
38.0,0.0,0.1,1.0,0.05,0.5743816243376987,409.257254181,0.5743816243376987
38.0,1.0,0.14677992676220694,0.0,0.01,1.314019776889312,289.108622496,1.314019776889312
38.0,1.0,0.14677992676220694,1.0,0.05,0.6923218237872437,403.015162619,0.6923218237872437
38.0,2.0,0.21544346900318834,0.0,0.01,1.471334181789672,294.786025457,1.471334181789672
38.0,2.0,0.21544346900318834,1.0,0.05,0.8236621380039046,380.53649597,0.8236621380039046
38.0,3.0,0.31622776601683794,0.0,0.01,1.65330229256185,293.417545077,1.65330229256185
38.0,3.0,0.31622776601683794,1.0,0.05,0.9630360512281065,932.41401339,0.9630360512281065
38.0,4.0,0.46415888336127786,0.0,0.01,1.8329123335339037,277.903551757,1.8329123335339037
38.0,4.0,0.46415888336127786,1.0,0.05,1.1037135351406784,347.575978545,1.1037135351406784
38.0,5.0,0.6812920690579611,0.0,0.01,2.013454047339155,300.09431192,2.013454047339155
38.0,5.0,0.6812920690579611,1.0,0.05,1.248876134863939,334.335380042,1.248876134863939
38.0,6.0,1.0,0.0,0.01,2.204469488542014,258.172397044,2.204469488542014
38.0,6.0,1.0,1.0,0.05,1.4034012770221387,360.51459087,1.4034012770221387
38.0,7.0,1.467799267622069,0.0,0.01,2.3870060054509383,187.026175625,2.3870060054509383
38.0,7.0,1.467799267622069,1.0,0.05,1.577604791353145,359.308281229,1.577604791353145
38.0,8.0,2.1544346900318834,0.0,0.01,2.387012317318134,165.346863728,2.387012317318134
38.0,8.0,2.1544346900318834,1.0,0.05,1.7790339071953936,347.48538796,1.7790339071953936
38.0,9.0,3.1622776601683795,0.0,0.01,2.38702395607185,169.905902978,2.38702395607185
38.0,9.0,3.1622776601683795,1.0,0.05,1.9580623289317969,491.799427873,1.9580623289317969
38.0,10.0,4.6415888336127775,0.0,0.01,2.3870703669759883,159.66073962,2.3870703669759883
38.0,10.0,4.6415888336127775,1.0,0.05,2.1560797680584924,399.017098945,2.1560797680584924
38.0,11.0,6.812920690579611,0.0,0.01,2.3870242889355637,168.496369379,2.3870242889355637
38.0,11.0,6.812920690579611,1.0,0.05,2.386992783432752,206.660207066,2.386992783432752
38.0,12.0,10.0,0.0,0.01,2.3870166082856548,161.735676268,2.3870166082856548
38.0,12.0,10.0,1.0,0.05,2.3869935656124115,158.207609851,2.3869935656124115
39.0,0.0,0.1,0.0,0.01,1.1324345138384482,355.657130595,1.1324345138384482
39.0,0.0,0.1,1.0,0.05,0.5601408595080979,482.309110337,0.5601408595080979
39.0,1.0,0.14677992676220694,0.0,0.01,1.277955438545484,351.320056806,1.277955438545484
39.0,1.0,0.14677992676220694,1.0,0.05,0.674868923285927,451.470820355,0.674868923285927
39.0,2.0,0.21544346900318834,0.0,0.01,1.4312644981804254,325.061182311,1.4312644981804254
39.0,2.0,0.21544346900318834,1.0,0.05,0.8026086211624841,412.482920153,0.8026086211624841
39.0,3.0,0.31622776601683794,0.0,0.01,1.6087826346814915,326.334793489,1.6087826346814915
39.0,3.0,0.31622776601683794,1.0,0.05,0.9377167136390687,391.628584827,0.9377167136390687
39.0,4.0,0.46415888336127786,0.0,0.01,1.7842671711869842,318.968719287,1.7842671711869842
39.0,4.0,0.46415888336127786,1.0,0.05,1.0740441286794664,370.480314967,1.0740441286794664
39.0,5.0,0.6812920690579611,0.0,0.01,1.9605749699244832,310.634704041,1.9605749699244832
39.0,5.0,0.6812920690579611,1.0,0.05,1.2150187466627833,451.576892331,1.2150187466627833
39.0,6.0,1.0,0.0,0.01,2.1471306658808316,297.290583196,2.1471306658808316
39.0,6.0,1.0,1.0,0.05,1.3654507679263466,370.578054341,1.3654507679263466
39.0,7.0,1.467799267622069,0.0,0.01,2.3266083730110236,214.84814661,2.3266083730110236
