iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11
0,0.017032225032150357,0.0016421482862114247,5.349798433016986,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434
1,0.017464477184753312,0.0016421356833665472,8.320972165092826,0.02161596110773909,9.999999999999159e-07,1.242651637144989,1.2426516371441825,1.2426516371428435,1.2426516371405494,1.2426516371369574,1.2426516371308411,1.2426516371221188,1.2426516371131946,1.2426516371129976,1.24265163712325,1.2426516371254417,1.2426516371311387,1.0000065610818479e-06,0.28175452513107363,0.43404378278568995,0.5310648054091994,0.5987795940597079,0.6489243261243415,0.6876468540098046,0.7185008534549332,0.7436920465989694,0.7646657176115214,0.7824102432198661,0.7976243809601434
2,0.017071696273693503,0.0016418762206938783,9.364413704257458,0.02117535046250144,2.097999999999987e-05,1.2426984010694393,1.2426983879161964,1.2426983659890556,1.2426983607655406,1.242698337013248,1.2426983524916695,1.2426983367056548,1.2426980820033127,1.2426965451057506,1.242689828181493,1.2426978525349395,1.2426982412916365,2.1973669048134038e-05,0.2817754923836759,0.4340647407695587,0.5310857595283608,0.5988005412867915,0.6489452753260038,0.687667806110457,0.7185217589778264,0.7437126459546249,0.7646848322866993,0.7824304181552518,0.7976243809601434
3,0.017653315607932853,0.001641366161980764,4.790295246988535,0.021634657725479577,4.095999999999993e-05,1.2427897451817347,1.2427897179768304,1.2427896618951961,1.2427896667533673,1.2427896043536966,1.2427896581244946,1.2427896154122753,1.2427890318092094,1.2427849750489477,1.242771174694481,1.2427880902850506,1.2427895298935556,6.294128310127485e-05,0.28181645146259543,0.4341056842930366,0.5311267008454542,0.5988414722232732,0.6489862117200421,0.6877087461754083,0.7185626401893654,0.7437531002955873,0.7647236420338582,0.7824704197623865,0.7976243809601434
4,0.018148218059109274,0.001640611333420215,5.27851831400767,0.022048215274046885,6.0939999999999996e-05,1.242925581281616,1.2429256824339263,1.242925687155771,1.2429256955410213,1.2429257262087727,1.2429258212809637,1.2429259072702616,1.24292509534025,1.2429158900824726,1.2428925725936477,1.2429098354928485,1.2429259287455785,0.00012387386303336855,0.28187743822252126,0.43416669788367784,0.5311877137865291,0.5989025052895591,0.6490472608556064,0.6877698412556364,0.7186237657539551,0.743813112399788,0.7647801886793167,0.7825255125183872,0.7976243809601434
5,0.01741775092631529,0.0016396131860255186,4.795919645112008,0.021595599855697242,8.091999999999984e-05,1.2431060443530642,1.2431061609913538,1.2431062426165984,1.243106350036176,1.2431064649935337,1.2431066495239291,1.2431066822066998,1.2431051209191806,1.2430868643776656,1.2430540809615267,1.2430684982294093,1.2431061315679495,0.00020480971184087495,0.2819583842012483,0.43424767526951796,0.5312687281361697,0.5989835595103488,0.6491283584112346,0.6878509638916418,0.7187047609825455,0.7438920614910478,0.7648546460161659,0.7825974533405715,0.7976243809601434
6,0.016951890121734287,0.0016383663010497867,4.7218762007541955,0.02150324946960124,0.0001008999999999999,1.2433310430727382,1.2433312077702112,1.2433312921450643,1.2433313060219962,1.2433312193382946,1.2433311120187223,1.2433308014700313,1.243328686893899,1.243304328597251,1.2432603703621117,1.2432725862436806,1.2433309300802633,0.0003057208498744477,0.2820593121243344,0.43434860532482944,0.5313696181158569,0.5990843708448278,0.6492290514691952,0.6879515225817272,0.7188052038237179,0.7439912279778977,0.7649495058161164,0.782690051012716,0.7976243809601434
7,0.017300135715421484,0.0016368747963170253,4.718421942088753,0.021917542381975356,0.00012087999999999997,1.2436008901765923,1.2436009761603004,1.2436010189842612,1.243600983881297,1.2436005426510284,1.2436000252875923,1.2435990805154336,1.243595631400334,1.243561135875192,1.2435083160506406,1.2435204350222744,1.243600287624321,0.00042674087331483716,0.2821802992055015,0.43446958847477946,0.5314905860454792,0.5992052464026622,0.6493497880719491,0.6880720650338501,0.7189254197988475,0.7441093238154354,0.7650632216891332,0.7828022902669728,0.7976243809601434
8,0.017000847385076664,0.0016351529082057063,5.291515812743455,0.021354589070644095,0.00014085999999999992,1.2439151551791516,1.2439151483750686,1.2439152226009953,1.243915198362105,1.2439144193933436,1.2439136018477588,1.2439117676637768,1.2439055371890713,1.2438542516253268,1.2437769856405756,1.243805097911214,1.2439122603555082,0.0005676699817757755,0.2823212002945789,0.43461051402647793,0.5316315328028717,0.5993461243318393,0.6494905804726521,0.6882126727394877,0.7190653766639373,0.7442455061093385,0.7651907252452567,0.7829302502000661,0.7976243809601434
9,0.015027311768667524,0.0016332012575027265,4.642519602086395,0.020240872422124394,0.00016083999999999998,1.2442733447908871,1.2442726874308196,1.2442717875655842,1.2442702546713096,1.2442677686945414,1.244264781414009,1.2442616232706847,1.244255788588918,1.244192573557478,1.2440997243141525,1.2441420629653002,1.244268540418423,0.000728184239736386,0.282481376652131,0.4347702491757816,0.5317905707533256,0.599504271803717,0.6496475683915643,0.6883685466075826,0.7192211445546535,0.744400831552257,0.7653412764858563,0.7830816686283177,0.7976243809601434
10,0.01617576149676093,0.001631017890689878,4.783421860076487,0.02094480630520289,0.00018081999999999983,1.2446760690043053,1.2446743925602608,1.2446721294796985,1.2446687456580492,1.2446640100777966,1.2446585200317766,1.2446537460159246,1.2446480669909374,1.244570146430195,1.2444632246208396,1.2445208042336098,1.2446692954184975,0.0009085975871375073,0.28266127498361526,0.4349495218710018,0.5319689696386763,0.5996815352319474,0.6498234313376693,0.6885430632331566,0.7193953914179011,0.7445742840952102,0.7655102362786763,0.7832520924781988,0.7976243809601434
11,0.016922345412250264,0.0016285973224965946,4.809477279894054,0.02113717297851212,0.0002007999999999999,1.245123168729261,1.2451206715703096,1.2451170881900435,1.2451119898178578,1.2451047630269008,1.2450969083302648,1.245090673841175,1.2450834579528445,1.2449882374544907,1.2448591803117488,1.244944357853216,1.245115248206052,0.0011088578961017607,0.28286111628132216,0.43514873135859367,0.5321673241844579,0.5998786977076811,0.6500192029820772,0.6887375861918725,0.719589378507676,0.7447668089305889,0.7656971289781447,0.7834429388606062,0.7976243809601434
12,0.017224954170264196,0.0016259108673410579,6.313892902806401,0.02203302158387251,0.00022077999999999996,1.2456154908246602,1.2456119080736061,1.245606957044844,1.2455998532626078,1.245590522204249,1.2455796274228654,1.2455737808844378,1.245569961849251,1.245464307773721,1.245312268641284,1.2454248636023064,1.2456106937979123,0.0013293765884420587,0.28308111214090104,0.4353681297072306,0.5323857734311324,0.6000959679014884,0.6502348381815553,0.6889522311503283,0.7198053372074521,0.7449846161518209,0.7659092865869808,0.7836594206752712,0.7976243809601434
13,0.017809533076614266,0.0016229798265520571,5.191176427993923,0.02180576327034068,0.0002407599999999999,1.2461528695341748,1.2461482935612758,1.24614252601513,1.2461342881362856,1.2461235463137994,1.24611077844849,1.246105677192368,1.2461034925959833,1.2459822563615472,1.2457987345841997,1.2459433980810566,1.2461517993198536,0.0015700617786539735,0.28332137621672415,0.435608030524021,0.5326250900546556,0.6003344927333633,0.6504722653291022,0.6891891201472602,0.7200433315599822,0.7452227704644075,0.766138939288269,0.783893377990088,0.7976243809601434
14,0.018446790410203,0.0016197901427791846,4.671411914750934,0.0221329391393208,0.00026074,1.2467351719633597,1.2467304713984695,1.2467247733483264,1.246716413059253,1.2467054917846219,1.2466922957602902,1.2466888255650543,1.2466877385664923,1.246547332373805,1.2463214113335128,1.2465086101938425,1.2467393856831062,0.0018309220380821748,0.28358226323682156,0.43586895794600367,0.5328859112965173,0.6005951068253486,0.6507324905718096,0.6894494605431842,0.7203049510771976,0.7454835827532774,0.7663884931449139,0.7841482217202713,0.7976243809601434
15,0.016227005838470667,0.001616412595620287,4.714708190876991,0.020819403618526206,0.00028071999999999993,1.2473610680470903,1.247356830329717,1.247351076825135,1.2473421523435892,1.2473293441067432,1.2473141188765207,1.247309979786168,1.2473045273043066,1.2471397824263324,1.2468506488854556,1.247115454756463,1.2473689006098574,0.0021112600788865347,0.28386287024760093,0.43614947622148736,0.5331660838176656,0.6008744785359394,0.6510107425350175,0.689726879578716,0.7205818175986878,0.7457571361749108,0.766646390230896,0.7844193043835949,0.7976243809601434
16,0.016626411259608034,0.0016128331659980392,6.270868369843811,0.02053243789198051,0.0003007,1.2480303670561057,1.248026658034955,1.248020227949816,1.2480102497048982,1.2479952276417345,1.2479781637777971,1.247973585791567,1.2479626423030206,1.2477671958634002,1.247401681829505,1.2477608606926995,1.2480400652569414,0.0024109020837334567,0.2841627901146866,0.43644899805531745,0.5334650062434998,0.6011723789996801,0.6513074170433517,0.6900226745112937,0.7208766167605464,0.746046574307,0.7669162723031856,0.7847056263963952,0.7976243809601434
17,0.018429645916833333,0.0016089683091155284,4.603728774935007,0.022559832689931742,0.00032068000000000005,1.2487459712935103,1.2487433726699284,1.2487369555655283,1.2487259288790697,1.2487102914650783,1.248691879953454,1.2486887322003852,1.2486765655173802,1.2484624995390057,1.248029207720834,1.2484683761171933,1.2487618455206728,0.00273128078133437,0.2844837802394079,0.43676993314516366,0.5337854552282688,0.6014922552554174,0.6516264183735585,0.6903413985859741,0.7211958612968824,0.7463639118933683,0.7672173758577557,0.78502059636448,0.7976243809601434
18,0.016057388447637856,0.001604874052270141,4.917416339274496,0.020545442790672858,0.00034066,1.2495051291012225,1.2495021355951363,1.2494951093562834,1.2494826035399158,1.249466406754866,1.2494465664391115,1.2494461768902687,1.2494375185366824,1.2492096426787764,1.2487250775697931,1.2492192262104016,1.2495280203368377,0.0030709305765108433,0.2848234238843396,0.4371092393954619,0.5341240317899486,0.6018301248223508,0.6519632421559151,0.6906780386886695,0.7215343750650849,0.7467037809843238,0.7675455626763099,0.7853569283005299,0.7976243809601434
19,0.018501488305537456,0.0016005794056259508,5.275565848685801,0.02218590947418064,0.00036063999999999996,1.2503107737761021,1.2503079871982796,1.25030105184717,1.2502880147052295,1.250271791421215,1.2502516035028768,1.2502535444048755,1.250242943065166,1.2499849995900227,1.2494179221371151,1.2499867285265713,1.2503353879316594,0.003431380782905409,0.28518422265814924,0.4374699804873445,0.5344844766436326,0.6021902022433542,0.6523227319397358,0.69103761454379,0.7218944181214303,0.7470591353407727,0.7678787075536141,0.7856994305384652,0.7976243809601434
20,0.018469998392880674,0.0015961011669143124,4.99052555533126,0.02242193901962169,0.0003806199999999999,1.2511631390898101,1.2511619131277658,1.2511558896253114,1.251142933246688,1.2511263983249628,1.251106186799639,1.2511086390276778,1.251089077937363,1.2507818412770495,1.2501035615031086,1.25075278704504,1.2511840173342221,0.0038127533885743293,0.285566619650166,0.4378526219115758,0.5348671803154753,0.6025726905117128,0.652704884107295,0.691419705553354,0.7222749958969413,0.7474278384057822,0.7682139965336271,0.7860414564995789,0.7976243809601434
21,0.016982399348903332,0.0015914354712807438,5.878414590843022,0.02122378686903057,0.0004006,1.2520602135199188,1.2520600187244224,1.252054171298689,1.2520408505423926,1.2520232458175888,1.2520017832273538,1.2520031780134506,1.251975024896375,1.251610901205799,1.2508357844632012,1.2515371529621524,1.2520783343386717,0.00421397608204123,0.28596868869704195,0.4382546511923103,0.5352691081239092,0.6029741168029058,0.6531054523196088,0.6918194588931406,0.7226725708493795,0.7478114158244096,0.7685657267422763,0.7863936168076539,0.7976243809601434
22,0.017573697186891928,0.0015865829009490764,5.237079234328121,0.021872471538357575,0.00042057999999999993,1.2530030434076116,1.2530045725085832,1.2529992918496098,1.2529859321869825,1.2529665991958272,1.2529430823210217,1.2529413549674966,1.2529004717474297,1.2524682768760045,1.2515799758111632,1.2523545843135844,1.2530137128379286,0.004635610003503111,0.2863915760804938,0.4386776466110125,0.5356921630118823,0.6033965886713368,0.6535268422989318,0.692239427278063,0.7230888004520637,0.7482094362767148,0.7689256101736404,0.7867574463788131,0.7976243809601434
