iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5
0,0.07549069182170581,0.02667857762615417,0.08425779099343345,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.0749474566592872,0.026678509080263053,0.045028791995719075,0.05016651810681516,9.999999999999159e-07,1.2500022360854683,1.2500022360850016,1.2500022360843503,1.2500022360832996,1.2500022360812366,1.2500022360751133
2,0.07778953750242057,0.02667707017711424,0.0429913749685511,0.05133166868288518,2.097999999999987e-05,1.250049174039653,1.2500491736206636,1.250049175753048,1.2500491784299026,1.2500491807553689,1.250049182552183
3,0.07697315708966052,0.026674261639748363,0.001712125027552247,0.05144693939218554,4.095999999999993e-05,1.2501408541263381,1.2501408103399614,1.2501407971680125,1.2501407957369208,1.2501407984125605,1.2501408022945053
4,0.08070969639819237,0.026670076655888022,0.0017911660252138972,0.05372174971396271,6.0939999999999996e-05,1.2502774796456322,1.2502773899523798,1.2502773478562348,1.2502773385404558,1.250277343457604,1.2502773538853609
5,0.07562207005924758,0.026664526377705004,0.0018641669885255396,0.05055292416284135,8.091999999999984e-05,1.250458581102445,1.2504585454194599,1.2504585216067925,1.2504585238350858,1.2504585375951838,1.2504585543153233
6,0.07788226017563836,0.026657606263618055,0.0019166660495102406,0.0522401263192318,0.0001008999999999999,1.250684561175934,1.250684506078388,1.250684477072417,1.250684472163525,1.2506844791340228,1.2506844892261366
7,0.07292431082865895,0.026649341399506275,0.0016702080029062927,0.050111184094987646,0.00012087999999999997,1.2509549579719252,1.2509545996931126,1.250954438109184,1.2509543283704947,1.2509542455435714,1.2509541759765448
8,0.07761158171322646,0.02663969818062025,0.001713541045319289,0.05256852124284364,0.00014085999999999992,1.2512703993042926,1.2512698644918594,1.2512695998414096,1.251269396779773,1.2512692262072127,1.2512690727047677
9,0.07706702502002559,0.02662868429771103,0.001636791042983532,0.05220597891980887,0.00016083999999999998,1.2516307959877608,1.2516301492492452,1.2516297689041198,1.2516294611963845,1.2516291937361839,1.2516289475589084
