eta,l2o,ldro_pep,lpep,l2o_alista
1e-06,0.0,0.0,0.0,0.0
5e-06,0.0,0.0,0.0,0.0
1e-05,0.0,0.0,0.0,0.0
5e-05,0.0,0.0,0.0,0.0
0.0001,0.0,0.0,0.0,0.0
0.0005,0.001004016064257028,0.004016064257028112,0.0,0.0
0.001,0.006024096385542169,0.008032128514056224,0.0,0.0
0.005,0.05622489959839357,0.05923694779116466,0.0,0.0
0.01,0.13052208835341367,0.12349397590361445,0.0,0.0
0.05,0.5070281124497992,0.46184738955823296,0.0,0.0
