source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12,gamma_13,gamma_14
data/23-35-56_29,0.2813494860505135,0.9506393789650234,0.4312713206283425,0.0974428690574551,0.4584528932211447,0.1733784398812811,0.1197938883426304,0.2716529214165056,0.4862609067043533,0.4449606522117396,0.6754100810267332,0.7745236373656529,0.93072988900582,1.0274021842565926,1.1456105550402782
