source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12,gamma_13,gamma_14
data_l2o/19-02-39_0,0.2449847963695934,0.6816543839337871,0.6375631119357025,0.6455931016971839,0.6376459477491764,0.6329116685805333,0.6221484775113569,0.6123941616576242,0.5995680744741546,0.5876724722786072,0.574517215616869,0.5620651072242397,0.5495760045230883,0.5375488889904692,0.5252574713779632
