source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12,gamma_13,gamma_14
data_lpep/00-42-23_1,0.3404096850729505,0.2916902412358989,0.2922239597431521,0.3117652100103501,0.2829394686812359,0.3130819165773205,0.2205501314357964,0.2778895598623279,0.3067047473949605,0.2976327686165911,0.236388188353223,0.2303275825733948,0.2324879232216873,0.2464142109000036,0.2602311238909119
