k,l2o,ldro_pep,lpep,l2o_alista
1,23.16892104427381,21.7975757407045,22.78945827557975,22.02441992423418
2,10.67769627613449,10.818115295728495,13.355980519617834,13.311558232514727
3,6.625877276313265,6.5407397926676065,10.008037645341405,9.707258155024437
4,4.321448365402467,5.669264302437128,7.874715062990618,7.609918834836268
5,2.892148598161344,4.105054723207421,6.470811736837044,6.1081640189862645
6,1.9410737491707146,3.643395593569297,5.267577996915549,4.964467551002365
7,1.3185641967606674,3.3833679789364277,4.587376264579135,4.064949918530584
8,0.8957749857413674,2.8657634178648985,3.86247762322488,3.343225663219859
9,0.6149712562791422,2.1293983968213483,3.203131809864734,2.757634882501886
10,0.424781799728747,1.6283675171207272,2.677858545043122,2.279416357879695
11,0.2968076722031969,1.0728493147583829,2.327591874334587,1.8853893032713014
12,0.2096091249720664,0.660478488118573,2.0308371628240343,1.560211220298352
13,0.1496612631081475,0.3636399819749805,1.7697256918319446,1.2914941892048168
14,0.10789764650986251,0.18707225256827803,1.5292732947717997,1.0687502702790337
15,0.0785148655148832,0.08892487075423364,1.3104370182935396,0.884180041442221
