source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12,gamma_13,gamma_14
data_alista/22-29-17_0,0.3210184418228497,0.3198319727608935,0.3202175547355292,0.3203994260279895,0.3203079506482428,0.3200819151252826,0.3197920317608485,0.3194589021800457,0.3190880993322756,0.3186967679272524,0.3182671412456683,0.3178234019918229,0.317374477062492,0.3169341639016518,0.3164917655941501
