source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6
data_alista/22-29-17_0,0.3207838470641048,0.3194711190229934,0.3202338396939229,0.320854630695019,0.3210795442337761,0.3210828563838651,0.3209971655523059
