source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6
data_l2o/19-02-39_2,0.2478807355033343,0.7055432214682903,0.6450986452122394,0.657435469341274,0.6476847611427974,0.651094181518378,0.6336556114731536
