source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6
data/21-17-32_28,0.4025976574194476,0.2658471272893011,0.4600736910325302,1.3932562933789303,0.049254150607369,0.1745725485492839,0.1382692918632292
