source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6
data_lpep/00-42-23_1,0.3349591977438537,0.2584612816151905,0.297476640965625,0.2828808386136825,0.3212030380414355,0.2406700891273498,0.2498495302226
