k,l2o_t,ldro_pep_t,lpep_t
1,0.1451548555505306,0.1485893867113365,0.1505570989963407
2,0.2364235844459761,0.2596211820652465,0.1541932621010273
3,0.1074613077644208,0.0313987643425092,0.1534298788334539
4,0.485434305221428,0.1142935869910019,0.1476059528824001
5,0.1420787637487823,0.2491890347709651,0.1434220706548479
