iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12
0,1.7272632971037145,0.0012473129107252907,0.2537374160019681,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862
1,1.7272632971037145,0.0012473150577162278,0.39961991604650393,21.261284463677107,9.999999999999159e-07,1.249997763916035,1.2499977639160214,1.2499977639160538,1.2500022360859455,1.2499977639160174,1.2499977639160011,1.2499977639160442,1.2500022360859997,1.2500022360859948,1.250002236085974,1.2500022360859893,1.2500022360859868,1.2500022360859238,-1.0000075751383254e-06,0.281752525117725,0.434041782772722,0.5310648054097372,0.5987775940484327,0.648922326114789,0.6876448540029484,0.7184988534515256,0.7436900465977794,0.7646637176097135,0.7824102432355563,0.7976253809675276,0.8108199838000862
2,1.7272632569975763,0.001247360141137347,0.35851512500084937,21.26081360360248,2.097999999999987e-05,1.2499508512132822,1.2499508527794587,1.249950849617844,1.2500491484100058,1.249950850201011,1.2499508521060891,1.2499508537612847,1.2500491495356993,1.2500491461562573,1.2500491505823523,1.250049147427674,1.250049146714415,1.2500491503179667,-2.1851190543414307e-05,0.28173154521809907,0.43402080167138424,0.5310856588732625,0.5987566135709744,0.6489013461636159,0.6876238742052694,0.7184778740366565,0.7436690658084174,0.7646427376873455,0.7824312205966558,0.7976463544101295,0.8108199838000862
3,1.7272622713177663,0.0012474482908446736,0.024518416030332446,21.26752241122253,4.095999999999993e-05,1.2498592680598257,1.249859263924647,1.2498592645727948,1.2501407216438438,1.2498592676410214,1.2498592663720138,1.24985927335195,1.250140739037028,1.2501407388029988,1.2501407610511261,1.2501407439640102,1.2501407379564264,1.2501407468006562,-6.2774871906679e-05,0.2816905842616828,0.4339798434328722,0.5311261367008798,0.5987156542241051,0.6488603864425107,0.687582914611755,0.7184369125784715,0.7436281038689122,0.7646017805634753,0.7824721940289833,0.797687314397754,0.8108199838000862
4,1.727259866480418,0.0012475793980392734,0.024557625001762062,21.247235040982908,6.0939999999999996e-05,1.2497230039674156,1.2497229910096803,1.2497229986806586,1.2502769943931669,1.2497230133344666,1.2497230118341032,1.2497230322891841,1.2502770088045714,1.2502770114644675,1.2502770483854466,1.2502770290679925,1.2502770111637278,1.2502770464501067,-0.00012386208128399603,0.2816296366915937,0.43391890089246216,0.5311867608223325,0.598654713880515,0.6487994465593898,0.6875219752085936,0.7183759691830341,0.7435671559716632,0.7645408342595421,0.7825331443224688,0.7977482303730266,0.8108199838000862
5,1.7272551468294755,0.0012477534318903675,0.024211582960560918,21.24277702910349,8.091999999999984e-05,1.2495420466225704,1.249542023914363,1.2495420647964712,1.2504579675351417,1.2495421010305623,1.2495420934129076,1.2495421269211169,1.2504579551740131,1.2504579829215712,1.2504580288684801,1.250458022143056,1.2504579860412681,1.2504580682523698,-0.00020514782028955723,0.2815486998467134,0.43383798601753953,0.5312677911140267,0.5985737946441927,0.6487185261990828,0.6874410547186046,0.718295035677162,0.7434862171754905,0.7644598930056739,0.7826140853046969,0.7978291099989767,0.8108199838000862
6,1.7272479102323584,0.001247970502416753,0.02412791596725583,21.24084727399315,0.0001008999999999999,1.249316416242675,1.2493162854047788,1.2493165571191214,1.2506835753679748,1.249316561988673,1.2493165182918486,1.2493165592189417,1.2506835690901401,1.250683693254012,1.2506837292273016,1.2506837686124435,1.2506836983161111,1.2506838615402263,-0.00030662288383624556,0.2814477421515716,0.4337371316613089,0.5313690513828011,0.5984729019645544,0.648617625596488,0.6873401520215096,0.7181941005940263,0.7433852868422904,0.764358951464879,0.782715078806941,0.7979300060793917,0.8108199838000862
7,1.7272393533779167,0.001248231217547334,0.0242132080020383,21.157666999253475,0.00012087999999999997,1.249046073650072,1.2490458159310025,1.249046262782555,1.2509540097990655,1.2490462692412785,1.2490463052529746,1.2490462977676478,1.2509538872360602,1.250954018485019,1.2509540402440442,1.2509541934746071,1.2509540743595393,1.2509545290936699,-0.00042832787972036697,0.2813267634861022,0.43361624473374893,0.5314905548100021,0.5983519958071577,0.6484967392716707,0.6872192650638685,0.7180731804348134,0.74326431000629,0.7642379291913345,0.7828358129152239,0.7980504849412003,0.8108199838000862
8,1.7272320844665057,0.0012485360510204903,0.02397679100977257,21.10882446707634,0.00014085999999999992,1.2487309460251677,1.248730562169214,1.2487311175039029,1.2512693619952355,1.2487311420159286,1.2487314753707093,1.2487313305994203,1.2512689238299006,1.2512689121191531,1.2512689244949027,1.2512692841560287,1.2512690934355408,1.2512701574715797,-0.0005703011232129634,0.2811857319488691,0.4334752915506155,0.5316321367930708,0.5982110470937357,0.6483558637695465,0.6870783917128769,0.7179322777416787,0.7431232561760388,0.7640967803490075,0.7829761416462867,0.7981903338664454,0.8108199838000862
9,1.7272296924163193,0.0012488867735296013,0.02412816695868969,21.063692810572682,0.00016083999999999998,1.2483710712746634,1.2483704365341013,1.248371057266744,1.2516295990734136,1.2483710934444232,1.2483720412787305,1.2483717509734633,1.2516286687723146,1.2516283465707694,1.251628409962906,1.2516290729942956,1.2516287539958357,1.2516309145132465,-0.0007325110769284464,0.2810246005188697,0.4333142390223846,0.531790243220757,0.5980500212422111,0.6481949916107704,0.6869175305892617,0.7177713779833466,0.7429620798435688,0.7639354534740636,0.7831360086152018,0.7983494341083399,0.8108199838000862
10,1.7272351808270259,0.0012492824394048868,0.023733083973638713,21.012021552277837,0.00018081999999999983,1.2479663904272922,1.2479653388949585,1.2479660051555126,1.2520348353458934,1.2479661625828389,1.2479680116750342,1.247967531063423,1.2520331045734052,1.2520323237443347,1.2520324912502054,1.2520335906948175,1.252033090487506,1.2520369351633032,-0.0009149700407800497,0.28084332750040697,0.43313308026680175,0.5319684515627625,0.5978689212066637,0.6480141200693228,0.686736677377358,0.7175904510894121,0.7427807246084401,0.7637538699844424,0.783315283100501,0.7985274818943128,0.8108199838000862
