k,l2o_gamma,ldro_pep_gamma,lpep_gamma,l2o_alista_gamma
1,0.2598817258994562,0.2624261415085806,0.324905330084251,0.3207880018705021
2,0.769535456756683,0.7338437976173023,0.2662725633491799,0.3185561900158626
3,0.5855460212836537,0.0243488928488478,0.2340623022278783,0.3189693167857246
