iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,beta0,beta1,beta2,beta3,beta4,beta5
0,4.896770146203595,0.013343625186105762,0.23110458301380277,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009
1,4.896770146203595,0.013343666924328021,0.3594025420024991,46.431440771084304,9.999999999999972e-07,1.2499977639323465,1.249997763932275,1.2499977639322686,1.2499977639322766,1.2500022360697276,1.2500022360697067,-1.0000003054707825e-06,0.28175252512498977,0.43404178277996586,0.5310628054041455,0.5987795940563501,0.6489233261224009
2,4.896779498516231,0.013343791266844216,0.3281398340477608,46.44797369784914,2.980000000000002e-06,1.2499911005264848,1.2499911005258215,1.249991100529009,1.2499911005303328,1.250008899502873,1.2500088995029184,-3.971570681727358e-06,0.2817495451523421,0.43403880280877943,0.5310598254333638,0.5987825740290079,0.6489233261224009
3,4.896807357261213,0.01334399830541463,0.004033125005662441,46.44715822003116,4.960000000000007e-06,1.2499800097963516,1.249980009789192,1.2499800098218816,1.249980009835125,1.2500199903402074,1.250019990342049,-8.936468660123564e-06,0.28174458519488604,0.43403384286483326,0.5310548654930077,0.5987875339866047,0.6489233261224009
4,4.896853743947864,0.01334428805898917,0.003828624961897731,46.44578922784421,6.939999999999998e-06,1.2499644917897128,1.2499644917568697,1.2499644919064685,1.2499644919670103,1.2500355086082329,1.2500355086182144,-1.589967553643484e-05,0.28173764524039724,0.43402690296392116,0.5310479256062817,0.5987944739415744,0.6489233261224009
5,4.896918658073261,0.013344660531749297,0.0036298329941928387,46.44387828839009,8.919999999999989e-06,1.2499445464862013,1.2499445463823493,1.2499445468543564,1.249944547045022,1.2500554544079827,1.2500554544420894,-2.486266433580863e-05,0.2817287252286862,0.4340179831000224,0.5310390057813895,0.5988033939534124,0.6489233261224009
6,4.897002092473955,0.013345115722278887,0.0034240829991176724,46.44141279392854,1.0899999999999994e-05,1.2499201738323886,1.2499201735698933,1.2499201747645265,1.2499201752457434,1.2500798278643375,1.2500798279557215,-3.5825744620016305e-05,0.28171782506530707,0.4340070832680863,0.5310281060365623,0.598814294113153,0.6489233261224009
7,4.8971040354429265,0.013345653625909403,0.0037080839974805713,46.43839523400022,1.2879999999999999e-05,1.2498913737612023,1.2498913731885382,1.2498913757974939,1.2498913768449054,1.2501086290924566,1.2501086293022392,-4.878873706719903e-05,0.28170494462734497,0.43399420347908546,0.5310152264173428,0.5988271745352407,0.6489233261224009
8,4.897224470798663,0.013346274236814726,0.004073832998983562,46.43480826620563,1.4860000000000003e-05,1.2498581461254519,1.2498581450029327,1.2498581501278554,1.2498581521773748,1.2501418582444739,1.250141858679094,-6.375126067744406e-05,0.2816900837317892,0.43397934373855995,0.5310003669773703,0.598842035383475,0.6489233261224009
9,4.897363377576858,0.013346977548294331,0.0036124169710092247,46.43065763845908,1.6840000000000008e-05,1.2498204907000925,1.2498204886676125,1.249820497961891,1.2498205016635136,1.250179515490507,1.2501795163259195,-8.07128482291667e-05,0.28167324213207134,0.4339625040540926,0.5309835277882781,0.5988588768667593,0.6489233261224009
10,4.897520728971224,0.013347763553140107,0.0035694169928319752,46.42590694397105,1.8819999999999986e-05,1.2497784071576634,1.2497784037037711,1.249778419539213,1.24977842581557,1.2502216010175704,1.2502216025299915,-9.967301489191591e-05,0.28165441950731296,0.43394368443608566,0.5309647089423737,0.5988776992436052,0.6489233261224009
11,4.897696490828351,0.013348632243961515,0.003339208022225648,46.420565254906464,2.079999999999999e-05,1.2497318950501417,1.2497318894739005,1.2497319151340587,1.2497319252484906,1.2502681150225596,1.2502681176355577,-0.00012063129864771889,0.28163361544929993,0.43392288489754716,0.5309439105547911,0.598898502817211,0.6489233261224009
12,4.897890619485002,0.013349583613783966,0.0035927080316469073,46.414600134775476,2.2779999999999995e-05,1.2496809537675422,1.2496809451384387,1.2496809850401582,1.2496810006736307,1.2503190577213035,1.2503190620736522,-0.00014358729838345207,0.2816108294417812,0.4339001054471041,0.5309211327589656,0.598921287936951,0.6489233261224009
13,4.8981030587107,0.013350617655468003,0.0035995839862152934,46.4079826858269,2.476e-05,1.249625582558306,1.2496255696748286,1.2496256296221513,1.2496256529497631,1.2503744292951284,1.2503744363217986,-0.00016854067677269174,0.2815860608675706,0.4338753461114791,0.5308963757296572,0.5989460549703718,0.6489233261224009
14,4.898333734943177,0.013351734362746052,0.0036643330240622163,46.400683567364034,2.6740000000000005e-05,1.2495657804570661,1.249565761810601,1.2495658492841426,1.2495658830652916,1.2504342299076718,1.2504342409650095,-0.00019549119902738892,0.2815593089757795,0.43384860692035077,0.5308696396706672,0.5989728042962554,0.6489233261224009
15,4.898582550615623,0.013352933731348672,0.0036209580139257014,46.39265742559997,2.8719999999999996e-05,1.2495015462076131,1.2495015199567974,1.2495016444390699,1.2495016921095767,1.2504984597220992,1.2504984767548255,-0.00022443877150172628,0.2815305728490215,0.43381988789179454,0.5308409248008464,0.5990015362929372,0.6489233261224009
16,4.898853441443438,0.013354215722166309,0.0035987080191262066,46.38687926893556,3.07e-05,1.2494328803446169,1.249432846923863,1.2494330153128714,1.2494330802355387,1.2505671198705333,1.2505671443288098,-0.00025538198735959827,0.2814998536571785,0.43378918896635366,0.5308102309359276,0.5990322522607568,0.6489233261224009
17,4.899142869621395,0.013355580293324943,0.0033919590059667826,46.38054533013639,3.2680000000000006e-05,1.2493597833458217,1.2493597455977323,1.2493599621926421,1.2493600477234297,1.2506402115348259,1.2506402443331923,-0.00028831944565932605,0.28146715259076643,0.4337565100966659,0.5307775579165633,0.5990649536423369,0.6489233261224009
18,4.89945080977011,0.013357027401318361,0.003445332986302674,46.373648131245055,3.466000000000001e-05,1.2492822555775909,1.2492822188487238,1.249282485381478,1.249282594940337,1.2507177359933166,1.2507177774684106,-0.0003232497868274954,0.2814324708182836,0.4337218512263524,0.5307429055902166,0.5990996420488467,0.6489233261224009
19,4.899777253055474,0.013358557000752353,0.0036000420222990215,46.3661584732281,3.664e-05,1.2492002972958114,1.249200269531189,1.2492005852152566,1.2492007223627049,1.250799694604432,1.2507997444825438,-0.0003601716956058248,0.2813958094865982,0.43368521229832435,0.5307062738219189,0.5991363192564703,0.6489233261224009
20,4.900122191201106,0.01336016904457952,0.003336041991133243,46.358106620910846,3.8620000000000006e-05,1.2491139086129908,1.2491139004596892,1.249114262066103,1.249114430586187,1.2508860888042672,1.250886146166927,-0.00039908391251738604,0.2813571697065472,0.4336465932532765,0.5306676624938164,0.5991749872055899,0.6489233261224009
21,4.900588899674296,0.013361863273837428,0.0033823330304585397,46.382457133220264,4.0600000000000004e-05,1.2490231180199693,1.2490230838154015,1.2490235177518352,1.2490237498568673,1.250976925866019,1.2509769662609247,-0.00043998178851031904,0.28131654021293123,0.43360599421831963,0.5306270778353942,0.5992156724496639,0.6489233261224009
22,4.900973029122173,0.013363639654889344,0.003842459002044052,46.37335884210276,4.2579999999999996e-05,1.2489279232830635,1.2489278236296153,1.248928352658104,1.248928679348551,1.2510722069732025,1.2510722063985253,-0.00048286463692147954,0.2812739225158343,0.4335634151354258,0.5305845194608149,0.5992583757743569,0.6489233261224009
23,4.901375815801343,0.013365498152644756,0.003621084033511579,46.36362541160757,4.4559999999999993e-05,1.2488283219411416,1.2488281238591386,1.2488287672034803,1.2488292183605114,1.251171933409857,1.2511718682666457,-0.0005277318565214934,0.2812293180716887,0.43351885594094086,0.530539986999824,0.5993030981602584,0.6489233261224009
24,4.901797259469729,0.013367438730458703,0.0034483750350773335,46.35325631997291,4.654e-05,1.248724311301603,1.248723988375846,1.2487247618502002,1.2487253663339333,1.251276106555254,1.251275953607463,-0.0005745829369001529,0.2811827282782352,0.4334723165692402,0.5304934801024717,0.5993498407839976,0.6489233261224009
25,4.90223736028765,0.013369461349585922,0.0035872089792974293,46.34226841206857,4.8519999999999996e-05,1.2486158884725433,1.2486154209825848,1.2486163371380694,1.2486171228892298,1.251384727851215,1.2513844641688645,-0.0006234174460823919,0.2811341544806765,0.4334237969674084,0.5304449984556562,0.599398605008832,0.6489233261224009
26,4.902696118654883,0.013371565970452816,0.003543333034031093,46.33065931815964,5.05e-05,1.248503050278795,1.2485024253337502,1.2485034936228223,1.2485044877643965,1.2514977988734766,1.251497401776586,-0.0006742350687166883,0.28108359793554055,0.4333732970661029,0.5303945417533747,0.5994493924195201,0.6489233261224009
27,4.903173535477762,0.013373752552008246,0.003841749974526465,46.31843759821411,5.2480000000000006e-05,1.2483857932837965,1.2483850049625935,1.2483862319179342,1.2483874608589287,1.2516153212890466,1.2516147682903334,-0.0007270355931143786,0.2810310598220702,0.43332081679766343,0.5303421097159924,0.5995022048041629,0.6489233261224009
