iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2
0,0.11867659270105187,0.05723120857124755,0.07732137496350333,,,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.1280375342702286,0.05723109197050341,0.0413267079857178,0.07873021440880977,9.999999999999159e-07,1.2500022360856944,1.2500022360852485,1.25000223608398
2,0.11881639195590528,0.05722865041523846,0.04074637504527345,0.07377478906289735,2.097999999999987e-05,1.2500490403214837,1.2500490682188303,1.250049072866718
3,0.12283643859591474,0.05722387815766446,0.0012614590232260525,0.07738139678132176,4.095999999999993e-05,1.2501405421873806,1.25014061326226,1.25014061653649
4,0.12691298249960853,0.05721677182235339,0.0011008749715983868,0.07775502768021589,6.0939999999999996e-05,1.2502767913143686,1.250276956245722,1.25027697475802
5,0.12100764743959365,0.05720734768899797,0.0011278330348432064,0.07517021656007239,8.091999999999984e-05,1.250457542726689,1.250457799572548,1.250457815674376
6,0.123454601288325,0.05719559013149787,0.0012600829941220582,0.07754605831399335,0.0001008999999999999,1.2506831286984845,1.2506834824370066,1.2506834554594568
7,0.12310441220670687,0.0571815047252153,0.001090249978005886,0.07703258759054323,0.00012087999999999997,1.2509534819265147,1.2509539178466713,1.2509538389068486
8,0.12138795914510192,0.05716511126034723,0.001215374970342964,0.07587293647105676,0.00014085999999999992,1.2512684108603123,1.2512686968012685,1.2512685466452973
9,0.12572067323481825,0.057146383163772733,0.0010560410446487367,0.07742258308438267,0.00016083999999999998,1.2516282630177082,1.2516284622954288,1.2516282936805252
10,0.12290707431676198,0.05712533136674564,0.0011629160144366324,0.07779734269633572,0.00018081999999999983,1.2520332316148506,1.2520329598817639,1.2520326557232564
11,0.1212982638990732,0.05710197663463191,0.0011831250158138573,0.07564473232010034,0.0002007999999999999,1.2524825399343622,1.2524820484489065,1.2524815919749557
12,0.12146121259615845,0.05707631025248748,0.0011559579870663583,0.07628727934797244,0.00022077999999999996,1.252976459181168,1.252976004188647,1.2529752732115214
13,0.12056745204971327,0.05704834984968532,0.001404459006153047,0.075543984240934,0.0002407599999999999,1.2535147248320588,1.253514527475081,1.2535134895774018
14,0.12299195604734803,0.05701808567924095,0.001115958031732589,0.07627146199502326,0.00026074,1.2540977395455493,1.2540978275887642,1.2540964441126212
15,0.11978444086352846,0.05698556525230882,0.001052666048053652,0.07389538182253033,0.00028071999999999993,1.2547242701171801,1.2547252119584613,1.254723638892972
16,0.12090156545036682,0.05695078526718253,0.0012579580070450902,0.07505388068888977,0.0003007,1.2553952063103013,1.2553965384208516,1.2553947525269131
17,0.13163870620974374,0.05691362286133732,0.0010907090036198497,0.0783478422415437,0.00032068000000000005,1.2561123389662237,1.2561144889690674,1.2561128243338409
18,0.11833266896453304,0.05687420148136046,0.0011735829757526517,0.07559494593878596,0.00034066,1.2568740941276995,1.2568767181716463,1.256874905775201
19,0.12587076065919,0.05683244783746116,0.0011445839772932231,0.07766310708981812,0.00036063999999999996,1.2576818946232853,1.2576846478785162,1.2576827941585718
20,0.12497060826291638,0.05678837863106791,0.0011272080009803176,0.07761497433040922,0.0003806199999999999,1.2585357361615055,1.2585380761870602,1.2585361093303529
21,0.12434868453191072,0.05674199681155285,0.0010754579561762512,0.0768881461832411,0.0004006,1.259434870623663,1.2594374877855694,1.2594354430790915
22,0.12416706583991233,0.0566933352414218,0.0013292499934323132,0.0770204632705345,0.00042057999999999993,1.2603796546743973,1.2603818995755627,1.2603798814899785
23,0.12516115073666706,0.05664239751808694,0.0011143750161863863,0.07674141467792231,0.0004405599999999999,1.2613697705585456,1.2613717049638722,1.2613696359480933
24,0.11535112200342189,0.056589371492530044,0.0011045410064980388,0.07310174342981542,0.00046053999999999995,1.2624020004106409,1.2624033767241643,1.2624009375816965
25,0.12345231898605691,0.05653407833145578,0.001164457993581891,0.07532540362503873,0.0004805199999999999,1.263478372369223,1.2634809953508064,1.263478764210057
26,0.12263552458973495,0.05647649241955245,0.0011169579811394215,0.07753208857437444,0.0005005,1.2646016787904721,1.2646046354238103,1.264602071377166
27,0.12162200965405504,0.05641667559862481,0.0011400410439819098,0.07722828455349909,0.00052048,1.2657717760863874,1.2657729497276051,1.2657691988888158
28,0.12490122351763036,0.05635457484635981,0.0011641670134849846,0.0772688037356622,0.00054046,1.2669883844646537,1.2669876044658308,1.2669825919915803
29,0.12185666991323046,0.05629026278503304,0.001070207974407822,0.07534940858680271,0.00056044,1.2682489964484602,1.2682478032003293,1.2682420153135925
30,0.12115823240474347,0.05622374790523395,0.0011331670102663338,0.07586218221151493,0.0005804199999999999,1.2695545794704999,1.2695534129133652,1.2695466504722175
31,0.12637659680863378,0.056155018419625294,0.001123791967984289,0.07659957025951254,0.0006004,1.2709064064597355,1.2709042265468011,1.2708966927014294
32,0.12187670759852831,0.05608414924262467,0.0011318749748170376,0.07527126895961586,0.00062038,1.272302615609828,1.2722993645214116,1.272291168062539
33,0.13019558288470393,0.056010902196857885,0.0010542500531300902,0.07867611042641862,0.00064036,1.2737480088062432,1.2737436849305621,1.2737351986176142
34,0.11801401446668694,0.05593562550017035,0.0010962499654851854,0.0742037842446077,0.00066034,1.2752360549612443,1.275230856341149,1.2752217276053017
35,0.11401654987867982,0.055858490948056234,0.0011089170002378523,0.07176567686821086,0.0006803200000000001,1.27676329900103,1.2767578241840978,1.2767477547264239
36,0.12007079030729861,0.05577932823350417,0.001162666012533009,0.07433409814469498,0.0007003,1.2783346172345358,1.2783273690062684,1.278316289386699
37,0.11793520965722322,0.055698114160742426,0.0010927910334430635,0.07412692672024529,0.00072028,1.2799496245111244,1.2799408939422903,1.2799285085866146
38,0.1154065425837203,0.055614941640768724,0.0010871249833144248,0.07371691787086167,0.00074026,1.2816081893518674,1.2815965093862132,1.2815814704946928
39,0.11880273195178358,0.0555298350913956,0.0011576660326682031,0.07284434956156358,0.00076024,1.2833088371738108,1.283294134066742,1.2832761355643565
40,0.12011101878065165,0.05544254224680761,0.0012817919487133622,0.07613935225586246,0.0007802200000000001,1.2850581001845303,1.2850388082672608,1.2850166929287359
41,0.11716173909409325,0.05535323716456818,0.0013037919998168945,0.07369509294305593,0.0008002,1.2868510789617773,1.2868276849946056,1.2868014628765296
42,0.12345004843293711,0.05526163609498068,0.0011534999939613044,0.07698238075858783,0.00082018,1.288694438290101,1.2886666178142825,1.2886357874049958
43,0.12132725017412352,0.05516807288289376,0.0011093749781139195,0.07401585875999332,0.00084016,1.2905823880041565,1.290548695761686,1.2905131055352388
44,0.12018718124911745,0.05507246827772635,0.0012439580168575048,0.07446369928142822,0.00086014,1.2925158528369975,1.2924764089861,1.292435743796267
45,0.12538358287230736,0.054974670356206394,0.0010834589484147727,0.0760704059733846,0.00088012,1.2944984820042489,1.294452539791624,1.2944073983539948
46,0.12559108890120194,0.05487458539536439,0.001087707991246134,0.07771109337256507,0.0009001,1.2965340049288998,1.2964790295155308,1.296428945982976
47,0.12317106371829355,0.05477234290954134,0.0012966250069439411,0.07591967701122745,0.0009200800000000001,1.2986176122547635,1.2985548013633077,1.2984996942814646
48,0.12207355569840846,0.05466817924102817,0.001067417033482343,0.07389197416161926,0.0009400599999999999,1.3007447786970905,1.3006751638949268,1.3006154664894412
49,0.11646370773705753,0.05456238979769179,0.0012305420241318643,0.07187747502360155,0.00096004,1.3029115836746739,1.3028337750236285,1.302769186894589
50,0.12133434491125583,0.05445447336387996,0.0011838329955935478,0.07544306307047213,0.00098002,1.3051268193111882,1.305041982947597,1.3049725594763888
51,0.12603630774711358,0.05434431717749912,0.0011709589743986726,0.07704458949448553,0.001,1.3073947751738242,1.3073018063140747,1.307227181487007
52,0.11412118342700171,0.054234841173067976,0.0013887499808333814,0.07145641177557537,0.0009999878275373446,1.3096560721223094,1.3095535237643623,1.3094727673001896
53,0.11648282422201267,0.05412584751985547,0.0012071250239387155,0.07339696099318459,0.0009999513107426476,1.3119170499445598,1.3117999786115102,1.311711905535709
54,0.1222906818292183,0.054017073011897225,0.0011574579984880984,0.07421081339373206,0.0009998904513956854,1.314179218314571,1.3140476871884328,1.313953189721602
55,0.11365890030365462,0.05390901954991093,0.0011270000250078738,0.07080485200084587,0.000999805252462657,1.3164345905731334,1.3162857466480544,1.3161839241158986
56,0.1164687262094893,0.05380130960700092,0.0011124160373583436,0.07347819947536492,0.0009996957180960385,1.3186908628457585,1.318522163143623,1.318411717338393
57,0.12080915479482511,0.053693697984444407,0.001177750003989786,0.07503955796294028,0.0009995618536343797,1.320951882317064,1.3207620291800322,1.320643050303262
58,0.12037456945047564,0.05358635660508533,0.001158250030130148,0.07448312276776163,0.0009994036656020464,1.3232164399486464,1.3230009592436558,1.322872487945022
59,0.11863885766682332,0.05347921863941147,0.001043457945343107,0.07504358290975882,0.0009992211617088995,1.3254857166470577,1.3252408635629636,1.3251010942847654
60,0.12861032738138592,0.053372037041268736,0.0011784580419771373,0.07662490270709815,0.0009990143508499217,1.3277631293832524,1.3274868006016762,1.327336195273633
61,0.11529982424813129,0.05326536998155997,0.0011052909540012479,0.0719098322599022,0.0009987832431047822,1.3300355192907138,1.3297281629454556,1.3295664370623954
62,0.11719265289338998,0.05315911512077686,0.0010678330436348915,0.07357011179217458,0.0009985278497373468,1.3323086509797606,1.3319658064843871,1.3317911155424074
63,0.11534237244739926,0.05305322908596323,0.0011069999891333282,0.07272374890794325,0.0009982481831951274,1.3345796434222787,1.3342019998461914,1.3340138831402848
64,0.11569552358076125,0.05294769984996271,0.0011216659913770854,0.07342345522804798,0.0009979442571086772,1.3368512469615246,1.3364359139832853,1.3362332058240716
65,0.11994697815517581,0.05284240303980573,0.0011775839957408607,0.07370141225025686,0.0009976160862909245,1.339123789155384,1.3386710474078465,1.3384533662101483
66,0.11999820770978405,0.05273719100006892,0.0010796250426210463,0.07460011829712974,0.0009972636867364526,1.3413994289831883,1.3409107382715668,1.3406784215356078
67,0.12481599075197952,0.052631830565799696,0.0011121249990537763,0.07639813844756337,0.000996887075620718,1.343682444880473,1.343160157684302,1.3429140513695086
68,0.11934163365023256,0.05252673927442816,0.0011068329913541675,0.07423071572914539,0.0009964862712992153,1.3459671168876557,1.3454093950141415,1.345148738059021
69,0.12074185028496176,0.052421901052802804,0.0013614170020446181,0.07418164810931614,0.0009960612933065818,1.3482531300570642,1.3476589217930637,1.3473833810033056
70,0.1144372853604323,0.05231777846913776,0.001105500035919249,0.07039372623095103,0.000995612162355645,1.3505303974930303,1.349898791049778,1.3496079641012737
71,0.12449976579942997,0.05221362979298964,0.0010319160064682364,0.07584872013754927,0.0009951389003364144,1.3528143051632773,1.3521451188248073,1.351839007446239
72,0.11723381826150343,0.052109900587514496,0.0011253749835304916,0.07225492769697714,0.0009946415303150127,1.3550945316035603,1.3543884998057927,1.3540673518073576
73,0.12104625498610928,0.05200643458114881,0.0010600410168990493,0.07424762352365402,0.0009941200765325531,1.3573775799876477,1.356630773770036,1.356294389774021
74,0.11660353929676757,0.05190337163291597,0.0011876660282723606,0.0720128639997084,0.0009935745644039575,1.3596563646534965,1.3588708207921034,1.3585195402982748
75,0.11734840975137095,0.05180067395749362,0.001094917010050267,0.0730606313490563,0.0009930050205167172,1.3619348901628405,1.3611083082089477,1.3607411128248637
76,0.11771217775315104,0.05169849647609212,0.0013653329806402326,0.0714155361343782,0.000992411472629598,1.3642087338786482,1.3633393591415095,1.362957229644017
77,0.11550618570604837,0.0515966892931819,0.0011025419807992876,0.0721169509585841,0.0009917939496712864,1.3664800272241602,1.3655685239301436,1.3651710136214026
78,0.11920566867508671,0.05149518435912567,0.0011093339999206364,0.07287382276346921,0.00099115248173898,1.3687514600492243,1.3677963438900818,1.3673835031707138
79,0.11820520391561296,0.051394082874974316,0.0011650830274447799,0.07148097262529247,0.0009904871000969212,1.3710188971117183,1.3700212414672233,1.3695938279642124
80,0.12428857908879283,0.05129315621663929,0.0010757920099422336,0.07379363247407557,0.0009897978371748723,1.3732896199154216,1.3722469855229809,1.3718057831919017
81,0.11443738798110466,0.05119273402697546,0.001083332987036556,0.07067826102905514,0.000989084726566536,1.3755542812173152,1.374468139536867,1.3740123185414355
82,0.11543660719132989,0.0510926131529926,0.0011137499823234975,0.07253220107288948,0.0009883478030279168,1.3778190054938888,1.3766882980236956,1.3762169430788915
83,0.11818265808991542,0.05099280980769065,0.0011887080036103725,0.0715754435297241,0.0009875871024756287,1.3800806444900857,1.3789077238965783,1.378421716069177
84,0.10932491405730056,0.050893759441086275,0.0012142089544795454,0.0689919001174764,0.0009868026619851435,1.3823331778419528,1.3811156771059767,1.3806135384625047
