tau,sigma,theta
0.14874085973238188,0.31777097258718234,0.7726627894823321
0.19197976110602377,0.27466425306106074,0.8462781871676206
0.12372547235292869,0.1365714569403959,0.7601355878549371
0.29850152791478535,0.07171477541763667,0.726553658284591
0.28630230633339887,0.2768394543837414,1.2402009252995554
