tau,sigma,theta
0.09304134640774883,0.10983658427439467,0.9738925049320493
0.09303977874461693,0.1098513500046583,0.9738827576704466
0.09304064375843893,0.10988158984639564,0.973875837060477
0.09304715206658734,0.10998561570393425,0.9738712974199552
0.09324610095084805,0.09362246634824087,0.9740794239280581
0.10976563870699493,0.09286891406078472,0.9734042160717069
0.10977844385582974,0.1097683170068555,1.0264950910855524
0.10973066798630242,0.10971213479899888,1.0263174588168917
