iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
0,2.983588400574986,0.0078281832812867,0.2188097079633735,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,2.983588400574986,0.007828200307040066,0.3919413330149837,40.79686282193008,9.999999999999159e-07,1.2500022360859888,1.250002236083586,1.2499977639160254,1.2499977639160442,1.249997763916074,1.2499977639160085,1.2499977639159987,1.2499977639160056,1.2499977639160362,1.2499977639160667,1.249997763916019,1.2499977639160622,1.2499977639160036,1.2499977639160156
2,2.9835912941848655,0.007828557510579133,0.34324358304729685,40.79659887762162,2.097999999999987e-05,1.250049149315243,1.2500491497677741,1.2499508516286177,1.2499508516360454,1.2499508516586781,1.2499508516429845,1.2499508516464723,1.2499508516501296,1.2499508516535212,1.2499508515883468,1.2499508516582953,1.2499508516384152,1.249950851654165,1.2499508516379088
3,2.983652000723842,0.007829254906054699,0.023869083961471915,40.79114441547555,4.095999999999993e-05,1.2501407419544932,1.2501407699035687,1.2498592645284234,1.2498592650126612,1.2498592663486143,1.249859265487079,1.2498592656697103,1.249859265899324,1.2498592659213805,1.2498592628254825,1.2498592661632395,1.249859264976947,1.2498592660757823,1.2498592651814457
4,2.983770509787482,0.007830292495190471,0.023696125019341707,40.780656433823495,6.0939999999999996e-05,1.2502770179453835,1.2502771890669957,1.2497230037895488,1.2497230068042595,1.2497230150685652,1.2497230097390915,1.2497230108931796,1.2497230123751042,1.2497230125693697,1.249722993134997,1.249723013933365,1.2497230064604983,1.2497230134568693,1.2497230078376016
5,2.9839467933598494,0.007831670250918,0.02347299997927621,40.76538026003686,8.091999999999984e-05,1.2504579830469715,1.2504585927156693,1.2495420684005785,1.2495420793228131,1.2495421092004353,1.249542089946361,1.2495420941940905,1.249542099841811,1.249542100540207,1.2495420295681818,1.2495421051839126,1.2495420781299713,1.249542103680247,1.2495420830316066
6,2.984180800580859,0.007833388102776525,0.02373879199149087,40.74572025263261,0.0001008999999999999,1.2506836443155087,1.250685278117964,1.2493164541146577,1.249316483894591,1.2493165654701375,1.249316512933042,1.2493165247189546,1.2493165411349418,1.249316542558931,1.2493163467709407,1.249316554848382,1.249316481227899,1.2493165513098647,1.2493164939482428
7,2.984472453846219,0.007835445924591792,0.023502000025473535,40.72217477551545,0.00012087999999999997,1.2509540103079024,1.2509576749584004,1.2490461518577658,1.2490462198655354,1.2490464062481645,1.249046286199038,1.249046313640458,1.249046353926739,1.2490463556920013,1.2490459027018737,1.2490463829551057,1.2490462154906348,1.2490463762772097,1.2490462425139872
8,2.984821645354878,0.007837843532348315,0.02337858296232298,40.6953164486294,0.00014085999999999992,1.25126909121162,1.2512763511378466,1.2487311465028559,1.248731283610348,1.2487316599462837,1.2487314175465711,1.248731474134283,1.2487315620938977,1.2487315621806374,1.2487306337925042,1.2487316151579049,1.2487312790386453,1.248731605061887,1.248731328532924
9,2.985228237156772,0.007840580688335489,0.023751250002533197,40.665819990704364,0.00016083999999999998,1.2516288998016079,1.251642015529785,1.2483714151940952,1.248371667132761,1.2483723604069565,1.248371914028503,1.2483720207977056,1.2483721970056598,1.24837218973332,1.2483704494674643,1.2483722829687187,1.248371668011415,1.2483722715508592,1.2483717481798324
10,2.9856920630949677,0.00784365710161937,0.023857625026721507,40.63439247664722,0.00018081999999999983,1.2520334519671918,1.2520555169128098,1.247966926563324,1.2479673575868733,1.2479685468464088,1.2479677815522092,1.2479679698120083,1.247968300033983,1.2479682728708612,1.2479652265155063,1.247968424207877,1.2479673776143647,1.247968418962491,1.2479674930630698
11,2.986212930919468,0.007847072434982257,0.02382533304626122,40.601845619133854,0.0002007999999999999,1.2524827682192254,1.2525178402942156,1.2475176396647174,1.2475183357739539,1.2475202628952389,1.2475190239389367,1.2475193385193415,1.2475199250792537,1.2475198537376069,1.2475148019530458,1.247520083226876,1.2475184028321955,1.2475201016556696,1.247518548585447
