iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4,tau_5,sigma_5,theta_5,tau_6,sigma_6,theta_6,tau_7,sigma_7,theta_7,tau_8,sigma_8,theta_8
103,12.181430328067401,0.5778953973222783,0.8524195239879191,12.6528157842038,0.009674160969141874,0.37193582416861964,0.5927627931223863,0.11279552036703999,0.19015886053051465,0.19342225077116573,0.09447229716428852,0.06790326520588276,0.04867126202886571,0.26509123676649676,0.05855938854546801,0.009751988705333808,0.46155473180633805,0.13450223690239832,0.01898688315585453,0.6223425141994895,0.22783039272991018,0.05668990602937531,0.7677203326342011,0.17543373467466042,0.065075136150417,1.4834023717454197,0.4658218445890089,0.039960428817576096,2.5449227414602626,0.5491464693067536,0.06776711505687262,2.375047549465734
104,11.993105470685968,0.5852254569277214,0.8545588969718665,12.5154487545642,0.009661652844176954,0.3770756451560088,0.5973535196298114,0.10758322265749107,0.18836065145909772,0.19209597909753312,0.08912564315489865,0.0678426763707194,0.047888900975950055,0.26397512229856124,0.0585247637721908,0.009707251153302959,0.46148332369497724,0.13421700787274532,0.018840195486669164,0.6223446647185945,0.2227092175791413,0.05582796694136618,0.7675890883656549,0.17214848424470625,0.06145503717596309,1.4821590358431118,0.45834904826092115,0.03619955324202232,2.550973396593787,0.5431122844828339,0.060544004189729425,2.3703098956221496
105,11.907433496659898,0.5533776946411216,0.8566606428939849,115.53330897680895,0.009648917541198314,0.3797752922139633,0.6028051445426097,0.10180292474175448,0.18658717000812122,0.19087453948665764,0.08431914949535578,0.06778813519018327,0.047184014436042,0.26296323975515135,0.05849319349390442,0.009667052496198737,0.461418930810863,0.13395615186486337,0.018707759939918734,0.622347358077582,0.21806783808901944,0.055042649572128205,0.7674679244352961,0.16916024617216416,0.05821952054405959,1.4809724770918362,0.45151467309948773,0.03289625071787161,2.5562814025043443,0.5375025452074167,0.05423052936981877,2.3656287856141747
106,11.488997125932158,0.522678712303307,0.8537454619072378,92.35248212282796,0.009635955680906654,0.3803038184043504,0.6090939800200642,0.09557708400129787,0.18488194690288284,0.18974310759717858,0.0799912422254265,0.06773852393541165,0.046545377154949455,0.2620456469685884,0.058464027695649484,0.00963024972226567,0.4613608146285408,0.1337140718143031,0.018584959010192817,0.6223497788385975,0.21380846717682506,0.05431534146131774,0.7673506855815507,0.16641275769425834,0.05529392463033337,1.4797862687564265,0.44519380981023987,0.0299632552964981,2.5608436246999893,0.5321814455080778,0.04865797148808706,2.360794975546263
107,11.400736049579951,0.5019729548827776,0.8538502000737935,14.788301009077912,0.009622767895044761,0.3828166333537915,0.6147095659915952,0.09012257387793911,0.18351837271925941,0.1885883225727398,0.07584875462453528,0.06768796808796672,0.04592109439464156,0.26119584689752245,0.05843209596803223,0.009589348804217626,0.46130800318850446,0.13344188867502954,0.01843423157086924,0.6223456497957691,0.2092061208301654,0.05348037931153503,0.767167245153711,0.16346457275465165,0.052182327594063126,1.47770276510313,0.43836429434401036,0.02689232729184932,2.562955496331178,0.525742173904998,0.043004888745183475,2.352628232670072
108,11.560267751067062,0.4845226116499845,0.8492007730528712,16.27438377101578,0.009609354826366708,0.3870842111122237,0.6197198299450581,0.08533397843607303,0.18253231169843825,0.18742958954025457,0.07192855357956822,0.06763675708729837,0.04531535521632994,0.26041117221108295,0.058397999881898324,0.009545133826509265,0.4612599390159463,0.13314604679711528,0.018260185437271148,0.6223352094581651,0.2043712101066731,0.052560441061001856,0.7669258232107101,0.16038339615759045,0.04896843641065318,1.4748426389130203,0.43120824627151,0.023791699877427953,2.562927145389424,0.5184690621835482,0.03745162650943269,2.3413893060443294
109,11.160635202865018,0.47269671132314744,0.8541574398986995,11.392930736969744,0.009595717128606544,0.3929155208221993,0.6241442448319046,0.08112171471738594,0.18144288276200413,0.1861576481400319,0.067999723951751,0.06758267115152118,0.04470967190253684,0.2596777617266668,0.05835936639413727,0.009495032747171278,0.46121606294830025,0.13280367949044683,0.01804686097668802,0.6223157023947762,0.19899870568924788,0.051472257416902,0.7665884480346832,0.15697198079724953,0.04545145496210381,1.4706939427790295,0.42333164191012757,0.02051808983006225,2.55984309326134,0.5097105202437281,0.031850455621436895,2.325739190888436
110,11.503773494861926,0.4574583607607835,0.856275328900665,96.02184784423928,0.009581855466446418,0.39629308293191523,0.629499189069132,0.07643202571765978,0.18036583337650638,0.18497489430425687,0.06446868583418798,0.06753392741577435,0.04416319595985675,0.2590141812957928,0.058324429649255355,0.009449455876400606,0.4611764499663207,0.13249322379688652,0.01785165329840794,0.6222975439087304,0.19416373554141736,0.05047631375305142,0.7662733726768898,0.15389606860178104,0.042320937262700094,1.4668036378369071,0.4162311516820812,0.017707310989083225,2.5567760354262754,0.5016381745234428,0.027077724141365035,2.3110509973215376
111,11.23320598750034,0.42882953921325684,0.8571482261177152,108.32625021532492,0.009567770515484183,0.3974551581843559,0.6356488002671387,0.07143406294134236,0.17927784740412578,0.1838701064407776,0.06128830486732784,0.06748975075892655,0.043671224187861644,0.25841451082316064,0.05829245014206399,0.009408168527391549,0.46114072159705893,0.13220862446311946,0.017673831035442376,0.6222809819986944,0.1897794456345904,0.049567052852938255,0.765981233271866,0.15110142357277995,0.03953727082747877,1.4631851867689762,0.4097792412877465,0.015300453669819422,2.553803162063601,0.49425489509761994,0.023024554135439336,2.2974264135295597
112,11.564827847553747,0.4038128286958994,0.8512999759986997,10.144250736786285,0.009553462962200483,0.40022530829103015,0.6411521469692677,0.06706646256759703,0.17751146823579791,0.18249494745358896,0.05785807333216254,0.06744515006382316,0.043199020030818665,0.2578604921021183,0.058257339783521676,0.009364903012389346,0.4611084145608113,0.131890121492836,0.017471096481536993,0.6222589302022029,0.18500898835139987,0.04851176619930317,0.7656075437587356,0.14808986302669386,0.036513012245630645,1.458512346480336,0.40302339645157076,0.012824676252594347,2.5487260600631694,0.4860839018116546,0.019003798994682932,2.2809408719058966
113,10.954851979905866,0.3763624654334116,0.8540771270636469,8.821238092389153,0.009538933503925276,0.4041773125702139,0.6460629687505095,0.06324145887082658,0.17486042755348824,0.18083798505104973,0.054184575483915365,0.06739931904276596,0.04274289761018021,0.25734807093164325,0.05821855224804141,0.009318944307964481,0.461079094071163,0.13153287783885492,0.01723811640755247,0.6222294123886329,0.1798213563732927,0.04729257497286029,0.7651403393670362,0.1448533148965784,0.03326796783800777,1.4527211059400378,0.3960103979245299,0.010352481919729737,2.541657810639077,0.4772173075360865,0.015129205105605212,2.261940834018525
114,11.111983558890568,0.3816866182752925,0.8621816639788449,8.998978195731944,0.009524182848803865,0.40936886941547096,0.6504659804245101,0.059884685653801346,0.17160143280767395,0.17896448508097648,0.050399931247434325,0.06735710731301117,0.042303059003937264,0.25687574442257416,0.058182601200424434,0.00927030933624987,0.4610522145180138,0.1311914449895176,0.016976452284661624,0.6221908184570418,0.17476936256809256,0.04593253171062436,0.7645850318541391,0.1417966460369612,0.029912245524339867,1.446010524427055,0.38979177991539526,0.008016365442692637,2.5332462881442988,0.46784972948231734,0.011557955953898786,2.2411461334894747
115,10.894700474884761,0.3429040707885612,0.8583339650649577,133.1998200935772,0.009509211715762368,0.41215207738709014,0.6556822140584522,0.056222425026707386,0.1685596028981723,0.17725335493577019,0.04705149124827026,0.06731911906458468,0.041908870865372996,0.25644941910981434,0.05814998408436661,0.009226672037063661,0.4610280102814952,0.13088157163677905,0.016741315931379876,0.6221561035853238,0.17023913405150254,0.044711732743542204,0.7640797590573275,0.13904771110725916,0.027012797785336055,1.4399158279827349,0.3841913226231705,0.006151141733089805,2.5256011497923847,0.45941913281510016,0.008726731042312206,2.2223258233964467
116,10.85594370572149,0.27765109373792074,0.8609579729381949,118.82029689998119,0.009494020834472686,0.41277952720180566,0.6616566662363556,0.05233883666920385,0.1657331640206761,0.1756904102388423,0.04408322773170125,0.06728454036795198,0.04155305322927062,0.25606402969610564,0.058120124488420945,0.009186999234265915,0.4610061586356242,0.13059793560342697,0.016527223501549285,0.6221241049860666,0.16614591116900346,0.04360554351902022,0.7636152401873353,0.13656230918805343,0.024487543357631338,1.4343390167844745,0.3791371119959313,0.004663248571871722,2.518617692415495,0.45181954524316426,0.006489632626361318,2.2052503226358655
117,10.693733141121589,0.2546827427818137,0.8606095600407571,15.923690724135719,0.009478610945316945,0.41530145657690093,0.6670103570589807,0.04895271413668063,0.16344157313136426,0.1741805555987743,0.04135175603318914,0.06724661362410882,0.041195437882257574,0.25570780803971194,0.0580879330987693,0.009142676744557614,0.4609855750419642,0.13029422332911722,0.0162871038226867,0.6220821492309015,0.1619533363751141,0.04243387755219373,0.763103161565492,0.13409546422382856,0.022023338807486314,1.4285043879950323,0.374361895326552,0.003386912132430391,2.511601608727191,0.4446511146492381,0.004615488829956487,2.188821007133059
118,11.601685505793984,0.24525767373560187,0.8628971430007368,22.621921327807403,0.009462982799351401,0.4194764874184345,0.6718173598925042,0.04599369509913353,0.16178432449090221,0.17275976807927043,0.038888927097344976,0.06720737244127688,0.040846610056293545,0.25538085650751713,0.05805511722968173,0.00909633885023489,0.4609663072330625,0.12998631673775565,0.01603664198117027,0.6220343348664358,0.15784156479521103,0.04125930581824047,0.7625750279767087,0.13172865608240286,0.019719964782334495,1.422705608603679,0.36994394767488564,0.0023509075217040334,2.5048757873921796,0.4380318690244488,0.0031244362522694458,2.1734576243726726
119,11.461905925959002,0.47358802016617435,0.859143802896142,18.773368412103864,0.009447137158269843,0.42516823327101777,0.6761209288303388,0.04340230727579377,0.16055671405596966,0.17138636467756446,0.03662135797602913,0.06716623193757479,0.040502319832448654,0.2550801170767054,0.0580211510008673,0.009047160252068712,0.46094812881945546,0.12966927919557905,0.015770617931567234,0.6219794654775054,0.15375422330479452,0.04005942264172973,0.7620219373851355,0.1294422209552706,0.01754406775951085,1.416902673969087,0.36586349112238403,0.001529904333597326,2.498478057283912,0.4319275934530539,0.0019692830195972635,2.1591434532526743
120,11.17111200431482,0.5509598631710063,0.8614502460695803,192.84719219963904,0.009431074794366457,0.4284392388914826,0.6812899644005727,0.04055416267294198,0.1594581762613826,0.1701381660910115,0.03459805812553042,0.06713018822273553,0.040198941236672205,0.2548094751385845,0.05799102205652274,0.009004272104296973,0.46093193077063516,0.12938757845736065,0.015538006109401736,0.6219319031073198,0.15014750831623105,0.039003194975240935,0.761529929171204,0.1274104050889133,0.015702148491364178,1.4117272711428346,0.3622076557921864,0.0009424631644595516,2.492735833286249,0.42646433903483105,0.0011575665827352416,2.1462960327106733
121,11.433074898251357,0.3760553882951328,0.8576204779092222,211.8765715561601,0.009414796490498206,0.4295312568649618,0.6872244628018328,0.03753706911985897,0.15847613114944842,0.16900593880433518,0.03278896575253045,0.06709891819920291,0.03993316803282617,0.2545660601246616,0.0579644615500637,0.008967275985902965,0.4609175507818458,0.12913860212001904,0.015336267360266687,0.6218912802778935,0.1469731941979868,0.03807680252930953,0.761094550695718,0.12560699020168664,0.01414318404955999,1.4071233303329973,0.3589303148718225,0.00053601583099797,2.487578935445972,0.4215716590831964,0.0006113655163878791,2.1347592400682043
122,11.369543334262708,0.2169196870352181,0.8580594230443239,167.02536233116845,0.009398303040046649,0.4286839105897002,0.6938745757764087,0.0344201557269398,0.15759573340418792,0.1679727550821686,0.031167716115601686,0.06707130627892662,0.03969762294970984,0.2543469080868555,0.05794072255999638,0.008934703372909174,0.46090470228029506,0.12891569720877946,0.015157855604256185,0.6218556288668251,0.1441484018539993,0.037252804348166746,0.760703955721907,0.12399507883910423,0.012808268468281052,1.402991349295106,0.3559866709548019,0.00026734379540183307,2.4829340571950484,0.41718160261301546,0.0002671598253023015,2.1243795323148644
123,11.155058336280526,0.2091140605707622,0.8642134838737547,14.192209624585836,0.009381595246879296,0.4298541266493366,0.6998551974769921,0.03172367707279087,0.156782291547216,0.16689106320653332,0.029594552024929256,0.06704053351146404,0.03945740782034604,0.25414727980344076,0.057914875192900936,0.008897333067506773,0.46089224657294575,0.12867488238976213,0.014951800285471543,0.621810374471271,0.14123149002193452,0.036355028328720056,0.7602750751007393,0.12243150764271013,0.011503228594053151,1.398841436398936,0.35332666464083545,9.935072915114342e-05,2.4787011201004816,0.4132237791577736,7.32139273371633e-05,2.114987422196824
124,10.647749886309455,0.20140833773330868,0.8686612518504262,12.767080222775768,0.009364673925310414,0.4328163553693636,0.7052100451801955,0.02938514923394316,0.15602030593207628,0.16574550700488544,0.028062654257337828,0.06700486336841506,0.039202393741850056,0.2539643980429305,0.05788580974512255,0.008852659816350483,0.46087978280642666,0.12840682338000367,0.014706752722992652,0.6217521371709548,0.13814170960218505,0.03534996004888445,0.75979190283343,0.12089228406652384,0.010205425664956648,1.394604900920441,0.3509284194569281,1.6091768099884798e-05,2.4748626792492012,0.40966303547799987,1.8877341625695399e-06,2.106513867057021
125,11.100541519048738,0.2084437479225926,0.8661633648443967,13.987720338209119,0.009347539900061343,0.4373825755779387,0.7099996029173778,0.02735215159775935,0.15530572983032923,0.16456529387876098,0.026595017043524034,0.06696512905551455,0.03893543614981228,0.25379663138747105,0.05785425074658269,0.008801980144273915,0.46086734770519155,0.12811814812329445,0.014430725922120892,0.6216830427689938,0.13494942952014696,0.03426842220024927,0.7592684187964595,0.11939642006546726,0.008950996266644994,1.3903679369021462,0.34877075912628835,2.0688420533150475e-06,2.471398675938735,0.40646360148405786,2.6321003026950348e-05,2.098883188437105
126,10.896928388918653,0.2039460220365811,0.8653229151386768,90.45177121037803,0.009330194006220302,0.4396945559745916,0.7156588722260638,0.025183828394004938,0.15465927162436646,0.16348235860373656,0.025284119590963834,0.06692840043519882,0.03869101482110837,0.25364501727863836,0.057825128261914785,0.008755101631875945,0.460855988114197,0.12785216625328114,0.014176875209458404,0.6216186754097238,0.13204794379905574,0.03328339580190705,0.7587854763729176,0.11804179743248487,0.0078723162872848,1.386503451169212,0.3468298876487475,4.0338638554059326e-05,2.468275660939538,0.4035877240411986,0.00012070181859385785,2.092010280212027
127,10.607240003401698,0.18487596316912944,0.8673352519981563,90.48831375752327,0.009312637089201685,0.43998298823184107,0.7220935980068146,0.02294246340094355,0.15407443973439977,0.1624885905708425,0.024110671556936233,0.06689448857016915,0.038467303519681646,0.25350801262892786,0.057798281112899696,0.008711767176531453,0.4608456148795843,0.12760732129976632,0.013943463289016609,0.621558795798781,0.12941135158528283,0.0323860881253942,0.7583405238988439,0.1168160011338717,0.006944565107828186,1.382984264577567,0.3450832411546439,0.00011596514190515487,2.46545904891363,0.40100100727658905,0.0002639336869137675,2.085816611251262
128,11.234598829217923,0.18091983595631975,0.8656770300585777,14.520773776460587,0.009294870004704857,0.4421263261190457,0.7278878839427071,0.021010253696210738,0.15352324024737782,0.16147893345863668,0.02299535781438289,0.06686030410378174,0.03822979362116881,0.2533813114614433,0.05777346281148366,0.008662454622263921,0.46083494735031494,0.12737847556326412,0.013680284460478753,0.6214881203228925,0.12693193617008489,0.03142081702460941,0.7578621829188589,0.11583650463578841,0.006057845331122996,1.3795290412668724,0.34409171624234225,0.0002116028949993812,2.4628936039010094,0.39865353069906206,0.0004285733114580151,2.080175451080191
129,10.848860421677571,0.17855227711455798,0.8620262600015849,13.425027767474875,0.009276893618672453,0.4459247146611806,0.7330725187329545,0.01934031433935816,0.15299446854653898,0.1604439680119327,0.021933519069777467,0.06682132594957299,0.03797400808363493,0.2532636752596565,0.05774574962779994,0.008606310610908949,0.46082391443322185,0.1271267974604655,0.013386213544400822,0.6214068203566333,0.1243390973583035,0.030388123033351977,0.757352111156645,0.11488178378668855,0.00521665405158105,1.376151815206134,0.34317949615014637,0.00031145526980847345,2.4605284004102796,0.3965042139155584,0.0005913938654298087,2.0749833367502886
130,10.439376864273841,0.1735562173675355,0.861566070932895,69.98821268875061,0.009258708807248167,0.4475710390145248,0.7390893738131107,0.017599657820926148,0.15251170898801236,0.1594886944434366,0.020982997278624533,0.06678452900612832,0.03773541843707047,0.25315690104680916,0.05771969597471538,0.008553420606225583,0.46081367314926136,0.12689101274090583,0.013111887054545635,0.6213299604173583,0.12195015720350037,0.02943699831770611,0.756876888288414,0.11401072751169679,0.004495328285808204,1.3730628197930297,0.3423520953801726,0.00041491153466648926,2.4583801550202566,0.3945600010517854,0.0007553749792705222,2.070274775321765
131,10.324745828598248,0.2142258677358754,0.8637114379089326,12.898044346303514,0.009240316456734052,0.45090947718198726,0.7444747631327254,0.01610016120900688,0.15204326362563977,0.15850865865828873,0.020077281562569622,0.06674310237018384,0.037477234361819364,0.2530570732427744,0.057690987220807,0.008493781129181654,0.46080297678448584,0.1266346867670243,0.012808349351676438,0.6212431082261745,0.11946971418146311,0.028426271224541114,0.7563752759439332,0.1131695075050424,0.003820655536873757,1.370080151640948,0.34156876374057815,0.0005008734907440832,2.4563361973000166,0.39274182260365603,0.00088731640188196,2.0658324263026717
132,11.14371533307039,0.17507861109756462,0.8624481139704585,116.17695917150868,0.009221717463547325,0.45213957905849983,0.7505945866868752,0.014569323143707747,0.1516200042086957,0.15761441459416997,0.019263451658705643,0.06670534725625842,0.03724304837124785,0.25296693541815024,0.057664789316857756,0.008439505072453113,0.4607932648908183,0.12640098564084593,0.012534004085963127,0.6211637904287081,0.11723206883914714,0.027518223822762273,0.7559182971381642,0.11241018642236769,0.0032549092950248724,1.3673819839399424,0.3408599013468688,0.0005837087668801865,2.454485048484867,0.39109985114364665,0.0010127293798050808,2.0618139703070306
133,10.709529164720207,0.1654158797474736,0.8625727088656276,70.74227200294457,0.009202912734176675,0.451496986754372,0.7574494475139093,0.013028745565744898,0.15123329822792472,0.15678917147024807,0.018531333761437,0.06666995652815164,0.037025270962874876,0.25288507748884975,0.05764031846195934,0.008388685193116014,0.4607842619101617,0.12618332352326392,0.012279494526674645,0.6210893805976607,0.11517814273324643,0.026685148790946737,0.7554948284295915,0.11171984799082176,0.002774682561807742,1.3649258400717315,0.3402117270309803,0.0006590728592013618,2.452789297532472,0.3896054048248143,0.0011253487449162437,2.058145271426529
134,10.819858938610876,0.1628298719896506,0.8658512628171593,13.95685991600088,0.009183903185138079,0.4527568804347295,0.7635994518137011,0.0117133383290973,0.15085237774489935,0.1559430551687433,0.017837242416214042,0.06663024705118249,0.03678717706560696,0.2528077414381803,0.05761354526992932,0.008331337023336074,0.46077470209359705,0.12594854570791664,0.011998859064396182,0.6210061627615261,0.1130566910485888,0.025802200978950453,0.7550520764497769,0.11106136369079332,0.002333155335366767,1.3625936435053547,0.33956851626560414,0.0007016360642353353,2.4510903282143177,0.3881592536458692,0.0011862232540612945,2.0545443194844863
135,10.44360056520817,0.15960185095910334,0.8593756631016731,13.096342651813197,0.009164689742930143,0.45571164904160577,0.7691046926830716,0.010587246589243758,0.15047446791798472,0.15507390185165884,0.017177120130887975,0.06658621211183859,0.03652802336657747,0.2527342469953795,0.05758450106106193,0.008267364340265768,0.46076454649566856,0.12569705219374208,0.01169266427590244,0.6209142485137,0.11087364723849884,0.02487250731549206,0.7545911834440008,0.11043435265358735,0.0019311500143250483,1.3603862116740746,0.3389209223743402,0.000708789971605405,2.449365243246832,0.3867418976239895,0.001192410600921549,2.050967451669396
136,10.530166506424251,0.20199481101930916,0.8604789581149817,13.27022048131357,0.009145273343988932,0.4601850907485574,0.774026098217647,0.009620692999756016,0.150100111688457,0.15418954608646934,0.01655216841574102,0.06653858371437997,0.036251436440232744,0.2526643118668086,0.057553647327628216,0.00819783514259979,0.4607538901400883,0.12543275292975847,0.011366719901071567,0.6208152415394641,0.10865886780689625,0.023912243675935987,0.7541184987956855,0.10984109035851361,0.001571921482310306,1.3583113709901464,0.3382687950929967,0.0006840411624716243,2.447617638947697,0.38534955085682043,0.0011498893564439953,2.047414957028873
137,10.614171506403492,0.2496494420064863,0.8604843111243099,120.99285121522672,0.009125654934642336,0.46246232405438736,0.7796708137475105,0.008645322890231613,0.14976126112601687,0.1533835200884523,0.015988392090470826,0.06649520673605418,0.03600047682414806,0.2526010939169824,0.05752553067595934,0.008134647380140334,0.4607442018423954,0.125192117869023,0.011073124732659177,0.6207249468554654,0.10666267978218824,0.023052432652789313,0.7536884580661485,0.10930580107562109,0.0012778673978735503,1.3564370520717424,0.33767656892302006,0.0006598612225575647,2.4460289860114295,0.3840881136964961,0.0011086907531010204,2.0441910373764305
138,10.459569175422628,0.16145128880740245,0.8567177981603891,160.9418490687597,0.009105835471063953,0.46276476909847936,0.7859316951133338,0.007684907133301457,0.14945664223830624,0.1526529441151238,0.015478394002344041,0.06645617227340082,0.035775307426706975,0.2525441878650906,0.05750016244210545,0.008077887890440534,0.460735486257416,0.12497500310203916,0.010811232184297154,0.6206435086135379,0.10487535153289863,0.022288133512580514,0.7533001134657156,0.10882401258832393,0.0010384610435881572,1.3547477464952613,0.33714180234026964,0.000637946571785207,2.4445948370926804,0.38294990316604877,0.0010712984009527114,2.041281061578006
139,10.458267185674192,0.14868737302930554,0.8592349090613425,75.69155725236277,0.009085815919226475,0.4613203920940071,0.792844781762903,0.0067465516670212,0.1491767617201903,0.15197761468049595,0.0150168834695661,0.06641970542827658,0.03556566267115966,0.25249228601170814,0.05747655349038488,0.008024853102426774,0.4607273771266391,0.12477354537379998,0.010569261640157646,0.6205675264651739,0.10323778541767935,0.021588813898581808,0.7529415800979117,0.1083874263485992,0.0008411489525373604,1.3532176551680057,0.33664879966953354,0.0006135889220399948,2.4432714290862125,0.38190608137319443,0.0010305107314191383,2.0386059179458704
140,10.299379543868703,0.14608514580696977,0.8596013269852847,12.805969017680786,0.009065597254854615,0.4618137431090177,0.7990325491931674,0.005953014884021705,0.14888272223674903,0.15125617117166154,0.014574765725293485,0.06637738101220056,0.035323425813807645,0.2524408859609434,0.05745001694569181,0.007962429281189154,0.46071820209961456,0.12455107518357546,0.010293273455345517,0.6204807353504107,0.10150817227913865,0.020823207918245566,0.7525604316089184,0.1079758942445043,0.0006655234312274003,1.3517923966328111,0.3361304982500308,0.0005591210506698968,2.441866875584705,0.3808427593439365,0.0009439884096318203,2.0358395582562254
141,10.25069563391035,0.1429731490831095,0.8551020170561969,13.10147999608687,0.00904518046337755,0.4640314430324601,0.8045685368249376,0.00528025057109414,0.14858025918742546,0.15050447300611997,0.014152230815341817,0.06633083362336353,0.035057565624225115,0.252390413762017,0.05742148601894263,0.007893144915579858,0.46070826024369255,0.12431502070919598,0.009994789371344211,0.6203864347459134,0.09973615957209024,0.020019830666498286,0.7521672806739206,0.10759156646515182,0.0005138687290104682,1.350475031782818,0.33560209118482665,0.00048587269304857544,2.4404267404432956,0.3797825864118629,0.0008286584616027168,2.033052031963535
142,10.141930303078617,0.1394423385969283,0.8646600360516459,12.612152234067567,0.009024566539880893,0.46779121856239275,0.8095080738582646,0.00470840634804934,0.14826715078122876,0.14971944700947826,0.013747656827286998,0.06627983692500854,0.03476662484891249,0.2523404070735969,0.057390868058536465,0.007816642422919177,0.4606974769724352,0.1240648695843095,0.009673573566526452,0.6202843375815421,0.09792013054502864,0.0191790977538555,0.7517615928575934,0.10723323486375601,0.00038487189892947026,1.3492599661505118,0.33506676881015557,0.0003999016533330925,2.4389623450963818,0.37872794986349756,0.0006931325903543164,2.0302555859426223
143,10.366762472779996,0.4716958956948816,0.8659806069917977,13.737688380981966,0.009003756489058193,0.472937662617902,0.8139141772518929,0.0042210704694347866,0.1479489159916646,0.1489169696628799,0.01336287349252831,0.0662258849023381,0.03445896678555908,0.25229130050524473,0.05735900042194463,0.00773526157495647,0.4606861295347812,0.12380720972875635,0.009339889436676919,0.6201774112563848,0.09610175938012674,0.018325458434495148,0.7513524822015253,0.1069019871055529,0.00027855000844409424,1.3481462544812128,0.33454023857976695,0.0003120467541565781,2.437518982377578,0.3777029682972298,0.0005533981883636953,2.027519624895739
144,11.119219686310121,0.8059806045215709,0.8605881959665567,250.51125141558828,0.00898275132516197,0.4758533290891567,0.8189777395280317,0.0037425487536940053,0.14766731213174658,0.14820123436621227,0.013013132628893628,0.0661783292297825,0.03418880834574624,0.25224764044747516,0.05733078422099689,0.007663808800323919,0.4606761282854265,0.12357876468359578,0.009049408912197958,0.6200828181361608,0.09449781856608755,0.01758332778976741,0.7509883807211026,0.10660460464879205,0.00019786151342486344,1.3471445244151525,0.3340697866174735,0.00024366921064000654,2.4362296941695467,0.3767865299562269,0.0004432697830643525,2.025074284716767
145,10.9742813442721,0.7444955206315612,0.8554900861345232,322.31625394233487,0.008961552071954277,0.47676089954010925,0.824603917906906,0.0032817220758266943,0.14742144460049636,0.14756973609103538,0.012694736131637161,0.06613715374907414,0.03395577711143479,0.2522092210114739,0.05730617188516542,0.007602204103906217,0.46066747480223946,0.12337888046265649,0.008800231246125669,0.620000435837892,0.09309704010533763,0.016945610675603216,0.7506677196662169,0.10633788450658781,0.00013748358623625308,1.3462440505389868,0.3336512532111493,0.00019131189992971487,2.4350832468519394,0.3759703761538276,0.00035782567301531875,2.022898413924139
146,11.085692656841504,0.35812593580017027,0.852827541064471,317.0761122531063,0.008940159762656805,0.47587505567863414,0.8307351268166128,0.002844891104679281,0.1472072927941305,0.14701312102514538,0.012404301173903868,0.06610161151930465,0.033755377021648096,0.2521754707560487,0.05728473883980355,0.007549238958013627,0.46066001373775156,0.12320414517890722,0.008586569498308324,0.6199288090584159,0.0918730418294023,0.016397105884264015,0.750385375143094,0.10609845239474844,9.281084063652084e-05,1.3454341141453248,0.33327813694872105,0.0001510414786936407,2.434061496373557,0.3752423207947106,0.00029119178190072364,2.0209587022919564
147,10.686883180510767,0.12802118281692929,0.8556183960754424,224.85978185135195,0.008918575439900538,0.47339996643164345,0.8373463349572817,0.002436267525427129,0.14701777649097686,0.1465151923057,0.012138695105510513,0.06607029603708815,0.03357929417887052,0.2521454696170144,0.05726574719141713,0.007502688793149132,0.46065344541570025,0.12304897787027677,0.008399546226545419,0.6198653859622462,0.09078883130510151,0.015916832522444666,0.7501336421816327,0.10588311692593577,6.0143798253388225e-05,1.3447048420955017,0.3329433428652328,0.00011932348052984643,2.4331447551940517,0.37458904275928107,0.00023789016053840404,2.0192184986613806
148,10.479092936775206,0.12664719234587238,0.8595897669438273,14.00915496052231,0.008896800155674905,0.47291237227180855,0.8432972345335517,0.0020951850670086806,0.14681839789776568,0.1459837579095812,0.011882833141617392,0.0660394264399471,0.03337835809566798,0.2521144434102905,0.0572501965142305,0.007449015761215293,0.46064592729418424,0.12292320149167892,0.00819124272367003,0.619795296526211,0.08987717935543163,0.015401134686163402,0.7498734317084461,0.10590537139618024,3.592432158292105e-05,1.3440449228370104,0.33331146018559277,8.893271975510829e-05,2.432282421217117,0.37397523580313574,0.00018522949477660217,2.017578417766201
149,10.598251186671202,0.1250168962480714,0.8552746449131519,14.13764768675179,0.008874834971276547,0.47418914836178344,0.8486223358439887,0.0018098763751890107,0.14660328466308767,0.145415145923268,0.011636153391983982,0.06600414485635606,0.033152603704012594,0.2520825029504424,0.05723247930590269,0.007388465714821106,0.46063755708802206,0.1227834525839617,0.007964035473550388,0.6197193856270756,0.08891499422596008,0.01485546585597271,0.7496065001441512,0.10592411170535562,1.893846055871148e-05,1.3434486465767255,0.33363307540302295,6.16365105253732e-05,2.4314773761332202,0.37340283412017805,0.0001362096620555438,2.0160436086419353
150,10.153404023807077,0.12312050123100847,0.855063809081912,12.921197363633722,0.008852680957257558,0.47703998467913045,0.8533676108317537,0.0015706908801865096,0.14636596658459172,0.14479454911331877,0.011396172574498839,0.06596324492531001,0.032894437996192766,0.2520488197223742,0.057212048019149045,0.007319018673159983,0.460628056384874,0.1226259836023953,0.007712101105762241,0.6196356664776296,0.08788214009190144,0.014267897978899866,0.749327674608136,0.10593988438092525,7.972606800969517e-06,1.3429103398468225,0.3339136386759423,3.827135635798395e-05,2.4307278917250845,0.372868547899123,9.215500573357369e-05,2.0146081369188114
