iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
0,0.034335311753822616,0.008823653685642587,0.08900479198200628,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.0337661878408377,0.008823626326791628,0.04741033399477601,0.023264756623149682,9.999999999992654e-07,1.250002236605326,1.2500022366045012,1.2500022366036323,1.2500022366026602,1.250002236601531,1.2500022366001753,1.250002236598488,1.2500022365962964,1.2500022365932906,1.2500022365888523,1.2500022365815433,1.2500022365670467,1.2500022365237855
2,0.03309127243831802,0.008818136782579526,0.048304707976058125,0.023249794926891037,0.0002009799999999999,1.2504518166195902,1.2504516110529682,1.250451480213456,1.2504513748249353,1.2504512844967053,1.250451204917855,1.2504511340372995,1.2504510706211365,1.250451013725027,1.2504509624838205,1.2504509159480692,1.2504508726398311,1.250450827563754
3,0.03478663639645908,0.00880718495223119,0.002696917043067515,0.023757962507980568,0.0004009599999999988,1.2513496039615208,1.2513489742519575,1.2513485898299292,1.251348337427816,1.251348150877322,1.2513480033444189,1.251347883038198,1.2513477838506075,1.2513477019142336,1.2513476342311685,1.251347577864291,1.251347528466434,1.2513474713283743
4,0.03434937968843459,0.008790804040948817,0.002666666987352073,0.022927851516970618,0.0006009399999999995,1.2526940544576304,1.2526929552323816,1.2526924556927777,1.2526922658310138,1.2526922017986046,1.2526922021082214,1.2526922440904815,1.2526923175208022,1.2526924162228996,1.2526925352156697,1.2526926692521443,1.2526928100421,1.2526929285379502
5,0.033030224283826924,0.00876906790970553,0.002686832973267883,0.022470450904396984,0.0008009199999999984,1.2544847519802147,1.254481912426662,1.2544810253871586,1.2544808712551865,1.254480971727257,1.2544811876454496,1.2544814721197668,1.254481805455746,1.2544821763532013,1.2544825759739637,1.2544829952120073,1.2544834199868238,1.2544838016789317
6,0.034367064172577864,0.008741949282953961,0.0026659590075723827,0.023112350476438993,0.001000899999999999,1.2567239456359742,1.256720890033442,1.2567203947158423,1.2567208062440949,1.2567214933209536,1.2567222946226526,1.2567231609349119,1.2567240717084176,1.2567250140695518,1.2567259769525398,1.2567269481771752,1.256727907824025,1.2567287840878902
7,0.032573066082565764,0.008709656789045346,0.0026687500067055225,0.02215448556185898,0.0012008799999999997,1.2594095247121109,1.2594048902965638,1.2594030754317045,1.2594027482399806,1.2594030182054237,1.2594036167346956,1.2594044391803614,1.2594054296533577,1.2594065499743419,1.259407769640799,1.259409060284518,1.2594103853311678,1.2594116373422708
8,0.033203755091076086,0.008672163917383579,0.0026895409682765603,0.02254740005999081,0.0014008600000000003,1.2625439985814533,1.26253875089629,1.262536028023406,1.2625350188420623,1.2625348122609208,1.2625351124821218,1.2625357887670923,1.2625367609245748,1.2625379693350414,1.2625393649291827,1.2625409026193026,1.2625425275296946,1.262544091097187
9,0.03946983265458319,0.008629248919651515,0.0028341669822111726,0.02450013084614507,0.0016008399999999992,1.2661414224899632,1.2661388827315518,1.2661385389772861,1.2661395226199355,1.266141140683227,1.2661431888901609,1.266145570805636,1.2661482178420291,1.2661510733749155,1.2661540878782527,1.2661572135339727,1.2661603878423908,1.2661634265841242
