k,l2o_t,ldro_pep_t,lpep_t
1,0.1431787145183936,0.1475021602767348,0.1526805995989176
2,0.2310610291217992,0.2343790065999041,0.1516501179554081
3,0.107430690055674,0.1132194607359401,0.1489075510136329
4,0.488458767479848,0.1493004275682478,0.1456181601345937
5,0.1124574139538469,0.3260163555873981,0.141245280680048
6,0.3553908562749304,0.1067551536757185,0.1357355010589749
