iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,beta0,beta1,beta2,beta3,beta4
0,0.07709181978028326,0.020885207066979918,0.36933770403265953,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387
1,0.07888108339429435,0.02088510660930133,0.5843151384033263,0.05970985648789011,9.999999999992654e-07,1.2426516376652375,1.2426516376649415,1.2426516376642796,1.2426516376624237,1.2426516376516832,1.0002400897101501e-06,0.28175452536508344,0.43404378301973096,0.5310648056427134,0.5987785940560387
2,0.07734509826505392,0.020864941657908517,1.2849545301869512,0.05907485334680176,0.0002009799999999999,1.2430996866075599,1.2430995823172137,1.2430994213571642,1.2430992962099772,1.2430992223398445,0.00020193901506394702,0.28195541805798635,0.4342446206309791,0.5312656012176968,0.5987785940560387
3,0.07896742126833035,0.020824731712695832,0.004825090989470482,0.059917252145528704,0.0004009599999999988,1.2439941213108792,1.243993895162508,1.2439934543805442,1.2439931714028625,1.2439930495554123,0.0006029746362667438,0.2823563986081286,0.4346455066695598,0.5316664287574451,0.5987785940560387
4,0.0795697958696768,0.020764526152111547,0.0041360980831086636,0.059516098229904876,0.0006009399999999995,1.2453346102300316,1.2453353941229406,1.2453352821815677,1.245335122403137,1.245335121485898,0.0012037970869430564,0.28295766093387054,0.4352468723943469,0.5322678421798747,0.5987785940560387
5,0.078883575924733,0.02068450703796734,0.004517360124737024,0.0595783626395117,0.0008009199999999984,1.2471229150194396,1.2471234125535227,1.247123644658209,1.2471238721858133,1.2471242561647675,0.0020047692125071768,0.2837585925131916,0.4360478958555166,0.5330689816795002,0.5987785940560387
6,0.07773318290338879,0.020584800251145723,0.004567999858409166,0.05964912112001079,0.001000899999999999,1.2493593774856513,1.2493601786145883,1.2493606759472062,1.2493607586490327,1.2493607282140553,0.0030057930754638596,0.2847598856266098,0.4370492506904687,0.5340703161658086,0.5987785940560387
7,0.07923195753884706,0.02046556803622209,0.0042565991170704365,0.06059618454465814,0.0012008799999999997,1.2520479544616963,1.252047588933215,1.252047795749771,1.2520472679176602,1.2520463673709348,0.00420808130762622,0.2859619630061107,0.43825119453437106,0.5352720884807948,0.5987785940560387
8,0.07744063388441799,0.02032721076922861,0.003844207152724266,0.05890379699622291,0.0014008600000000003,1.255185375893013,1.2551828087829306,1.2551828894322459,1.2551819438333605,1.255180151790957,0.005609548214664661,0.287363079274685,0.4396521767101828,0.5366729563910878,0.5987785940560387
9,0.07171061552171545,0.020170581160048023,0.005080522038042545,0.05673658882787138,0.0016008399999999992,1.2587679126840376,1.2587591881904858,1.2587536210093244,1.2587461759824774,1.258737566012767,0.007207476180507843,0.28895949457534026,0.4412464958703634,0.5382653369598379,0.5987785940560387
