source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
data_l2o/13-10-11_8,0.1423518573506148,0.2359102996471843,0.1080594764339116,0.4945878864039917,0.1543745833881263,0.1026328752359849,0.6318855532514693,0.2782031247414583,0.1501144399128658,0.1437528915835318,0.1676204396366685,0.1942211915164084,0.2188021046811821,0.2233822470182233
